disagreement_id,record_id,cohort,title,field,field_type,coder_x_label,coder_y_label,evidence_status,evidence_location_lead,evidence_excerpt_lead,evidence_summary,codebook_rule,human_final_label,brief_reason,evidence_location_verified,unresolved,reviewer_initials,review_date,row_status
FMS0558__capability,FMS0558,final_multisource_132,DREA: Decoupled Reasoning and Exploration Agents for Repository-Level Vulnerability Detection,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2607.13439 | role p.1; action p.1; feedback p.7; validation p.1; evaluation p.1,"position. These profiles shift the operating point along a coverage– only a small fraction of tokens to the expensive model. reliability trade-off: DeepSeek-V3.2 suits recall-oriented security Finding 2. Separating Planner and Explorer makes repository- audits where missing a vulnerability is costly, while GPT-",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2607.13439 | role p.1; action p.1; feedback p.7; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0659__lifecycle,FMS0659,final_multisource_132,Fixing Security Vulnerabilities with AI in OSS-Fuzz,lifecycle coverage,multi-label,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"o settings. On a benchmark of historical vulnerabilities detected cation code could come from Large Language Models (LLMs) with by OSS-Fuzz, our agent generates plausible patches for 61% to little security assurance. 72% of the cases. We then conduct t",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;execution observation;patch validation,The cited source supports the selected label candidate analysis;execution observation;patch validation; only observable workflow actions or outputs were retained.,https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0659__principal_evidence,FMS0659,final_multisource_132,Fixing Security Vulnerabilities with AI in OSS-Fuzz,principal reported evidence output,single-label,reproducible validation,externally traceable material,source-linked lead,https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"5/3786583.3786880 importance. Currently OSS-Fuzz is the most significant and widely used infra-structure for continuous validation of open source sys- 1 Introduction tems. Unfortunately even though OSS-Fuzz has identified more Security vulnerabilities are one of the major threats to modern than 13,000 vulnerabilities across 1000 or more software projects, software systems. Once exploited by malicious attackers,",A source-linked excerpt and locator are supplied as review leads for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,reproducible validation,The cited source supports the selected label reproducible validation as the main observable result reported for the study.,https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0659__external_traceability,FMS0659,final_multisource_132,Fixing Security Vulnerabilities with AI in OSS-Fuzz,external traceability,single-label,benchmark ground truth / public material,publicly aligned external trace,source-linked lead,https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"advancement in automatic programming with generative AI could generation with static typing information. We evaluate our agent in further exacerbate the security issues, since some parts of the appli- two settings. On a benchmark of historical vulnerabilities detected cation code could come from Large Language Models (LLMs) with by OSS-Fuzz, our agent generates plausible patches for 61% to little security assurance. 72% of the",A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0742__capability,FMS0742,final_multisource_132,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2506.23034 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,"in repairing code containing vulnerabilities. Feedback In this paper, we present a comprehensive evaluation of state-of- the-art LLMs by examining their inherent tendencies to produce insecure code, their capability to generate secure code when guided Assessment of Proa",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2506.23034 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,,2026-08-12,ready
FMS0752__lifecycle,FMS0752,final_multisource_132,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,lifecycle coverage,multi-label,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,source-linked lead,https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"of the three-shot success rate by approximately 20% compared Large Language Models (LLMs) in synthesizing functional to state-of-the-art techniques, reaching 87% for C and 81% source code [13], [14] and reasoning over complex program- for C++. Our one-hour fuzzing results show that more",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation;reproduction and validation,The cited source supports the selected label path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0752__capability,FMS0752,final_multisource_132,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"r robust symbol source code retrieval; and 3) an enhanced runtime feedback [5], [11], [12] often struggle with incorrect harness validation pipeline that detects fake definitions. We execution contexts or function invocations, especially in the evaluate HarnessAgent on 243 target functions from OSS-Fuzz context of internal functions,",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0752__principal_evidence,FMS0752,final_multisource_132,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,principal reported evidence output,single-label,controlled task completion,runtime safety signal,source-linked lead,https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"understanding and significant manual Furthermore, LLMs tend to exploit harness validation metrics, effort [6], [7]. As a result, fuzzing internal functions in large- producing plausible yet logically useless code. scale systems remains difficult, limiting the reach of fuzzing To address these challenges, we present HarnessAgent,",A source-linked excerpt and locator are supplied as review leads for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,controlled task completion,The cited source supports the selected label controlled task completion as the main observable result reported for the study.,https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0782__capability,FMS0782,final_multisource_132,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,cross-stage capability,multi-label,feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2408.10495 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"niques; Software verification and validation; • Security and rity iteratively. Despite growing prominence, LLMs’ effectiveness privacy → Software and application security. in performing such end-to-end tasks remains unexplored. This paper bridges this gap by systematically investigating the capability",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,"The cited source supports the selected label feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2408.10495 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0800__capability,FMS0800,final_multisource_132,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2601.00509 | role p.1; action p.1; feedback p.1; evaluation p.2,ode Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback Vidyut Sriram Sawan Pandita Achintya Lakshmanan Pennsylvania State University Pennsylvania State University Pennsylvania State University vps5353@psu.edu sbp5882@psu.edu,A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2601.00509 | role p.1; action p.1; feedback p.1; evaluation p.2,no,,2026-08-12,ready
FMS0913__lifecycle,FMS0913,final_multisource_132,LLM-based Vulnerability Detection at Project Scale: An Empirical Study,lifecycle coverage,multi-label,candidate analysis;reporting and audit,candidate analysis;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2601.19239 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"knowledge as manually engineered nerability detection essential. While recent LLM-based detectors rules, patterns, and data-flow templates that search for known combine semantic reasoning with static analysis for project-scale scanning, their real-world effectiveness remains unclear,",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;reporting and audit,The cited source supports the selected label candidate analysis;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2601.19239 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0913__capability,FMS0913,final_multisource_132,LLM-based Vulnerability Detection at Project Scale: An Empirical Study,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2601.19239 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"real-world vulnerabilities (C/C++ and Java) to assess patterns inherently limits the generalization and coverage for detection capability, and 2) 24 active open-source projects, where previously unseen or evolving vulnerability types [13], [14]. we manually inspected 385 warnings to assess their practical Recent advances in Large Language Models (LLMs)",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2601.19239 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0916__lifecycle,FMS0916,final_multisource_132,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,lifecycle coverage,multi-label,candidate analysis;execution observation;reporting and audit;reproduction and validation,candidate analysis;reporting and audit;reproduction and validation,source-linked lead,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security Vaibhav,A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;execution observation;reproduction and validation;reporting and audit,The cited source supports the selected label candidate analysis;execution observation;reproduction and validation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0916__capability,FMS0916,final_multisource_132,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,"ces the time and specialized expertise required to confirm a vulnerability's existence and impact. This accelerates the feedback loop for developers, enabling quicker patch development and more robust regression testing. D. Dynamic Bug Description and Remediation Suggestions While SAST identifies issues, the descriptions of the vulnerabilities and its remediation are usually hardcoded, and often lack the context necessary for immediate developer action. Leveraging their natural",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0916__primary_shape,FMS0916,final_multisource_132,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,primary system shape,single-label,"reproduction-, validation-, and repair-centered agent",candidate-analysis system,source-linked lead,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,"LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security Vaibhav Agrawal1, Google, Mountain View, CA, USA Kiarash Ahi2, Virelya Intelligence Research Labs, San Francisco Bay Area, CA, USA Abstract — This report examines the synergy between Large",A source-linked excerpt and locator are supplied as review leads for auditability.,Choose the dominant locus and objective of agent control in the main evaluated contribution. Use the evaluation task and primary metrics to resolve ties; do not infer from agent count or system name.,"reproduction-, validation-, and repair-centered agent","The cited source supports the selected label reproduction-, validation-, and repair-centered agent as the dominant evaluated locus and objective of agent control.",https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0916__principal_evidence,FMS0916,final_multisource_132,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,principal reported evidence output,single-label,reproducible validation,candidate judgment,source-linked lead,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,"dels (LLMs) and Static Application Security Testing Semgrep with a fine-tuned LLM for triage, exploit validation, and (SAST) to improve vulnerability discovery. Traditional SAST tools, remediation. while effective for proactive security, are limited by high false-positive • A large-scale evaluation across 25 GitHub projects (~250K rates and a lack of contextual understanding. Conversely, LLMs excel LOC), showing a 89.5% precision",A source-linked excerpt and locator are supplied as review leads for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,reproducible validation,The cited source supports the selected label reproducible validation as the main observable result reported for the study.,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS1041__lifecycle,FMS1041,final_multisource_132,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,lifecycle coverage,multi-label,execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,"process is time-consuming, with the original study [10] The nature of observations (oi ) varies across GUI agents. reporting an average analysis time of 3 to 12 minutes per Observations can consist of pure visual elements, such as app. Similarly,",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation;reproduction and validation,The cited source supports the selected label path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,no,,2026-08-12,ready
FMS1041__capability,FMS1041,final_multisource_132,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,cross-stage capability,multi-label,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,"rge-scale study. Existing tools [2], [3], [9], [10], tools are hampered by low-coverage UI interaction, costly [14] face several critical limitations: (1) Ineffectiveness and instrumentation, and a lack of scalable root-cause analysis. Obsolescence: Many proposed tools are either closed-source We present Okara, a framework that leve",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,no,,2026-08-12,ready
FMS1041__primary_shape,FMS1041,final_multisource_132,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,primary system shape,single-label,feedback-driven fuzzing agent,candidate-analysis system,source-linked lead,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,"Abstract—Transport Layer Security (TLS) is fundamental to Addressing this threat requires tools capable of large- secure online communication, yet vulnerabilities in certificate scale detection and in-depth analysis. However, the cur- validation that enable Man-in-the-Middle (MitM) attacks re- rent landscape of TMV detection",A source-linked excerpt and locator are supplied as review leads for auditability.,Choose the dominant locus and objective of agent control in the main evaluated contribution. Use the evaluation task and primary metrics to resolve ties; do not infer from agent count or system name.,feedback-driven fuzzing agent,The cited source supports the selected label feedback-driven fuzzing agent as the dominant evaluated locus and objective of agent control.,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,no,,2026-08-12,ready
FMS1041__principal_evidence,FMS1041,final_multisource_132,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,principal reported evidence output,single-label,runtime safety signal,reproducible validation,source-linked lead,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,"ertificate scale detection and in-depth analysis. However, the cur- validation that enable Man-in-the-Middle (MitM) attacks re- rent landscape of TMV detection tools is inadequate for a main a pervasive threat in Android apps. Existing detection modern, large-scale study. Existing tools [2], [3], [9], [10], tools are hamp",A source-linked excerpt and locator are supplied as review leads for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,runtime safety signal,The cited source supports the selected label runtime safety signal as the main observable result reported for the study.,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,no,,2026-08-12,ready
FMS1041__external_traceability,FMS1041,final_multisource_132,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,external traceability,single-label,benchmark ground truth / public material,author-reported external clue,source-linked lead,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,"attributes vulnerabilities to either app developers or third- related work. Section 3 details the design and evaluation party libraries, providing crucial data for targeted disclosure of TMV-Hunter. Section 4 presents our large-scale mea- and quantifying the significant role of third-party code in surement study of detected TMVs. Section 5 describes propagating these security flaws. TMV-ORCA and our root cause analysis. Section 6 outl",A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2601.22770 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.2,no,,2026-08-12,ready
FMS1076__lifecycle,FMS1076,final_multisource_132,PATCHEVAL: A New Benchmark for Evaluating LLMs on Patching Real-World Vulnerabilities,lifecycle coverage,multi-label,execution observation;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,source-linked lead,https://arxiv.org/pdf/2511.11019 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"tasks [29]. When equipped with external tools, agentic LLMs agents, presenting an in-depth analysis that empirically yields",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",execution observation;patch validation,The cited source supports the selected label execution observation;patch validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2511.11019 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS1076__capability,FMS1076,final_multisource_132,PATCHEVAL: A New Benchmark for Evaluating LLMs on Patching Real-World Vulnerabilities,cross-stage capability,multi-label,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2511.11019 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"high latency has long motivated research into automated ties, limited language coverage, unreliable patch validation, vulnerability repair (AVR). and insufficient reproducibility. Early AVR approaches, ranging from template-based meth-",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2511.11019 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS1081__lifecycle,FMS1081,final_multisource_132,Pen-Strategist: A Reasoning Framework for Penetration Testing Strategy Formation and Analysis,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration,source-linked lead,https://arxiv.org/pdf/2605.04499 | role p.2; action p.1; feedback p.1; validation p.4; evaluation p.1,"privacy. Furthermore, We provide our dataset and code in our GitHub repository.1 they can be integrated with agentic frameworks such as Pentest- GPT [12] for automated pentesting to achieve better results. First, 2 Related Work we construct a novel reasoning-centric dataset tailored for pen- etration testing, comprising structured inputs along with logical 2.1 Aut",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;path and input exploration;execution observation;reporting and audit,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2605.04499 | role p.2; action p.1; feedback p.1; validation p.4; evaluation p.1,no,,2026-08-12,ready
FMS1283__capability,FMS1283,final_multisource_132,Securing the Dark Matter: A Semantic-Enhanced Neuro-Symbolic Framework for Supply Chain Analysis of Opaque Industrial Software,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2605.07737 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.3,grade hardware from five ICS vendors further confirms strong detection coverage of high-impact CVEs while substantially reducing false-positive rates relative to leading commercial tools. These results establish semantically grounded neuro-symbolic analysis as a tractable and effective approach,A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2605.07737 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.3,no,,2026-08-12,ready
