record_id,canonical_title,system_alias,publication_status,venue,official_url,arxiv_id,doi,last_verified_date,note,citation_key,new__present,new__citation_key,new__title,new__authors,new__year,new__publication_status,new__venue_or_source,new__publisher,new__doi,new__arxiv_id,new__official_url,new__selected_source_id,new__selected_source_record_id,new__selection_basis,new__metadata_status
CP189,How Much Data is Enough Data? Fine-Tuning Large Language Models for In-House Translation: Performance Evaluation Across Multiple Dataset Sizes,NA,verified_by_official_source,conferencePaper,https://aclanthology.org/2024.amta-research.20/,NA,10.48550/arXiv.2409.03454,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded; doi_filled_from_zotero_field: 10.48550/arXiv.2409.03454,,no,,,,,,,,,,,,,,
CP190,DefectHunter: A Novel LLM-Driven Boosted-Conformer-based Code Vulnerability Detection Mechanism,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2309.15324,2309.15324,10.48550/ARXIV.2309.15324,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=wangDefectHunterNovelLLMDriven2023; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2309.15324,,no,,,,,,,,,,,,,,
CP191,A survey on large language model based autonomous agents,NA,preprint_or_arxiv_from_local_metadata,journalArticle,https://arxiv.org/abs/2308.11432,2308.11432,10.1007/s11704-024-40231-1,2026-05-30,bib_match=wang2023autonomousAgentsSurvey; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=wangSurveyLargeLanguage2024; risk=publisher_landing_recorded|differs_from_current_doi|published_doi_with_arxiv_url_check_version; zotero_url=https://link.springer.com/10.1007/s11704-024-40231-1,,no,,,,,,,,,,,,,,
CP192,Fuzz4All: Universal Fuzzing with Large Language Models,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-0217-4,NA,10.1145/3597503.3639121,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=xiaFuzz4AllUniversalFuzzing2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3597503.3639121,,no,,,,,,,,,,,,,,
CP193,Large Language Models for Cyber Security: A Systematic Literature Review,NA,published_or_indexed_from_local_metadata,journalArticle,https://dl.acm.org/doi/10.1145/3769676,NA,10.1145/3769676,2026-05-30,bib_match=xu2025llmCyberSecuritySLR; metadata_source=local_bibtex; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=xuLargeLanguageModels2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3769676,,no,,,,,,,,,,,,,,
CP194,Large Language Models for Test-Free Fault Localization,NA,verified_by_zotero,conferencePaper,https://dl.acm.org/doi/10.1145/3597503.3623342,NA,10.1145/3597503.3623342,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=yangLargeLanguageModels2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3597503.3623342,,no,,,,,,,,,,,,,,
CP195,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3689736,NA,10.1145/3689736,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=yangWhiteFoxWhiteBoxCompiler2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3689736,,no,,,,,,,,,,,,,,
CP196,Evaluating the Impact of Conventional Code Analysis Against Large Language Models in API Vulnerability Detection,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-1651-5,NA,10.1145/3655693.3655701,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=yildirimEvaluatingImpactConventional2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3655693.3655701,,no,,,,,,,,,,,,,,
CP197,Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability,NA,verified_by_zotero,journalArticle,https://ieeexplore.ieee.org/abstract/document/10706805,NA,10.1109/TSE.2024.3470333,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=yinMultitaskBasedEvaluationOpenSource2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10706805/,,no,,,,,,,,,,,,,,
CP198,VTT-LLM: Advancing Vulnerability-to-Tactic-and-Technique Mapping through Fine-Tuning of Large Language Model,NA,verified_by_zotero,journalArticle,https://www.mdpi.com/2227-7390/12/9/1286,NA,10.3390/math12091286,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhangVTTLLMAdvancingVulnerabilitytoTacticandTechnique2024; risk=publisher_landing_recorded; zotero_url=https://www.mdpi.com/2227-7390/12/9/1286,,no,,,,,,,,,,,,,,
CP199,How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation,NA,published_or_indexed_from_local_metadata,conferencePaper,https://dl.acm.org/doi/10.1145/3650212.3680332,NA,10.1145/3650212.3680355,2026-05-30,bib_match=zhang2024fuzzDriverGeneration; metadata_source=local_bibtex; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhangHowEffectiveAre2024; risk=publisher_landing_recorded|differs_from_url_doi_candidate; zotero_url=https://dl.acm.org/doi/10.1145/3650212.3680355,,no,,,,,,,,,,,,,,
CP200,Evaluating Large Language Models for Line-Level Vulnerability Localization,NA,preprint_or_arxiv_from_local_metadata,journalArticle,https://ui.adsabs.harvard.edu/abs/2024arXiv240400287Z/abstract,NA,10.1109/TSE.2025.3649250,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhangEvaluatingLargeLanguage2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11318142/,,no,,,,,,,,,,,,,,
CP201,A Survey of Large Language Models,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2303.18223,2303.18223,10.1007/s11704-026-60308-3,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhaoSurveyLargeLanguage2026; risk=publisher_landing_recorded|published_doi_with_arxiv_url_check_version; zotero_url=https://link.springer.com/10.1007/s11704-026-60308-3,,no,,,,,,,,,,,,,,
CP202,Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2407.16235,2407.16235,10.48550/ARXIV.2407.16235,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=zhouComparisonStaticApplication2024a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2407.16235,,no,,,,,,,,,,,,,,
CP203,Large Language Model for Vulnerability Detection: Emerging Results and Future Directions,NA,verified_by_zotero,bookSection,urn:isbn:979-8-4007-0500-7,NA,10.1145/3639476.3639762,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhouLargeLanguageModel2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/abs/10.1145/3639476.3639762,,no,,,,,,,,,,,,,,
CP204,VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2409.10756,2409.10756,10.48550/ARXIV.2409.10756,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=zibaeiradVulnLLMEvalFrameworkEvaluating2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2409.10756,,no,,,,,,,,,,,,,,
CP205,VulDetect: A novel technique for detecting software vulnerabilities using Language Models,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10224924,NA,10.1109/CSR57506.2023.10224924,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=omarVulDetectNovelTechnique2023a; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10224924/,,no,,,,,,,,,,,,,,
CP206,FuzzingBrain V2: A Multi-Agent LLM System for Automated Vulnerability Discovery and Reproduction,FuzzingBrain V2,verified_by_official_source,arXiv preprint,https://arxiv.org/abs/2605.21779,2605.21779,10.48550/arXiv.2605.21779,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,fuzzingbrainv2_2026,no,,,,,,,,,,,,,,
CP207,Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,DrillAgent,verified_by_official_source,arXiv preprint,https://arxiv.org/abs/2602.13574,2602.13574,10.48550/arXiv.2602.13574,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,drillagent2026,no,,,,,,,,,,,,,,
CP208,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,OSS-CRS,verified_by_official_source,arXiv preprint,https://arxiv.org/abs/2603.08566,2603.08566,10.48550/arXiv.2603.08566,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,chin2026osscrs,no,,,,,,,,,,,,,,
CP209,Contextualizing Sink Knowledge for Java Vulnerability Discovery,GONDAR,verified_by_official_source,arXiv preprint,https://arxiv.org/abs/2604.01645,2604.01645,10.48550/arXiv.2604.01645,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,gondar2026,no,,,,,,,,,,,,,,
CP210,Cottontail: Large Language Model-Driven Concolic Execution for Highly Structured Test Input Generation,COTTONTAIL,verified_by_official_source,arXiv preprint,https://arxiv.org/abs/2504.17542,2504.17542,10.48550/arXiv.2504.17542,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,,no,,,,,,,,,,,,,,
CP211,"SoK: DARPA's AI Cyber Challenge (AIxCC): Competition Design, Architectures, and Lessons Learned",AIxCC SoK,verified_by_official_source,arXiv preprint,https://arxiv.org/abs/2602.07666,2602.07666,10.48550/arXiv.2602.07666,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,,no,,,,,,,,,,,,,,
CP212,Large language models-driven fuzzing: A systematic survey,Wan et al. survey,verified_by_official_source,Engineering Applications of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197626014090,NA,10.1016/j.engappai.2026.115126,2026-05-31,official-source verified; included in current unified corpus; no E4c assigned from source-level claims alone,,no,,,,,,,,,,,,,,
CP213,RAVEN: Agentic RAG for Automated Vulnerability Repair,RAVEN,public_preprint,arXiv,https://arxiv.org/abs/2606.22647,2606.22647,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u01,no,,,,,,,,,,,,,,
CP214,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,Revelio,public_preprint,arXiv,https://arxiv.org/abs/2606.22263,2606.22263,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u02,no,,,,,,,,,,,,,,
CP215,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",OpenAnt,public_preprint,arXiv,https://arxiv.org/abs/2606.19149,2606.19149,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u03,no,,,,,,,,,,,,,,
CP216,Code-Augur: Agentic Vulnerability Detection via Specification Inference,Code-Augur,public_preprint,arXiv,https://arxiv.org/abs/2606.18619,2606.18619,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u04,no,,,,,,,,,,,,,,
CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,Transferable Self-Evolving Playbooks for Agentic Security Auditing,public_preprint,arXiv,https://arxiv.org/abs/2606.16420,2606.16420,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u05,no,,,,,,,,,,,,,,
CP218,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,DIG,public_preprint,arXiv,https://arxiv.org/abs/2606.13037,2606.13037,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u06,no,,,,,,,,,,,,,,
CP219,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",NeuroLog,public_preprint,arXiv,https://arxiv.org/abs/2606.00669,2606.00669,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u07,no,,,,,,,,,,,,,,
CP220,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,EvoRepair,public_preprint,arXiv,https://arxiv.org/abs/2605.30105,2605.30105,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u08,no,,,,,,,,,,,,,,
CP221,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,public_preprint,arXiv,https://arxiv.org/abs/2605.21824,2605.21824,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u09,no,,,,,,,,,,,,,,
CP222,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,ContraFix,public_preprint,arXiv,https://arxiv.org/abs/2605.17450,2605.17450,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u10,no,,,,,,,,,,,,,,
CP223,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,MemRepair,public_preprint,arXiv,https://arxiv.org/abs/2605.17444,2605.17444,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u11,no,,,,,,,,,,,,,,
CP224,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,Veritas,public_preprint,arXiv,https://arxiv.org/abs/2605.15097,2605.15097,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u12,no,,,,,,,,,,,,,,
CP225,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,FuzzAgent,public_preprint,arXiv,https://arxiv.org/abs/2605.14431,2605.14431,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u13,no,,,,,,,,,,,,,,
CP226,Agentic Fuzzing: Opportunities and Challenges,Agentic Fuzzing,public_preprint,arXiv,https://arxiv.org/abs/2605.10074,2605.10074,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u14,no,,,,,,,,,,,,,,
CP227,Root-Cause-Driven Automated Vulnerability Repair,Root-Cause-Driven Automated Vulnerability Repair,public_preprint,arXiv,https://arxiv.org/abs/2605.04251,2605.04251,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u15,no,,,,,,,,,,,,,,
CP228,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,public_preprint,arXiv,https://arxiv.org/abs/2605.03956,2605.03956,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u16,no,,,,,,,,,,,,,,
CP229,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,FunFuzz,public_preprint,arXiv,https://arxiv.org/abs/2605.02789,2605.02789,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u17,no,,,,,,,,,,,,,,
CP230,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,APIOT,public_preprint,arXiv,https://arxiv.org/abs/2605.02346,2605.02346,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u18,no,,,,,,,,,,,,,,
CP231,QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing,QASecClaw,public_preprint,arXiv,https://arxiv.org/abs/2605.01885,2605.01885,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,,no,,,,,,,,,,,,,,
CP232,AgenticVM: Agentic AI for Adaptive Software Vulnerability Management,AgenticVM,public_preprint,arXiv,https://arxiv.org/abs/2605.01739,2605.01739,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,,no,,,,,,,,,,,,,,
CP233,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,Symbolic Execution Meets Multi-LLM Orchestration,public_preprint,arXiv,https://arxiv.org/abs/2605.00034,2605.00034,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u21,no,,,,,,,,,,,,,,
CP234,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,Automation-Exploit,public_preprint,arXiv,https://arxiv.org/abs/2604.22427,2604.22427,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u22,no,,,,,,,,,,,,,,
CP235,Towards Optimal Agentic Architectures for Offensive Security Tasks,Towards Optimal Agentic Architectures for Offensive Security Tasks,public_preprint,arXiv,https://arxiv.org/abs/2604.18718,2604.18718,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u23,no,,,,,,,,,,,,,,
CP236,SynthFix: Adaptive Neuro-Symbolic Code Vulnerability Repair,SynthFix,public_preprint,arXiv,https://arxiv.org/abs/2604.17184,2604.17184,10.18653/v1/2026.findings-acl.1339,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,,no,,,,,,,,,,,,,,
CP237,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,V2E,public_preprint,arXiv,https://arxiv.org/abs/2604.13611,2604.13611,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u25,no,,,,,,,,,,,,,,
CP238,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,COBALT-TLA,public_preprint,arXiv,https://arxiv.org/abs/2604.12172,2604.12172,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u26,no,,,,,,,,,,,,,,
CP239,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,Argus,public_preprint,arXiv,https://arxiv.org/abs/2604.06633,2604.06633,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u27,no,,,,,,,,,,,,,,
CP240,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,PoC-Adapt,public_preprint,arXiv,https://arxiv.org/abs/2604.06618,2604.06618,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u28,no,,,,,,,,,,,,,,
CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,public_preprint,arXiv,https://arxiv.org/abs/2604.06506,2604.06506,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u29,no,,,,,,,,,,,,,,
CP242,RuleForge: Automated Generation and Validation for Web Vulnerability Detection at Scale,RuleForge,public_preprint,arXiv,https://arxiv.org/abs/2604.01977,2604.01977,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,,no,,,,,,,,,,,,,,
CP243,Fuzzing with Agents? Generators Are All You Need,Fuzzing with Agents? Generators Are All You Need,public_preprint,arXiv,https://arxiv.org/abs/2604.01442,2604.01442,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u31,no,,,,,,,,,,,,,,
CP244,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,STRIATUM-CTF,public_preprint,arXiv,https://arxiv.org/abs/2603.22577,2603.22577,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u32,no,,,,,,,,,,,,,,
CP245,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,VulnAgent-R2,public_preprint,arXiv,https://arxiv.org/abs/2603.13384,2603.13384,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u33,no,,,,,,,,,,,,,,
CP246,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,formal_publication,SBFT 2026,https://doi.org/10.1145/3786155.3788582,2603.08616,10.1145/3786155.3788582,2026-07-22,Formal SBFT 2026 version reconciled with the public arXiv full text; DOI and venue confirmed.,update2026u34,no,,,,,,,,,,,,,,
CP247,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,vEcho,public_preprint,arXiv,https://arxiv.org/abs/2603.01154,2603.01154,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u35,no,,,,,,,,,,,,,,
CP248,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,FuzzySQL,public_preprint,arXiv,https://arxiv.org/abs/2602.19490,2602.19490,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u36,no,,,,,,,,,,,,,,
CP249,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,QRS,public_preprint,arXiv,https://arxiv.org/abs/2602.09774,2602.09774,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u37,no,,,,,,,,,,,,,,
CP250,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,public_preprint,arXiv,https://arxiv.org/abs/2602.05721,2602.05721,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u38,no,,,,,,,,,,,,,,
CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,public_preprint,arXiv,https://arxiv.org/abs/2601.17762,2601.17762,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u39,no,,,,,,,,,,,,,,
CP252,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,VulnResolver,public_preprint,arXiv,https://arxiv.org/abs/2601.13933,2601.13933,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u40,no,,,,,,,,,,,,,,
CP253,Multi-Agent Taint Specification Extraction for Vulnerability Detection,Multi-Agent Taint Specification Extraction for Vulnerability Detection,public_preprint,arXiv,https://arxiv.org/abs/2601.10865,2601.10865,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u41,no,,,,,,,,,,,,,,
PE001,Codex,NA,product_ecosystem_background,OpenAI product page,https://openai.com/codex/,NA,NA,2026-06-13,product_ecosystem_snapshot: official product page; not a corpus/Core row; local Zotero search found no matching item; DOI not applicable,,no,,,,,,,,,,,,,,
PE002,Codex Models,NA,product_ecosystem_background,OpenAI Developers documentation,https://developers.openai.com/codex/models,NA,NA,2026-06-13,product_ecosystem_snapshot: official model documentation; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE003,Codex Security,NA,product_ecosystem_emerging_boundary,OpenAI Help Center,https://help.openai.com/en/articles/20001107-codex-security,NA,NA,2026-06-13,product_ecosystem_snapshot: research preview help page; not a corpus/Core row; local Zotero search found no matching item; vendor material not independent confirmation,,no,,,,,,,,,,,,,,
PE004,Codex Security plugin,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/security/plugin,NA,NA,2026-06-13,product_ecosystem_snapshot: plugin workflow documentation; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE005,Codex Security FAQ,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/security/faq,NA,NA,2026-06-13,product_ecosystem_snapshot: FAQ documentation; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE006,Codex Security use cases,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/use-cases/deep-security-scan,NA,NA,2026-06-13,product_ecosystem_snapshot: official use-case page; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE007,OpenAI Cyber Safety for Codex,NA,product_ecosystem_background,OpenAI Developers documentation,https://developers.openai.com/codex/concepts/cyber-safety,NA,NA,2026-06-13,product_ecosystem_snapshot: safety/governance documentation; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE008,Codex for Open Source / Codex OSS,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/open-source,NA,NA,2026-06-13,product_ecosystem_snapshot: OSS program and public component documentation; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE009,Claude Code,NA,product_ecosystem_background,Anthropic product page,https://claude.com/product/claude-code,NA,NA,2026-06-13,product_ecosystem_snapshot: official product page; not a corpus/Core row; local Zotero search found no matching item; DOI not applicable,,no,,,,,,,,,,,,,,
PE010,Claude Code security controls,NA,product_ecosystem_supporting,Claude Code documentation,https://code.claude.com/docs/en/security,NA,NA,2026-06-15,product_ecosystem_snapshot: operational security controls documentation; not a corpus/Core row; DOI not applicable; docs.anthropic.com/en/docs/claude-code/security redirects to this current official entry,,no,,,,,,,,,,,,,,
PE011,Claude Code automated review / GitHub Actions,NA,product_ecosystem_supporting,Claude Code documentation,https://code.claude.com/docs/en/github-actions,NA,NA,2026-06-13,product_ecosystem_snapshot: code-review and CI/CD integration documentation; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE012,Claude Code Security,NA,product_ecosystem_supporting,Anthropic product announcement,https://claude.com/blog/claude-security-public-beta,NA,NA,2026-06-13,product_ecosystem_snapshot: former product name in public beta announcement; not a corpus/Core row; local Zotero search found no matching item,,no,,,,,,,,,,,,,,
PE013,Claude Security,NA,product_ecosystem_emerging_boundary,Anthropic product page,https://claude.com/product/claude-security,NA,NA,2026-06-13,product_ecosystem_snapshot: official product page; not a corpus/Core row; local Zotero search found no matching item; vendor material not independent confirmation,,no,,,,,,,,,,,,,,
PE014,Claude Opus 4.8,NA,product_ecosystem_background,Anthropic model page,https://www.anthropic.com/claude/opus,NA,NA,2026-06-13,product_ecosystem_snapshot: official model page; not a corpus/Core row; DOI not applicable,,no,,,,,,,,,,,,,,
PE015,Claude Mythos Preview / Mythos 5,NA,product_ecosystem_emerging_boundary,Anthropic model page,https://www.anthropic.com/claude/mythos,NA,NA,2026-06-13,product_ecosystem_snapshot: restricted-access model page; not a corpus/Core row; vendor material not independent confirmation,,no,,,,,,,,,,,,,,
PE016,Project Glasswing,NA,product_ecosystem_emerging_boundary,Anthropic announcement,https://www.anthropic.com/glasswing,NA,NA,2026-06-13,product_ecosystem_snapshot: defensive cyber initiative announcement; not a corpus/Core row; vendor material not independent confirmation,,no,,,,,,,,,,,,,,
