record_id,title,year,authors,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,exclusion_reason,note
FMS0683,From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review,2025,Mohamed Amine Ferrag; Norbert Tihanyi; Merouane Debbah,preprint,arxiv,https://arxiv.org/abs/2504.19678,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0684,From LLMs to Agents: A Comparative Evaluation of LLMs and LLM-based Agents in Security Patch Detection,2025,Junxiao Han; Zheng Yu; Lingfeng Bao; Jiakun Liu; Yao Wan; Jianwei Yin; Shuiguang Deng; Song Han,preprint,arxiv,https://arxiv.org/abs/2511.08060,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0685,"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future",2024,Haolin Jin; Linghan Huang; Haipeng Cai; Jun Yan; Bo Li; Huaming Chen,preprint,arxiv,https://arxiv.org/abs/2408.02479,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0686,From Model to Breach: Towards Actionable LLM-Generated Vulnerabilities Reporting,2025,Cyril Vallez; Alexander Sternfeld; Andrei Kucharavy; Ljiljana Dolamic,preprint,openalex,https://arxiv.org/abs/2511.04538,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0687,From Natural Language to Verified Code: Toward AI Assisted Problem-to-Code Generation with Dafny-Based Formal Verification,2026,Md Erfan; Md Kamal Hossain Chowdhury; Ahmed Ryan; Md Rayhanur Rahman,public_source_record,openalex,https://arxiv.org/abs/2604.22601,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0688,From Obfuscated to Obvious: A Comprehensive JavaScript Deobfuscation Tool for Security Analysis,2025,Dongchao Zhou; Lingyun Ying; Huajun Chai; Dongbin Wang,formal_source_record,arxiv,https://doi.org/10.14722/ndss.2026.242198,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0689,From Reviewers' Lens: Understanding Bug Bounty Report Invalid Reasons with LLMs,2025,Jiangrui Zheng; Yingming Zhou; Ali Abdullah Ahmad; Hanqing Yao; Xueqing Liu,preprint,arxiv,https://arxiv.org/abs/2511.18608,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0690,From Reviews to Dialogues: Active Synthesis for Zero-Shot LLM-based Conversational Recommender System,2025,Rohan Surana; Junda Wu; Zhouhang Xie; Yu Xia; Harald Steck; Dawen Liang; Nathan Kallus; Julian McAuley,preprint,arxiv,https://arxiv.org/abs/2504.15476,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0691,From Rookie to Expert: Manipulating LLMs for Automated Vulnerability Exploitation in Enterprise Software,2025,Moustapha Awwalou Diouf; Maimouna Tamah Diao; Iyiola Emmanuel Olatunji; Abdoul Kader Kaboré; Jordan Samhi; Gervais Mendy; Samuel Ouya; Jacques Klein; Tegawendé F. Bissyandé,preprint,arxiv; openalex,https://arxiv.org/abs/2512.22753,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0692,"From Secure Agentic AI to Secure Agentic Web: Challenges, Threats, and Future Directions",2026,Zhihang Deng; Jiaping Gui; Weinan Zhang,preprint,arxiv,https://arxiv.org/abs/2603.01564,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0693,From SFT to RL: Demystifying the Post-Training Pipeline for LLM-based Vulnerability Detection,2026,Youpeng Li; Fuxun Yu; Xinda Wang,preprint,arxiv,https://arxiv.org/abs/2602.14012,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0694,From Similarity to Vulnerability: Key Collision Attack on LLM Semantic Caching,2026,Zhixiang Zhang; Zesen Liu; Yuchong Xie; Quanfeng Huang; Dongdong She,preprint,arxiv,https://arxiv.org/abs/2601.23088,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0695,From Solitary Directives to Interactive Encouragement! LLM Secure Code Generation by Natural Language Prompting,2024,Shigang Liu; Bushra Sabir; Seung Ick Jang; Yuval Kansal; Yansong Gao; Kristen Moore; Alsharif Abuadbba; Surya Nepal,preprint,arxiv,https://arxiv.org/abs/2410.14321,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0696,From Text to Test: AI-Generated Control Software for Materials Science Instruments,2024,Davi M Fébba; Kingsley Egbo; William A. Callahan; Andriy Zakutayev,formal_source_record,arxiv,https://doi.org/10.1039/d4dd00143e,Excluded,Candidate,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0697,From Thinker to Society: Security in Hierarchical Autonomy Evolution of AI Agents,2026,Xiaolei Zhang; Lu Zhou; Xiaogang Xu; Jiafei Wu; Tianyu Du; Heqing Huang; Hao Peng; Zhe Liu,preprint,arxiv,https://arxiv.org/abs/2603.07496,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0698,From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,2025,Haoran Xi; Minghao Shao; Brendan Dolan-Gavitt; Muhammad Shafique; Ramesh Karri,preprint,arxiv,https://arxiv.org/abs/2510.02389,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0699,From Vulnerabilities to Remediation: A Systematic Literature Review of LLMs in Code Security,2024,Enna Basic; Alberto Giaretta,preprint,arxiv,https://arxiv.org/abs/2412.15004,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0701,FusionVul: A multimodal feature fusion framework for source code vulnerability detection,2026,Hongyu Yang; Yaping Zhu; Jingchuan Luo; Hiroshi Nomaguchi; Chunhua Su; Willy Susilo,formal_source_record,openalex,https://doi.org/10.1016/j.jss.2026.112992,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0702,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-To-Image Generation Models,2024,Yingkai Dong; Xiangtao Meng; Ning Yu; Zheng Li; Shanqing Guo,preprint,arxiv,https://arxiv.org/abs/2408.00523,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0705,FuzzAug: Data Augmentation by Coverage-guided Fuzzing for Neural Test Generation,2024,Yifeng He; Jicheng Wang; Yuyang Rong; Hao Chen,preprint,arxiv,https://arxiv.org/abs/2406.08665,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0706,FuzzCoder: Byte-level Fuzzing Test via Large Language Model,2024,Liqun Yang; Jian Yang; Chaoren Wei; Guanglin Niu; Ge Zhang; Yunli Wang; Linzheng ChaI; Wanxu Xia; Hongcheng Guo; Shun Zhang; Jiaheng Liu; Yuwei Yin; Junran Peng; Jiaxin Ma; Liang Sun; Zhoujun Li,preprint,arxiv,https://arxiv.org/abs/2409.01944,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0707,Fuzzing BusyBox: Leveraging LLM and Crash Reuse for Embedded Bug Unearthing,2024,Asmita; Yaroslav Oliinyk; Michael Scott; Ryan Tsang; Chongzhou Fang; Houman Homayoun,preprint,arxiv,https://arxiv.org/abs/2403.03897,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0708,Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,2024,Jueon Eom; Seyeon Jeong; Taekyoung Kwon,formal_source_record,acm_crossref; crossref,https://doi.org/10.1145/3650212.3680389,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0709,Fuzzing Large Language Models to Elicit Hidden Behaviours,2026,Mohammed Abu Baker; Lakshmi Babu-Saheer,preprint,arxiv,https://arxiv.org/abs/2606.29646,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0712,Fuzzwise: Intelligent Initial Corpus Generation for Fuzzing,2025,Hridya Dhulipala; Xiaokai Rong; Aashish Yadavally; Tien N. Nguyen,preprint,arxiv,https://arxiv.org/abs/2512.21440,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0713,Fuzzy-LLM: Multi-Agent Task Planning with Large Language Models,2025,Keming Wang; Hui Tian; Jiawei Wang; Ju Hou,formal_source_record,ieee_crossref,https://doi.org/10.1109/snpd65828.2025.11254718,Excluded,Candidate,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,Integrated multi-source search through 2026-07-30.
FMS0715,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,2025,Shilong Wang; Guibin Zhang; Miao Yu; Guancheng Wan; Fanci Meng; Chongye Guo; Kun Wang; Yang Wang,preprint,arxiv,https://arxiv.org/abs/2502.11127,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0716,GAIA: A Data Flywheel System for Training GUI Test-Time Scaling Critic Models,2026,Shaokang Wang; Pei Fu; Ruoceng Zhang; Shaojie Zhang; Xiuwen Xi; Jiahui Yang; Bin Qin; Ying Huang; Zhenbo Luo; Jian Luan,preprint,arxiv,https://arxiv.org/abs/2601.18197,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0717,GameplayQA: A Benchmarking Framework for Decision-Dense POV-Synced Multi-Video Understanding of 3D Virtual Agents,2026,Yunzhe Wang; Runhui Xu; Kexin Zheng; Tianyi Zhang; Jayavibhav Niranjan Kogundi; Soham Hans; Volkan Ustun,preprint,arxiv,https://arxiv.org/abs/2603.24329,Excluded,Candidate,The paper concerns gameplay video question answering and is unrelated to software vulnerability discovery or validation.,Integrated multi-source search through 2026-07-30.
FMS0718,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,2026,Mingxuan Zhu; Qingyuan Liang; Junjie Chen; Zhihong Xue; Dan Hao,preprint,arxiv,https://arxiv.org/abs/2607.15762,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0719,garak: A Framework for Security Probing Large Language Models,2024,Leon Derczynski; Erick Galinkin; Jeffrey Martin; Subho Majumdar; Nanna Inie,preprint,openalex,https://arxiv.org/abs/2406.11036,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0720,Gate AI: LLM Security Benchmark Evaluation Methodology and Results,2026,Ryle Goehausen; Marcus Sousa,preprint,arxiv,https://arxiv.org/abs/2606.02959,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0721,GenAI-Driven Threat Detection with Microsoft Security Copilot,2026,Scott Freitas; Amir Gharib,preprint,arxiv,https://arxiv.org/abs/2605.20896,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0722,GenDetect: Generative Large Language Model Usage in Smart Contract Vulnerability Detection,2025,Peter Ince; Jiangshan Yu; Joseph K. Liu; Xiaoning Du; Xiapu Luo,formal_source_record,openalex,https://doi.org/10.1007/978-981-95-2961-2_22,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0723,Generating API Parameter Security Rules with LLM for API Misuse Detection,2024,Jinghua Liu; Yi Yang; Kai Chen; Miaoqian Lin,formal_source_record,arxiv,https://doi.org/10.14722/ndss.2025.23465,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0724,Generating Logically Consistent Synthetic Supply Chain Data with LLM-Driven Knowledge Graph Reasoning,2026,Yunbo Long; Ge Zheng; Liming Xu; Alexandra Brintrup,preprint,arxiv,https://arxiv.org/abs/2605.26823,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0726,Generative AI for Internet of Things Security: Challenges and Opportunities,2025,"Yan Lin Aung; Christian, Ivan; Dong Ye; Xiaodong Ye; Sudipta Chattopadhyay; Jianying Zhou",preprint,openalex,https://arxiv.org/abs/2502.08886,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0727,Generative AI for Self-Adaptive Systems: State of the Art and Research Roadmap,2024,Jialong Li; Mingyue Zhang; Nianyu Li; Danny Weyns; Zhi Jin; Kenji Tei,formal_source_record,openalex,https://doi.org/10.1145/3686803,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0728,"Generative AI for Vulnerability Detection in 6G Wireless Networks: Advances, Case Study, and Future Directions",2025,Shuo Yang; Xinran Zheng; Jinfeng Xu; Jinze Li; Danyang Song; Zheyu Chen; Edith C. H. Ngai,preprint,arxiv,https://arxiv.org/abs/2506.20488,Excluded,Candidate,The title identifies a non-software or non-target-software use of vulnerability.,Integrated multi-source search through 2026-07-30.
FMS0729,Generative AI in Cybersecurity: A Comprehensive Review of LLM Applications and Vulnerabilities,2024,Mohamed Amine Ferrag; Fatima Alwahedi; Ammar Battah; Bilel Cherif; Abdechakour Mechri; Norbert Tihanyi; Tamas Bisztray; Merouane Debbah,formal_source_record,arxiv; elsevier_crossref,https://doi.org/10.1016/j.iotcps.2025.01.001,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0730,Generative Large Language Model usage in Smart Contract Vulnerability Detection,2025,Peter Ince; Jiangshan Yu; Joseph K. Liu; Xiaoning Du,preprint,arxiv; openalex,https://arxiv.org/abs/2504.04685,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0731,GenHuzz:An Efficient Generative Hardware Fuzzer,2025,Lichao Wu; Mohamadreza Rostami; Huimin Li; Jeyavijayan Rajendran; Ahmad-Reza Sadeghi,formal_source_record,openalex,https://doi.org/10.5555/3766078.3766171,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0732,GeoContra: From Fluent GIS Code to Verifiable Spatial Analysis with Geography-Grounded Repair,2026,Yinhao Xiao; Rongbo Xiao; Yihan Zhang,preprint,arxiv,https://arxiv.org/abs/2605.00782,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0733,GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts,2026,Zijun Feng; Yuming Feng; Yu Wang; Weizhe Zhang; Yuhong Nan; Yuang Liu; Zibin Zheng,preprint,arxiv; openalex,https://arxiv.org/abs/2604.24341,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0734,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,2023,Yuqiang Sun; Daoyuan Wu; Yue Xue; Han Liu; Haijun Wang; Zhengzi Xu; Xiaofei Xie; Yang Liu,formal_source_record,arxiv,https://doi.org/10.1145/3597503.3639117,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0735,GradingAttack: Exposing Security Vulnerabilities in LLM Based Educational Grading Agents,2026,Xueyi Li; Zhuoneng Zhou; Zitao Liu; Yongdong Wu,preprint,arxiv,https://arxiv.org/abs/2602.00979,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0736,GRAM: Generative Retrieval Augmented Matching of Data Schemas in the Context of Data Security,2024,Xuanqing Liu; Luyang Kong; Runhui Wang; Patrick Song; Austin Nevins; Henrik Johnson; Nimish Amlathe; Davor Golac,preprint,arxiv,https://arxiv.org/abs/2406.01876,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0737,Graph-Aware Fuzzing for Graph Database Management Systems,2026,Yu Li; Qiang Hu; Yao Zhang; Junjie Wang; Hao Liu; Rui Wang; Yongqiang Lyu,preprint,arxiv,https://arxiv.org/abs/2607.03741,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0738,Graph Neural Networks for Software Vulnerability Mining: A Review,2026,He Yuan; Haikun Lv; Xing Li; Lulu Zeng; Lina Zhang; Dengqi Yang; Xiaowei Li,formal_source_record,openalex,https://doi.org/10.3390/info17080730,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0739,Graph Retrieval-Augmented LLM for Conversational Recommendation Systems,2025,Zhangchi Qiu; Linhao Luo; Zicheng Zhao; Shirui Pan; Alan Wee-Chung Liew,preprint,arxiv,https://arxiv.org/abs/2503.06430,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0740,GRID: Graph Representation of Intelligence Data for Security Text Knowledge Graph Construction,2026,Liangyi Huang; Zichen Liu; Fei Shao; Shang Ma; Mengshi Zhang; Zihao Chen; Yanfang Ye; Xusheng Xiao,preprint,arxiv,https://arxiv.org/abs/2605.16714,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0741,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,2025,Katsuaki Nakano; Reza Fayyazi; Shanchieh Jay Yang; Michael Zuzak,preprint,arxiv,https://arxiv.org/abs/2509.07939,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0742,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,2025,Hao Yan; Swapneel Suhas Vaidya; Xiaokuan Zhang; Ziyu Yao,preprint,arxiv,https://arxiv.org/abs/2506.23034,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0744,Hackers or Hallucinators? A Comprehensive Analysis of LLM-Based Automated Penetration Testing,2026,Jiaren Peng; Zeqin Li; Chang You; Yan Wang; Hanlin Sun; Xuan Tian; Shuqiao Zhang; Junyi Liu; Jianguo Zhao; Renyang Liu; Haoran Ou; Yuqiang Sun; Jiancheng Zhang; Yutong Jiao; Kunshu Song; Chao Zhang; Fan Shi; Hongda Sun; Rui Yan; Cheng Huang,preprint,arxiv,https://arxiv.org/abs/2604.05719,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0745,Hacking Back the AI-Hacker: Prompt Injection as a Defense Against LLM-driven Cyberattacks,2024,Dario Pasquini; Evgenios M. Kornaropoulos; Giuseppe Ateniese,preprint,openalex,https://arxiv.org/abs/2410.20911,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0746,Hackphyr: A Local Fine-Tuned LLM Agent for Network Security Environments,2024,Maria Rigaki; Carlos Catania; Sebastian Garcia,preprint,arxiv,https://arxiv.org/abs/2409.11276,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0747,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,2024,Lajos Muzsai; David Imolai; András Lukács,preprint,arxiv,https://arxiv.org/abs/2412.01778,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0748,HackWorld: Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities,2025,Xiaoxue Ren; Penghao Jiang; Kaixin Li; Zhiyong Huang; Xiaoning Du; Jiaojiao Jiang; Zhenchang Xing; Jiamou Sun; Terry Yue Zhuo,preprint,openalex,https://arxiv.org/abs/2510.12200,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0749,Hallucination-Resistant Security Planning with a Large Language Model,2026,Kim Hammar; Tansu Alpcan; Emil Lupu,preprint,arxiv,https://arxiv.org/abs/2602.05279,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0750,HALURust: Exploiting Hallucinations of Large Language Models to Detect Vulnerabilities in Rust,2025,Yu Luo; Han Zhou; Mengtao Zhang; Dylan De La Rosa; Hafsa Ahmed; Weifeng Xu; Dianxiang Xu,preprint,arxiv,https://arxiv.org/abs/2503.10793,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0751,HardSecBench: Benchmarking the Security Awareness of LLMs for Hardware Code Generation,2026,Qirui Chen; Jingxian Shuai; Shuangwu Chen; Shenghao Ye; Zijian Wen; Xufei Su; Jie Jin; Jiangming Li; Jun Chen; Xiaobin Tan; Jian Yang,preprint,arxiv,https://arxiv.org/abs/2601.13864,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0752,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,2025,Kang Yang; Yunhang Zhang; Zichuan Li; Guanhong Tao; Jun Xu; Xiaojing Liao,preprint,arxiv,https://arxiv.org/abs/2512.03420,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,2024,Wenxuan Shi; Yunhang Zhang; Xinyu Xing; Jun Xu,preprint,arxiv,https://arxiv.org/abs/2411.18143,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0754,Harnessing Large Language Models for Software Vulnerability Detection: A Comprehensive Benchmarking Study,2024,Karl Tamberg; Hayretdin Bahsi,formal_source_record,arxiv; crossref; ieee_crossref,https://doi.org/10.1109/access.2025.3541146,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0755,Harnessing LLMs for Document-Guided Fuzzing of OpenCV Library,2025,Bin Duan; Tarek Mahmud; Meiru Che; Yan Yan; Naipeng Dong; Dan Dongseong Kim; Guowei Yang,preprint,arxiv,https://arxiv.org/abs/2507.14558,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0757,Heimdallr: Characterizing and Detecting LLM-Induced Security Risks in GitHub CI Workflows,2026,Bonan Ruan; Yeqi Fu; Chuqi Zhang; Jiahao Liu; Jun Zeng; Zhenkai Liang,preprint,arxiv,https://arxiv.org/abs/2605.05969,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0758,Helpful Agent Meets Deceptive Judge: Understanding Vulnerabilities in Agentic Workflows,2025,Yifei Ming; Zixuan Ke; Xuan-Phi Nguyen; Jiayu Wang; Shafiq Joty,preprint,arxiv,https://arxiv.org/abs/2506.03332,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0759,Helpful or Harmful? Evaluating LLM-Assisted Vulnerability Patching via a Human Study,2026,Giulian Biolo; Michael Tezza; Yuanjun Gong; Fabio Massacci,preprint,arxiv,https://arxiv.org/abs/2606.25973,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0760,HexaCoder: Secure Code Generation via Oracle-Guided Synthetic Training Data,2024,Hossein Hajipour; Lea Schönherr; Thorsten Holz; Mario Fritz,preprint,arxiv; openalex,https://arxiv.org/abs/2409.06446,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0761,HIDBench: Benchmarking Large Language Models for Host-Based Intrusion Detection,2026,Danyu Sun; Jinghuai Zhang; Yuan Tian; Zhou Li,public_source_record,openalex,https://arxiv.org/abs/2605.21773,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0762,Hidden Ghost Hand: Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,2025,Pengzhou Cheng; Haowen Hu; Zheng Wu; Zongru Wu; Tianjie Ju; Zhuosheng Zhang; Gongshen Liu,preprint,arxiv,https://arxiv.org/abs/2505.14418,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0763,Hidden Prompts in Manuscripts Exploit AI-Assisted Peer Review,2025,Zhicheng Lin,formal_source_record,arxiv,https://doi.org/10.1145/3779116,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0764,Hide Your Malicious Goal Into Benign Narratives: Jailbreak Large Language Models through Carrier Articles,2024,Zhilong Wang; Haizhou Wang; Nanqing Luo; Lan Zhang; Xiaoyan Sun; Yebo Cao; Peng Liu,preprint,openalex,https://arxiv.org/abs/2408.11182,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0765,"Highly Autonomous Cyber-Capable Agents: Anticipating Capabilities, Tactics, and Strategic Implications",2026,Jam Kraprayoon; Shaun Kai Ern Ee; Brianna Rosen; Yohan Matthew; Aditya Kumar Singh; Christopher Covino; Asher Brass Gershovich,public_source_record,openalex,http://arxiv.org/abs/2603.11528,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0766,Hold On! Is My Feedback Useful? Evaluating the Usefulness of Code Review Comments,2025,Sharif Ahmed; Nasir U. Eisty,formal_source_record,arxiv,https://doi.org/10.1007/s10664-025-10617-1,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0767,HonestCyberEval: An AI Cyber Risk Benchmark for Automated Software Exploitation,2024,Dan Ristea; Vasilios Mavroudis,preprint,openalex,https://arxiv.org/abs/2410.21939,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0768,Hound: Relation-First Knowledge Graphs for Complex-System Reasoning in Security Audits,2025,Bernhard Mueller,preprint,arxiv,https://arxiv.org/abs/2510.09633,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0769,How Can ChatGPT Support Human Security Testers to Help Mitigate Supply Chain Attacks?,2023,Ying Zhang; Wenjia Song; Zhengjie Ji; Danfeng; Yao; Na Meng,preprint,arxiv,https://arxiv.org/abs/2310.00710,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0770,How Do You Choose Your AI Component? An Interview Study of Secure AI Integration in Practice,2026,Mahzabin Tamanna; Elizabeth Lin; Sparsha Gowda; Laurie Williams; Dominik Wermke,preprint,arxiv; openalex,https://arxiv.org/abs/2607.16660,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0772,How Far Have We Gone in Binary Code Understanding Using Large Language Models,2024,Xiuwei Shang; Shaoyin Cheng; G. Chen; Yanming Zhang; Li Hu; Xiao Yu; Gangyang Li; Weiming Zhang; Nenghai Yu,preprint,openalex,https://arxiv.org/abs/2404.09836,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0773,How Much Can We Trust LLM Search Agents? Measuring Endorsement Vulnerability to Web Content Manipulation,2026,Yimeng Chen; Zhe Ren; Firas Laakom; Yu Li; Dandan Guo; Jürgen Schmidhuber,preprint,arxiv,https://arxiv.org/abs/2606.16821,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0774,How Reliable is Your Simulator? Analysis on the Limitations of Current LLM-based User Simulators for Conversational Recommendation,2024,Lixi Zhu; Xiaowen Huang; Jitao Sang,preprint,arxiv,https://arxiv.org/abs/2403.16416,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0775,How Safe Are AI-Generated Patches? A Large-scale Study on Security Risks in LLM and Agentic Automated Program Repair on SWE-bench,2025,Amirali Sajadi; Kostadin Damevski; Preetha Chatterjee,preprint,arxiv,https://arxiv.org/abs/2507.02976,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0776,How secure is AI-generated Code: A Large-Scale Comparison of Large Language Models,2024,Norbert Tihanyi; Tamas Bisztray; Mohamed Amine Ferrag; Ridhi Jain; Lucas C. Cordeiro,formal_source_record,arxiv; openalex,https://doi.org/10.1007/s10664-024-10590-1.,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0777,How Secure is Secure Code Generation? Adversarial Prompts Put LLM Defenses to the Test,2026,Melissa Tessa; Iyiola E. Olatunji; Aicha War; Jacques Klein; Tegawendé F. Bissyandé,preprint,arxiv,https://arxiv.org/abs/2601.07084,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0778,How to Compare the Security of Code Written by Humans to LLM-generated Code,2026,Jasmine Egli; Rebecca Balebako,preprint,arxiv; openalex,https://arxiv.org/abs/2606.00186,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
