matrix_id,pub__record_id,pub__system_alias,pub__analytical_role,pub__coding_round,pub__year,pub__publication_status_standardized,pub__strongest_evidence_output,pub__primary_system_shape,pub__cross_stage_capabilities,pub__external_traceability,prim__system,prim__primitive_tags,prim__named_tools,prim__source_location,prim__extraction_note,domain__system,domain__title,domain__target_domain,domain__primary_system_shape,domain__principal_reported_evidence_output,domain__publication_year,domain__source_location,domain__extraction_basis,domain__extraction_scope,artifact__system,artifact__principal_reported_evidence_output,artifact__public_implementation_located,artifact__environment_or_build_instructions,artifact__trigger_replay_poc_pov_artifact,artifact__execution_trace_or_log,artifact__patch_artifact,artifact__source_location,artifact__evidence_note,artifact__audit_scope,artifact__trigger_replay_evidence_scope,task__study_title,task__principal_reported_evidence_output,task__target_domain,task__controlled_task_only_excluded,task__decision_reason,task__domain_source_location,overlap__system,overlap__training_data_overlap_control,overlap__source_location,overlap__evidence_note,overlap__audit_scope
U02,CP214,Revelio,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no external trace reported,Revelio,static_taint_specification;runtime_oracle;replay_poc_pov,CodeQL;fuzzing/sanitizer execution;PoV validation,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Revelio,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,"repository, package, or source code","reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",Matched the existing source-located target-domain audit: repository-scale memory-safety analysis,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Revelio,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,reproducible validation,"repository, package, or source code",no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",Revelio,not located,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U03,CP215,OpenAnt,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,author-reported external clue,OpenAnt,static_taint_specification;runtime_oracle;replay_poc_pov,static analysis;containerized dynamic exploit validation,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",OpenAnt,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing","repository, package, or source code","reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",Matched the existing source-located target-domain audit: repository-level vulnerability discovery,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,OpenAnt,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",reproducible validation,"repository, package, or source code",no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",OpenAnt,not located,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U04,CP216,Code-Augur,target_software_study,submission_update_20260715,2026,preprint,runtime safety signal,feedback-driven fuzzing agent,no qualifying label observed,publicly aligned external trace,Code-Augur,static_taint_specification;fuzzing_input_harness;runtime_oracle;replay_poc_pov,specification inference;libFuzzer;AddressSanitizer;PoV execution,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Code-Augur,Code-Augur: Agentic Vulnerability Detection via Specification Inference,mixed or general software targets,feedback-driven fuzzing agent,runtime safety signal,2026,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Code-Augur,runtime safety signal,not located,not located,not located,not located,not located,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Code-Augur: Agentic Vulnerability Detection via Specification Inference,runtime safety signal,mixed or general software targets,no,"Retained: principal output is runtime safety signal, not controlled task completion.","Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Code-Augur,not located,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U05,CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,target_software_study,submission_update_20260715,2026,preprint,candidate judgment,long-horizon pentest and CRS agent,no qualifying label observed,benchmark ground truth / public material,Transferable Self-Evolving Playbooks for Agentic Security Auditing,runtime_oracle;replay_poc_pov;recon_scan_pentest,reconnaissance tools;target execution;PoC validation,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Transferable Self-Evolving Playbooks for Agentic Security Auditing,Transferable Self-Evolving Playbooks for Agentic Security Auditing,mixed or general software targets,long-horizon pentest and CRS agent,candidate judgment,2026,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Transferable Self-Evolving Playbooks for Agentic Security Auditing,candidate judgment,not located,not located,not located,not located,not located,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Transferable Self-Evolving Playbooks for Agentic Security Auditing,candidate judgment,mixed or general software targets,no,"Retained: principal output is candidate judgment, not controlled task completion.","Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Transferable Self-Evolving Playbooks for Agentic Security Auditing,not located,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U06,CP218,DIG,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,feedback-driven fuzzing agent,no qualifying label observed,benchmark ground truth / public material,DIG,fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,constraint solving;directed mutation;GDB;PoC execution,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",DIG,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,mixed or general software targets,feedback-driven fuzzing agent,reproducible validation,2026,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,DIG,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,reproducible validation,mixed or general software targets,no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",DIG,not located,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U07,CP219,NeuroLog,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,candidate-analysis system,no qualifying label observed,no external trace reported,NeuroLog,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,Datalog;SMT;symbolic execution;crash-input replay,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",NeuroLog,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",mixed or general software targets,candidate-analysis system,reproducible validation,2026,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,NeuroLog,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",reproducible validation,mixed or general software targets,no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",NeuroLog,not located,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U08,CP220,EvoRepair,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",context aggregation / rule extraction; feedback interpretation / loop adjustment,benchmark ground truth / public material,EvoRepair,runtime_oracle;patch_build_test,benchmark tests;patch validation,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",EvoRepair,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,"repository, package, or source code","reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",Matched the existing source-located target-domain audit: repository-level vulnerability repair,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,EvoRepair,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,reproducible validation,"repository, package, or source code",no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",EvoRepair,not located,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U09,CP221,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,feedback-driven fuzzing agent,context aggregation / rule extraction; feedback interpretation / loop adjustment; validation organization / evidence packaging; governance / human gates / disclosure control,author-reported external clue,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,static_taint_specification;fuzzing_input_harness;runtime_oracle,static call-graph analysis;libFuzzer;coverage and sanitizer feedback,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Quality-Assured Fuzz Harness Generation via the Four Principles Framework,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,mixed or general software targets,feedback-driven fuzzing agent,reproducible validation,2026,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,reproducible validation,mixed or general software targets,no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",Quality-Assured Fuzz Harness Generation via the Four Principles Framework,not located,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U10,CP222,ContraFix,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",failure reuse / strategy update,benchmark ground truth / public material,ContraFix,runtime_oracle;replay_poc_pov;patch_build_test,PoC replay;sanitizer logs;build and benchmark tests,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",ContraFix,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,"native binary, compiler, or operating system","reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",Matched target-domain cue using pattern: binary|c/c\+\+|memory safety|kernel|compiler|executable|native code|operating system,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,ContraFix,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,reproducible validation,"native binary, compiler, or operating system",no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",ContraFix,not located,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U11,CP223,MemRepair,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",context aggregation / rule extraction; feedback interpretation / loop adjustment; failure reuse / strategy update,benchmark ground truth / public material,MemRepair,runtime_oracle;replay_poc_pov;patch_build_test,PoC execution;runtime feedback;patch validation,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",MemRepair,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,"repository, package, or source code","reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",Matched the existing source-located target-domain audit: repository-level vulnerability repair,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,MemRepair,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,reproducible validation,"repository, package, or source code",no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",MemRepair,not located,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U12,CP224,Veritas,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,author-reported external clue,Veritas,static_taint_specification;runtime_oracle;replay_poc_pov,binary analysis;dynamic execution;reproduced vulnerability inputs,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Veritas,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,"native binary, compiler, or operating system","reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",Matched the existing source-located target-domain audit: binary memory-corruption discovery,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Veritas,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,reproducible validation,"native binary, compiler, or operating system",no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",Veritas,not located,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U13,CP225,FuzzAgent,target_software_study,submission_update_20260715,2026,preprint,runtime safety signal,feedback-driven fuzzing agent,feedback interpretation / loop adjustment,author-reported external clue,FuzzAgent,fuzzing_input_harness;runtime_oracle,libFuzzer;sanitizers;crash triage,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",FuzzAgent,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,mixed or general software targets,feedback-driven fuzzing agent,runtime safety signal,2026,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,FuzzAgent,runtime safety signal,not located,not located,not located,not located,not located,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,runtime safety signal,mixed or general software targets,no,"Retained: principal output is runtime safety signal, not controlled task completion.","Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",FuzzAgent,not located,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U14,CP226,Agentic Fuzzing,target_software_study,submission_update_20260715,2026,preprint,externally traceable material,feedback-driven fuzzing agent,validation organization / evidence packaging,publicly aligned external trace,Agentic Fuzzing,fuzzing_input_harness;runtime_oracle,fuzzing engine;crash/assertion feedback,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Agentic Fuzzing,Agentic Fuzzing: Opportunities and Challenges,mixed or general software targets,feedback-driven fuzzing agent,externally traceable material,2026,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Agentic Fuzzing,externally traceable material,not located,not located,not located,not located,not located,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Agentic Fuzzing: Opportunities and Challenges,externally traceable material,mixed or general software targets,no,"Retained: principal output is externally traceable material, not controlled task completion.","Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",Agentic Fuzzing,not located,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
U15,CP227,Root-Cause-Driven Automated Vulnerability Repair,target_software_study,submission_update_20260715,2026,preprint,reproducible validation,"reproduction-, validation-, and repair-centered agent",context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,benchmark ground truth / public material,Root-Cause-Driven Automated Vulnerability Repair,static_taint_specification;runtime_oracle;replay_poc_pov;patch_build_test,CodeQL;PoC replay;sanitizer feedback;patch tests,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent.",Root-Cause-Driven Automated Vulnerability Repair,Root-Cause-Driven Automated Vulnerability Repair,mixed or general software targets,"reproduction-, validation-, and repair-centered agent",reproducible validation,2026,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",No more specific target-domain cue was located in the title or claim-boundary note.,Author-audited descriptive target type; not a core coding field or prevalence taxonomy.,Root-Cause-Driven Automated Vulnerability Repair,reproducible validation,not located,not located,not located,not located,not located,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",No explicit public implementation indicator was located in the reviewed material.,Located in reviewed public material; no artifact was executed or reproduced for this extraction.,not_a_reviewed_trigger_candidate,Root-Cause-Driven Automated Vulnerability Repair,reproducible validation,mixed or general software targets,no,"Retained: principal output is reproducible validation, not controlled task completion.","Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",Root-Cause-Driven Automated Vulnerability Repair,not located,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",No explicit training-data-overlap control or discussion was located in the reviewed material.,Reporting-status extraction only; it does not test whether contamination occurred.
