matrix_id,system,primitive_tags,named_tools,source_location,extraction_note
FMS1063,Orion,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;patch_build_test;recon_scan_pentest,AFL;libFuzzer,"Public full text, extracted pages 1, 3, 5, 9, 11; https://arxiv.org/abs/2509.15195","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Fuzzing, seed generation, symbolic execution, Constraint Solving, coverage feedback, Coverage feedback, unit test, penetration testing. Tags do not imply dynamic agent selection."
FMS1076,PATCHEVAL,patch_build_test,Docker,"Public full text, extracted pages 1; https://arxiv.org/abs/2511.11019",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: patch validation. Tags do not imply dynamic agent selection.
FMS1081,Pen-Strategist,recon_scan_pentest,Metasploit;Nmap;SQLmap,"Public full text, extracted pages 1; https://arxiv.org/abs/2605.04499",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing. Tags do not imply dynamic agent selection.
FMS1083,PenForge,recon_scan_pentest,Burp Suite;Metasploit;metasploit,"Public full text, extracted pages 1; https://arxiv.org/abs/2601.06910","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS1087,PentestEval,fuzzing_input_harness;runtime_oracle;replay_poc_pov;recon_scan_pentest,Docker;docker;metasploit;nmap;sqlmap,"Public full text, extracted pages 1, 3, 4, 6, 11; https://arxiv.org/abs/2512.14233","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, execution feedback, runtime feedback, Proof-of-Concept, PoC, Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS1088,PentestMCP,runtime_oracle;recon_scan_pentest,Burp Suite;Docker;masscan;Metasploit;metasploit;nikto;Nmap;nmap;Sqlmap;sqlmap,"Public full text, extracted pages 1, 22; https://doi.org/10.21203/rs.3.rs-7582841/v1","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Execution Result, execution result, Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS1093,PILOT,fuzzing_input_harness;runtime_oracle,AddressSanitizer;AFL,"Public full text, extracted pages 1, 3; https://doi.org/10.1109/sp63933.2026.00211","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzzing, fuzzing, coverage feedback. Tags do not imply dynamic agent selection."
FMS1095,PoCEvolve,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,Docker,"Public full text, extracted pages 1, 2, 3, 12; https://arxiv.org/abs/2607.22076","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: taint analysis, symbolic execution, runtime feedback, Proof-of-Concept, proof-of-concept. Tags do not imply dynamic agent selection."
FMS1096,PoCGen,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,CodeQL;codeql,"Public full text, extracted pages 1, 2, 3, 15; https://arxiv.org/abs/2506.04962","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, taint analysis, symbolic execution, test oracle, execution feedback, Proof-of-Concept, proof-of-concept. Tags do not imply dynamic agent selection."
FMS1098,PoCo,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,Docker;Foundry,"Public full text, extracted pages 1, 4, 8, 17; https://doi.org/10.1145/3816704","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, symbolic execution, execution trace, execution feedback, Proof-of-Concept, proof-of-concept. Tags do not imply dynamic agent selection."
FMS1135,QLCoder,static_taint_specification;symbolic_constraint;runtime_oracle;patch_build_test,Codeql;CodeQL;codeql;docker;Joern;semgrep;Semgrep,"Public full text, extracted pages 1, 2, 10; https://arxiv.org/abs/2511.08462","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static analysis, CodeQL, constraint solving, execution feedback, sanitizer, patch validation, Patch Validation. Tags do not imply dynamic agent selection."
FMS1136,QLPro,static_taint_specification;runtime_oracle,CodeQL,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2506.23644","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, sanitizer. Tags do not imply dynamic agent selection."
FMS1149,RapidPen,static_taint_specification;recon_scan_pentest,Docker;docker;Metasploit;metasploit;Nmap;nmap,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2502.16730","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Penetration Testing, penetration test. Tags do not imply dynamic agent selection."
FMS1161,Red-MIRROR,fuzzing_input_harness;replay_poc_pov;recon_scan_pentest,Docker;Nmap;SQLMap,"Public full text, extracted pages 1, 9, 10; https://arxiv.org/abs/2603.27127","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, Fuzzing, PoC, proof-of-concept, Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS1227,SAVANT,static_taint_specification;runtime_oracle,not specified,"Public full text, extracted pages 2, 5, 9; https://arxiv.org/abs/2506.17798","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, sanitizer. Tags do not imply dynamic agent selection."
FMS1228,SCAFFOLD-CEGIS,static_taint_specification;runtime_oracle;patch_build_test,CodeQL;Semgrep,"Public full text, extracted pages 2, 3, 4, 6; https://arxiv.org/abs/2603.08520","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, execution feedback, test suite. Tags do not imply dynamic agent selection."
FMS1233,SCGAgent,static_taint_specification;symbolic_constraint;patch_build_test,Codeql;CodeQL;codeql,"Public full text, extracted pages 2, 3, 12; https://arxiv.org/abs/2506.07313","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL, static analysis, formal verification, test suite, unit test. Tags do not imply dynamic agent selection."
FMS1239,SEC-bench Pro,fuzzing_input_harness;runtime_oracle;replay_poc_pov;recon_scan_pentest,AddressSanitizer;ASAN;ASan;Docker,"Public full text, extracted pages 1, 2, 3, 6; https://arxiv.org/abs/2605.26548","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, sanitizer, proof-of-concept, PoC, shell command. Tags do not imply dynamic agent selection."
FMS1261,SecureFixAgent,static_taint_specification;patch_build_test,Burp Suite;semgrep;Semgrep,"Public full text, extracted pages 1, 5, 6; https://doi.org/10.1109/icmla66185.2025.00212","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static analysis, unit test, test suite. Tags do not imply dynamic agent selection."
FMS1275,Securing LLM-Generated Embedded Firmware through AI Agent-Driven Validation and ,static_taint_specification;symbolic_constraint,AFL,"Public full text, extracted pages 1, 2, 8; https://doi.org/10.1109/cascon66301.2025.00044","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static analysis, formal verification. Tags do not imply dynamic agent selection."
FMS1279,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerabi,static_taint_specification;symbolic_constraint,Slither,"Public full text, extracted pages 3; https://arxiv.org/abs/2502.18515","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static Analysis, Slither, formal verification, symbolic execution. Tags do not imply dynamic agent selection."
FMS1283,Securing the Dark Matter,static_taint_specification;symbolic_constraint,angr;CodeQL;Joern;KLEE;Nessus;Z3,"Public full text, extracted pages 2, 4, 5; https://arxiv.org/abs/2605.07737","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL, symbolic execution, angr. Tags do not imply dynamic agent selection."
FMS1299,Security in a Workflow,static_taint_specification,CodeQL;codeql,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2606.14261",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL. Tags do not imply dynamic agent selection.
FMS1316,SeedSmith,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,AFL;ASAN;codeql;CodeQL;Docker;Klee;MSAN;UBSAN,"Public full text, extracted pages 1, 2, 3, 4, 13; https://arxiv.org/abs/2607.08949","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Fuzzing, fuzzing, symbolic execution, Klee, sanitizer, execution feedback, PoV, poc. Tags do not imply dynamic agent selection."
FMS1334,ShadowProbe,static_taint_specification;fuzzing_input_harness;symbolic_constraint,not specified,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2607.05474","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static Analysis, fuzzing, symbolic execution. Tags do not imply dynamic agent selection."
FMS1338,Sifting the Noise,static_taint_specification,CodeQL;codeql;joern;Joern;semgrep;Semgrep,"Public full text, extracted pages 1, 3; https://doi.org/10.1145/3832100",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL. Tags do not imply dynamic agent selection.
FMS1394,StealthBench,recon_scan_pentest,Docker;docker,"Public full text, extracted pages 1, 5; https://arxiv.org/abs/2607.26314",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: reconnaissance. Tags do not imply dynamic agent selection.
FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,static_taint_specification;symbolic_constraint,CodeQL;KLEE,"Public full text, extracted pages 1, 2; https://arxiv.org/abs/2607.21641","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL, static analysis, KLEE. Tags do not imply dynamic agent selection."
FMS1492,Towards Effective Offensive Security LLM Agents,runtime_oracle;recon_scan_pentest,nikto;sqlmap,"Public full text, extracted pages 3, 7, 8; https://arxiv.org/abs/2508.05674","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: execution trace, Execution Feedback, reconnaissance, Reconnaissance. Tags do not imply dynamic agent selection."
FMS1509,Trace,static_taint_specification;symbolic_constraint,Hardhat;hardhat;Slither,"Public full text, extracted pages 1, 11; https://arxiv.org/abs/2510.19254","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static analysis, symbolic execution. Tags do not imply dynamic agent selection."
FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,symbolic_constraint;runtime_oracle;recon_scan_pentest,angr;Docker;docker;DOCKER;gdb;metasploit,"Public full text, extracted pages 9, 10, 14, 30; https://arxiv.org/abs/2508.18370","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: angr, execution feedback, penetration testing. Tags do not imply dynamic agent selection."
FMS1530,TypePilot,static_taint_specification;symbolic_constraint;patch_build_test,not specified,"Public full text, extracted pages 2, 4, 9; https://arxiv.org/abs/2510.11151","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, formal verification, patch validation. Tags do not imply dynamic agent selection."
FMS1561,VCAO,static_taint_specification;fuzzing_input_harness;recon_scan_pentest,CodeQL,"Public full text, extracted pages 1, 2, 3; http://arxiv.org/abs/2604.08291","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL, fuzzing, penetration testing. Tags do not imply dynamic agent selection."
FMS1571,VEXAIoT,replay_poc_pov;recon_scan_pentest,metasploit;nmap,"Public full text, extracted pages 1, 6; https://arxiv.org/abs/2607.09653","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: exploit script, penetration testing, reconnaissance. Tags do not imply dynamic agent selection."
FMS1573,VIPER-MCP,static_taint_specification;fuzzing_input_harness;runtime_oracle;replay_poc_pov,CodeQL;Docker;docker;semgrep,"Public full text, extracted pages 1, 2, 4; https://arxiv.org/abs/2605.21392","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, fuzzing, Fuzzing, coverage feedback, execution feedback, proof-of-concept. Tags do not imply dynamic agent selection."
FMS1586,VulnBot,fuzzing_input_harness;runtime_oracle;recon_scan_pentest,Metasploit;metasploit;Nikto;nikto;Nmap;nmap,"Public full text, extracted pages 1, 5, 6, 12; https://arxiv.org/abs/2501.13411","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, execution result, Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,static_taint_specification;runtime_oracle;replay_poc_pov,not specified,"Public full text, extracted pages 3, 11; https://arxiv.org/abs/2409.16701","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: taint analysis, test oracle, POC, PoC. Tags do not imply dynamic agent selection."
FMS1607,Well Begun is Half Done,static_taint_specification;symbolic_constraint;patch_build_test,not specified,"Public full text, extracted pages 5, 6, 12, 13; https://doi.org/10.1145/3744916.3773218","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, concolic execution, Concolic Execution, Patch Verification, patch verification. Tags do not imply dynamic agent selection."
FMS1613,What You Code Is What We Prove,static_taint_specification;symbolic_constraint,not specified,"Public full text, extracted pages 1, 2; https://arxiv.org/abs/2509.09291","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, formal verification, formal Verification. Tags do not imply dynamic agent selection."
FMS1618,When Fuzzing Meets Understanding,fuzzing_input_harness;symbolic_constraint;runtime_oracle,not specified,"Public full text, extracted pages 1, 2; https://arxiv.org/abs/2607.10340","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzzing, fuzzing, formal verification, Coverage Feedback, coverage feedback. Tags do not imply dynamic agent selection."
FMS1635,xOffense,runtime_oracle;recon_scan_pentest,Docker;Metasploit;Nikto;nikto;Nmap;nmap;sqlmap,"Public full text, extracted pages 1, 6, 7; https://arxiv.org/abs/2509.13021","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: execution result, execution feedback, Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS1639,ZERO-APT,recon_scan_pentest,not specified,"Public full text, extracted pages 1; https://arxiv.org/abs/2606.05567","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS1640,ZeroDayBench,not specified,not specified,"Public full text, extracted pages ; https://arxiv.org/abs/2603.02297",Rule-assisted author extraction of explicit workflow/evaluation terminology; no member of the seven controlled primitive families was explicitly located. Tags do not imply dynamic agent selection.
