"task_id","sample_id","case_id","record_id","title","field","field_type","allowed_labels","material_path","material_sha256","reviewer_label","evidence_locator","evidence_excerpt","reviewer_reason","reviewer_confidence"
"FMRC-T151","FMRC-031","A117","FMS1063","Orion: Fuzzing Workflow Automation","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-031.pdf","b11957487eafda574f7d4a534a68a0df7ecdff3fdc03db10a383d21d1ba149a2","candidate analysis;path and input exploration;execution observation;reporting and audit","PDF page 2, extracted text line 140","ity discovery. It executes target programs with automatically gen-","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T152","FMRC-031","A117","FMS1063","Orion: Fuzzing Workflow Automation","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-031.pdf","b11957487eafda574f7d4a534a68a0df7ecdff3fdc03db10a383d21d1ba149a2","context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management","PDF page 3, extracted text line 279","tion 3.3) then selects candidate interfaces for fuzzing by ranking","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T153","FMRC-031","A117","FMS1063","Orion: Fuzzing Workflow Automation","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-031.pdf","b11957487eafda574f7d4a534a68a0df7ecdff3fdc03db10a383d21d1ba149a2","feedback-driven fuzzing agent","PDF p.1","com Abstract Fuzz testing is one of the most effective techniques for finding soft- ware vulnerabilities. While modern fuzzers can generate inputs and monitor executions automatically, the overall workflow, from ana- lyzing a codebase, to configuring harnesses, to triaging results, still requires substantial manual effort.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T154","FMRC-031","A117","FMS1063","Orion: Fuzzing Workflow Automation","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-031.pdf","b11957487eafda574f7d4a534a68a0df7ecdff3fdc03db10a383d21d1ba149a2","reproducible validation","PDF p.1","com Abstract Fuzz testing is one of the most effective techniques for finding soft- ware vulnerabilities. While modern fuzzers can generate inputs and monitor executions automatically, the overall workflow, from ana- lyzing a codebase, to configuring harnesses, to triaging results, still requires substantial manual effort.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T155","FMRC-031","A117","FMS1063","Orion: Fuzzing Workflow Automation","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-031.pdf","b11957487eafda574f7d4a534a68a0df7ecdff3fdc03db10a383d21d1ba149a2","author-reported external clue","PDF page 9, extracted text line 839","nated disclosure. Full technical details are therefore withheld, but","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T156","FMRC-032","A145","FMS1136","QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-032.pdf","b8410dd88194df835f2010f245d8d10c3e57f803b78fed32d5a1281c2745f431","candidate analysis","PDF page 6, extracted text line 488","& Lewis, M. (2022). Incoder: A generative model for code infilling","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T157","FMRC-032","A145","FMS1136","QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-032.pdf","b8410dd88194df835f2010f245d8d10c3e57f803b78fed32d5a1281c2745f431","context aggregation / rule extraction;tool routing / strategy routing","PDF page 1, extracted text line 13","tools, though effective to a degree, are heavily reliant on","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T158","FMRC-032","A145","FMS1136","QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-032.pdf","b8410dd88194df835f2010f245d8d10c3e57f803b78fed32d5a1281c2745f431","feedback-driven fuzzing agent","PDF p.1","Despite substantial investment, there remains no guarantee that rules will successfully detect unknown vulnerabilities or provide comprehensive coverage of potential risk points. Conse- quently, we aim to develop a methodology that can auto- matically generate appropriate vulnerability scanning rules for individual projects, thereby enabling even non-security professionals to efficiently and accurately identify potential vulnerabilities within projects.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T159","FMRC-032","A145","FMS1136","QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-032.pdf","b8410dd88194df835f2010f245d8d10c3e57f803b78fed32d5a1281c2745f431","candidate judgment","PDF p.1","Despite substantial investment, there remains no guarantee that rules will successfully detect unknown vulnerabilities or provide comprehensive coverage of potential risk points. Conse- quently, we aim to develop a methodology that can auto- matically generate appropriate vulnerability scanning rules for individual projects, thereby enabling even non-security professionals to efficiently and accurately identify potential vulnerabilities within projects.","Independent recheck supports candidate judgment for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T160","FMRC-032","A145","FMS1136","QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-032.pdf","b8410dd88194df835f2010f245d8d10c3e57f803b78fed32d5a1281c2745f431","author-reported external clue","PDF page 1, extracted text line 44","emerged as crucial solutions to these challenges. Tools like","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T161","FMRC-033","A063","FMS0651","Favia: Forensic Agent for Vulnerability-fix Identification and Analysis","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-033.pdf","06a0aa8e6c34553ed1127a7d8a1463116766ed8a75e1edc1f16f04cec481260e","candidate analysis","PDF page 16, extracted text line 698","identified. High recall is essential in security settings, as missing a true patch may result in an","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T162","FMRC-033","A063","FMS0651","Favia: Forensic Agent for Vulnerability-fix Identification and Analysis","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-033.pdf","06a0aa8e6c34553ed1127a7d8a1463116766ed8a75e1edc1f16f04cec481260e","context aggregation / rule extraction;tool routing / strategy routing;long-horizon state management","PDF page 13, extracted text line 537","bedding, which is then used to rank commits by their likelihood of fixing vulnerabilities. We","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T163","FMRC-033","A063","FMS0651","Favia: Forensic Agent for Vulnerability-fix Identification and Analysis","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-033.pdf","06a0aa8e6c34553ed1127a7d8a1463116766ed8a75e1edc1f16f04cec481260e","reproduction-, validation-, and repair-centered agent","PDF p.2","As most commits in a repository are not security-relevant and not very similar to the true patch, it is easy to distinguish between a patch and non-patch. As a result, reported performance often fails to reflect behavior under realistic operating conditions.","Independent recheck supports reproduction-, validation-, and repair-centered agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T164","FMRC-033","A063","FMS0651","Favia: Forensic Agent for Vulnerability-fix Identification and Analysis","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-033.pdf","06a0aa8e6c34553ed1127a7d8a1463116766ed8a75e1edc1f16f04cec481260e","reproducible validation","PDF p.2","As most commits in a repository are not security-relevant and not very similar to the true patch, it is easy to distinguish between a patch and non-patch. As a result, reported performance often fails to reflect behavior under realistic operating conditions.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T165","FMRC-033","A063","FMS0651","Favia: Forensic Agent for Vulnerability-fix Identification and Analysis","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-033.pdf","06a0aa8e6c34553ed1127a7d8a1463116766ed8a75e1edc1f16f04cec481260e","author-reported external clue","PDF page 14, extracted text line 631","in more than one split. Non-patch commits are then assigned to splits based on the repository-","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T166","FMRC-034","A069","FMS0747","HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-034.pdf","b1fcdc168b41d27849c27c76b278185135d22f7a0adea1e43f3670fcec4867bb","candidate analysis;path and input exploration;execution observation;reproduction and validation","PDF page 10, extracted text line 854","ule generates concise code snippets while processing in-","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T167","FMRC-034","A069","FMS0747","HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-034.pdf","b1fcdc168b41d27849c27c76b278185135d22f7a0adea1e43f3670fcec4867bb","tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management","PDF page 2, extracted text line 128","contextual information from previous command executions","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T168","FMRC-034","A069","FMS0747","HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-034.pdf","b1fcdc168b41d27849c27c76b278185135d22f7a0adea1e43f3670fcec4867bb","long-horizon pentest and CRS agent","PDF p.1","Introduction The rapid increase in cyber threats, coupled with the growing sophistication of attack methods, has created an urgent need for robust and scalable cybersecurity solutions [1]. Penetration testing is critical in identifying and mitigat- ing vulnerabilities by simulating cyber-attacks on systems.","Independent recheck supports long-horizon pentest and CRS agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T169","FMRC-034","A069","FMS0747","HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-034.pdf","b1fcdc168b41d27849c27c76b278185135d22f7a0adea1e43f3670fcec4867bb","controlled task completion","PDF p.1","Introduction The rapid increase in cyber threats, coupled with the growing sophistication of attack methods, has created an urgent need for robust and scalable cybersecurity solutions [1]. Penetration testing is critical in identifying and mitigat- ing vulnerabilities by simulating cyber-attacks on systems.","Independent recheck supports controlled task completion for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T170","FMRC-034","A069","FMS0747","HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-034.pdf","b1fcdc168b41d27849c27c76b278185135d22f7a0adea1e43f3670fcec4867bb","no external trace reported","PDF page 1, extracted text line 44","Automation in penetration testing has emerged as a","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T171","FMRC-035","A085","CP014","UniFuzz: a unified fuzzing framework for smart contract vulnerability detection with LLMs and audit report","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-035.txt","9d563fa52bece3a298fd29fe2e9c2ffdfe5ffe819bca5114e7c4f2557d8ef93f","candidate analysis;path and input exploration;execution observation;reporting and audit","TXT paragraph 1, character offset 1077","We introduce UniFuzz, a unified framework that integrates multilayer static and semantic analysis, Retrieval-Augmented Generation (RAG) leveraging audit-driven knowledge, and orchestrated multi-agent collaboration. UniFuzz employs Large Language Models (LLMs) ","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T172","FMRC-035","A085","CP014","UniFuzz: a unified fuzzing framework for smart contract vulnerability detection with LLMs and audit report","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-035.txt","9d563fa52bece3a298fd29fe2e9c2ffdfe5ffe819bca5114e7c4f2557d8ef93f","context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management","TXT paragraph 1, character offset 1013","adaptability and effectiveness across diverse contract systems. We introduce UniFuzz, a unified framework that integrates multilayer static and semantic analysis, Retrieval-Augmented Generat","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T173","FMRC-035","A085","CP014","UniFuzz: a unified fuzzing framework for smart contract vulnerability detection with LLMs and audit report","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-035.txt","9d563fa52bece3a298fd29fe2e9c2ffdfe5ffe819bca5114e7c4f2557d8ef93f","long-horizon pentest and CRS agent","PDF p.1","UniFuzz: A Unified Fuzzing Framework for Smart Contract Vulnerability Detection with LLMs and Audit Reports Le Quoc Ngo ∗†, Tran Tien Nhat ∗†, Nguyen Huu Quyen ∗†‡, Van-Hau Pham ∗†, Phan The Duy∗†‡ ∗Information Security Laboratory, University of Information Technology, Ho Chi Minh City, Vietnam †Vietnam National University, Ho Chi Minh City, Vietnam ‡VNU-HCM Information Security Center, Ho Chi Minh City, Vietnam {22520951, 22521030}@gm.","Independent recheck supports long-horizon pentest and CRS agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T174","FMRC-035","A085","CP014","UniFuzz: a unified fuzzing framework for smart contract vulnerability detection with LLMs and audit report","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-035.txt","9d563fa52bece3a298fd29fe2e9c2ffdfe5ffe819bca5114e7c4f2557d8ef93f","runtime safety signal","PDF p.1","UniFuzz: A Unified Fuzzing Framework for Smart Contract Vulnerability Detection with LLMs and Audit Reports Le Quoc Ngo ∗†, Tran Tien Nhat ∗†, Nguyen Huu Quyen ∗†‡, Van-Hau Pham ∗†, Phan The Duy∗†‡ ∗Information Security Laboratory, University of Information Technology, Ho Chi Minh City, Vietnam †Vietnam National University, Ho Chi Minh City, Vietnam ‡VNU-HCM Information Security Center, Ho Chi Minh City, Vietnam {22520951, 22521030}@gm.","Independent recheck supports runtime safety signal for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T175","FMRC-035","A085","CP014","UniFuzz: a unified fuzzing framework for smart contract vulnerability detection with LLMs and audit report","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-035.txt","9d563fa52bece3a298fd29fe2e9c2ffdfe5ffe819bca5114e7c4f2557d8ef93f","no external trace reported","TXT paragraph 1, character offset 1697","benchmark","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T176","FMRC-036","A133","FMS0619","Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-036.pdf","35c4044f3d21553247b08e828a72ca30db4b1f35b0a83d98440cf497314f00f3","candidate analysis;patch validation","PDF page 8, extracted text line 685","model in repairing the code, the use of the right tools,","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T177","FMRC-036","A133","FMS0619","Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-036.pdf","35c4044f3d21553247b08e828a72ca30db4b1f35b0a83d98440cf497314f00f3","validation organization / evidence packaging;long-horizon state management","PDF page 8, extracted text line 645","code. Then, it uses a web scraping tool to retrieve","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T178","FMRC-036","A133","FMS0619","Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-036.pdf","35c4044f3d21553247b08e828a72ca30db4b1f35b0a83d98440cf497314f00f3","reproduction-, validation-, and repair-centered agent","PDF p.1","A new vulnerability is published every 17 minutes, and the average patch- ing time exceeds 100 days, while most vulnerabilities are exploited in less than 19 days (Skybox Security, ). These figures indicate that attackers can exploit these vulnerabilities before defenders take the neces- sary actions.","Independent recheck supports reproduction-, validation-, and repair-centered agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T179","FMRC-036","A133","FMS0619","Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-036.pdf","35c4044f3d21553247b08e828a72ca30db4b1f35b0a83d98440cf497314f00f3","reproducible validation","PDF p.1","A new vulnerability is published every 17 minutes, and the average patch- ing time exceeds 100 days, while most vulnerabilities are exploited in less than 19 days (Skybox Security, ). These figures indicate that attackers can exploit these vulnerabilities before defenders take the neces- sary actions.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T180","FMRC-036","A133","FMS0619","Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-036.pdf","35c4044f3d21553247b08e828a72ca30db4b1f35b0a83d98440cf497314f00f3","no external trace reported","PDF page 8, extracted text line 671","rect code of CVE-2017-18349. This was confirmed","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T181","FMRC-037","A006","CP066","Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-037.pdf","77207664f698913ffd160e725832c2c3be131037d37be08fe8d9fc26bb05207e","candidate analysis;path and input exploration;execution observation","PDF page 12, extracted text line 612","After collecting a set of validated mutators, Mut4All enters its core fuzzing loop to test target","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T182","FMRC-037","A006","CP066","Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-037.pdf","77207664f698913ffd160e725832c2c3be131037d37be08fe8d9fc26bb05207e","context aggregation / rule extraction;feedback interpretation / loop adjustment;failure reuse / strategy update","PDF page 12, extracted text line 596","based on maximum likelihood estimation is applied to minimize the discrepancy between generated","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T183","FMRC-037","A006","CP066","Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-037.pdf","77207664f698913ffd160e725832c2c3be131037d37be08fe8d9fc26bb05207e","feedback-driven fuzzing agent","PDF p.1","Fuzzing Compilers via LLM-Synthesized Mutators Learned from Bug Reports BO W ANG,Beijing Jiaotong University, China PENGYANG W ANG,Beijing Jiaotong University, China CHONG CHEN,Beijing Jiaotong University, China MING DENG,Beijing Jiaotong University, China JIEKE SHI,Singapore Management University, Singapore QI SUN,Beijing Jiaotong University, China CHENGRAN YANG,Singapore Management University, Singapore ZHOU YANG,University of Alberta, Canada YOUFANG LIN,Beijing Jiaotong University, China JUNJIE CHEN,Tianjin University, China JUN SUN,Singapore Management University, Singapore DA VID LO,Singa","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T184","FMRC-037","A006","CP066","Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-037.pdf","77207664f698913ffd160e725832c2c3be131037d37be08fe8d9fc26bb05207e","runtime safety signal","PDF p.1","Fuzzing Compilers via LLM-Synthesized Mutators Learned from Bug Reports BO W ANG,Beijing Jiaotong University, China PENGYANG W ANG,Beijing Jiaotong University, China CHONG CHEN,Beijing Jiaotong University, China MING DENG,Beijing Jiaotong University, China JIEKE SHI,Singapore Management University, Singapore QI SUN,Beijing Jiaotong University, China CHENGRAN YANG,Singapore Management University, Singapore ZHOU YANG,University of Alberta, Canada YOUFANG LIN,Beijing Jiaotong University, China JUNJIE CHEN,Tianjin University, China JUN SUN,Singapore Management University, Singapore DA VID LO,Singa","Independent recheck supports runtime safety signal for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T185","FMRC-037","A006","CP066","Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-037.pdf","77207664f698913ffd160e725832c2c3be131037d37be08fe8d9fc26bb05207e","author-reported external clue","PDF page 7, extracted text line 377","in a compiler crash, reported as bug GCC-120798, which has been confirmed by GCC maintainers.","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T186","FMRC-038","A076","FMS0676","From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-038.pdf","b4ac3e255567bf23ba7e24afaa74f9e4418e0911af553a96b2691fdb3845cdf6","candidate analysis;path and input exploration;execution observation;reproduction and validation","PDF page 16, extracted text line 1479","quent exploitation efforts, while failure can result","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T187","FMRC-038","A076","FMS0676","From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-038.pdf","b4ac3e255567bf23ba7e24afaa74f9e4418e0911af553a96b2691fdb3845cdf6","context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management","PDF page 18, extracted text line 1567","3. Adjust strategy based on tool feedback (e.g.,","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T188","FMRC-038","A076","FMS0676","From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-038.pdf","b4ac3e255567bf23ba7e24afaa74f9e4418e0911af553a96b2691fdb3845cdf6","long-horizon pentest and CRS agent","PDF p.1","These interventions respectively sup- port the capabilities ofContext Coherence & Retention,Inter-Component Coordination & State Management,Tool Usage Accuracy & Selective Execution,Multi-Step Strategic Plan- ning & Error Detection & Recovery, andReal- Time Dynamic Responsiveness.","Independent recheck supports long-horizon pentest and CRS agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T189","FMRC-038","A076","FMS0676","From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-038.pdf","b4ac3e255567bf23ba7e24afaa74f9e4418e0911af553a96b2691fdb3845cdf6","reproducible validation","PDF p.1","These interventions respectively sup- port the capabilities ofContext Coherence & Retention,Inter-Component Coordination & State Management,Tool Usage Accuracy & Selective Execution,Multi-Step Strategic Plan- ning & Error Detection & Recovery, andReal- Time Dynamic Responsiveness.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T190","FMRC-038","A076","FMS0676","From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-038.pdf","b4ac3e255567bf23ba7e24afaa74f9e4418e0911af553a96b2691fdb3845cdf6","no external trace reported","PDF page 4, extracted text line 358","Exploitation targeted known CVEs in services like VSFTPD","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
