cohort,record_id,title,first_lifecycle,second_lifecycle,first_capability,second_capability,first_primary_shape,second_primary_shape,first_principal_evidence,second_principal_evidence,first_external_traceability,second_external_traceability
final_multisource_132,FMS0747,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,controlled task completion,controlled task completion,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS0768,Hound: Relation-First Knowledge Graphs for Complex-System Reasoning in Security Audits,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;long-horizon state management;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0850,Large Language Model assisted Hybrid Fuzzing,execution observation;path and input exploration,execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,controlled task completion,controlled task completion,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS0890,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries,candidate analysis;execution observation;path and input exploration,execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,controlled task completion,controlled task completion,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS0904,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0914,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,candidate analysis;reporting and audit,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0922,LLM-JDFuzz: A Large Language Model-Based Automated Java Deserialization Payload Generation Framework,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration;reporting and audit;reproduction and validation,failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent",feedback-driven fuzzing agent,reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0927,LLM4CVE: Enabling Iterative Automated Vulnerability Repair with Large Language Models,candidate analysis;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0933,LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions,candidate analysis;execution observation;path and input exploration,candidate analysis;execution observation;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,controlled task completion,reproducible validation,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,runtime safety signal,runtime safety signal,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS0945,Locus: Agentic Predicate Synthesis for Directed Fuzzing,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,feedback-driven fuzzing agent,reproducible validation,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0964,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,candidate analysis;execution observation;reporting and audit,candidate analysis;execution observation;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0966,MASFuzzer: Fuzz Driver Generation and Adaptive Scheduling via Multidimensional API Sequences,execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,runtime safety signal,runtime safety signal,benchmark ground truth / public material,author-reported external clue
final_multisource_132,FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learning Framework Fuzzing via LLMs,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration;reporting and audit;reproduction and validation,failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,feedback-driven fuzzing agent,runtime safety signal,externally traceable material,author-reported external clue,publicly aligned external trace
final_multisource_132,FMS1017,Multi-Agent Penetration Testing AI for the Web,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,reproducible validation,controlled task completion,author-reported external clue,benchmark ground truth / public material
final_multisource_132,FMS1024,Mystique: Automated Vulnerability Patch Porting with Semantic and Syntactic-Enhanced LLM,candidate analysis;patch validation,candidate analysis;execution observation;patch validation;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,candidate analysis;execution observation,candidate analysis;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,author-reported external clue,author-reported external clue
final_multisource_132,FMS1055,"One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",candidate analysis,candidate analysis;execution observation;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1063,Orion: Fuzzing Workflow Automation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,feedback-driven fuzzing agent,reproducible validation,reproducible validation,author-reported external clue,no external trace reported
final_multisource_132,FMS1083,PenForge: On-the-Fly Expert Agent Construction for Automated Penetration Testing,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1087,PentestEval: Benchmarking LLM-based Penetration Testing with Modular and Stage-Level Design,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1088,PentestMCP: LLM and MCP Based Multi-Agent Framework for Automated Penetration Testing,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1093,"PILOT: Command-Line Interface Fuzzing Via Path-Guided, Iterative Large Language Model Prompting",execution observation;path and input exploration;reporting and audit;reproduction and validation,execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,externally traceable material,runtime safety signal,publicly aligned external trace,author-reported external clue
final_multisource_132,FMS1095,PoCEvolve: Generating Proof-of-Concept Exploits from Security Patches with Vulnerability-Aware Prompt Evolution,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1096,PoCGen: Generating Proof-of-Concept Exploits for Vulnerabilities in Npm Packages,candidate analysis;execution observation;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,publicly aligned external trace,benchmark ground truth / public material
final_multisource_132,FMS1098,PoCo: Agentic Proof-of-Concept Exploit Generation for Smart Contracts,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1135,QLCoder: A Query Synthesizer For Static Analysis of Security Vulnerabilities,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1136,QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration,candidate analysis;execution observation;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,author-reported external clue,benchmark ground truth / public material
final_multisource_132,FMS1149,RapidPen: Fully Automated IP-to-Shell Penetration Testing with LLM-based Agents,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS1161,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1227,SAVANT: Vulnerability Detection in Application Dependencies through Semantic-Guided Reachability Analysis,candidate analysis;execution observation,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1239,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,reproducible validation,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1261,SecureFixAgent: A Hybrid LLM Agent for Automated Python Static Vulnerability Repair,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,candidate judgment,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS1275,Securing LLM-Generated Embedded Firmware through AI Agent-Driven Validation and Patching,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,no external trace reported,no external trace reported
final_multisource_132,FMS1279,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerability Repair in Solidity and Move,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1338,Sifting the Noise: A Comparative Study of LLM Agents in Vulnerability False Positive Filtering,candidate analysis,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1492,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark",candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1509,Trace: Securing Smart Contract Repository Against Access Control Vulnerability,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1561,VCAO: Verifier-Centered Agentic Orchestration for Strategic OS Vulnerability Discovery,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,runtime safety signal,reproducible validation,author-reported external clue,benchmark ground truth / public material
final_multisource_132,FMS1586,VulnBot: Autonomous Penetration Testing for A Multi-Agent Collaborative Framework,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1607,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1613,What You Code Is What We Prove: Translating BLE App Logic into Formal Models with LLMs for Vulnerability Detection,candidate analysis;execution observation;reporting and audit,candidate analysis;execution observation;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,reproducible validation,benchmark ground truth / public material,no external trace reported
final_multisource_132,FMS1618,When Fuzzing Meets Understanding: LLM-Driven Semantic Test Generation for RTL Verification,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,feedback-driven fuzzing agent,feedback-driven fuzzing agent,runtime safety signal,runtime safety signal,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1635,xOffense: An Autonomous Multi-Agent Framework for Penetration Testing with Domain-Adapted Large Language Models,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1639,ZERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1640,ZeroDayBench: Evaluating LLM Agents on Unseen Zero-Day Vulnerabilities for Cyberdefense,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;path and input exploration;reporting and audit,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent",long-horizon pentest and CRS agent,reproducible validation,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0206,Antiproof: Synthesizing Vulnerability Detectors and Proofs of Exploitability,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,externally traceable material,author-reported external clue,publicly aligned external trace
