"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS0835","JailbreakZoo: Survey, Landscapes, and Horizons in Jailbreaking Large Language and Vision-Language Models","2024-06-26","","2407.01599","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0835","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0836","JAILFUZZ: A Zero-Knowledge and State Feedback Based Gray-Box Fuzzing Framework for Large Language Models","2026-5-3","10.1109/icassp55912.2026.11463087","","crossref; ieee_crossref","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0836","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0837","JavaVulBench: A Java Vulnerability Benchmark with Realistic Splits, a Unified Multi-Backend Harness, and a Leakage-Aware Evaluation Mode","2026-07-02","","2607.02825","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0837","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0838","Joint Optimization of Prompt Security and System Performance in Edge-Cloud LLM Systems","2025-01-30","","2501.18663","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0838","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0839","KernelGPT: Enhanced Kernel Fuzzing via Large Language Models","2023-12-31","10.1145/3676641.3716022","2401.00563","arxiv","title_abstract","existing_study_or_version","Matched existing study CP118 by exact DOI .","title, abstract, and exported source metadata","FMS0839","CP118","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0840","Keyphrase Generative Representation of Youth Crisis Conversations Beyond Static Taxonomies","2026-05-26","","2605.27546","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0840","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0841","Knowledge Graphs for Software Engineering: A Systematic Review of Applications, Techniques, and Emerging LLM Integration","2026-01-31","10.53762/grjnst.04.01.31","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0841","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0842","Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs","2025-12-01","","","openalex","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 3, 11; https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf","FMS0842","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0843","Knowledge Over Parameters: Evolving Smart Contract Vulnerability Detection","2026-07-02","","2607.01742","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0843","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0844","KQFuzz: Knowledge-Guided Fuzzing for Quantum Libraries via Large Language Models","2026-07-28","","2607.25647","arxiv","full_text","extended_synthesis","KQFuzz grounds LLM seed generation in codebase knowledge, then applies fitness evaluation and deterministic mutations without returning fuzzing feedback to the LLM.","public full text pp. 1; https://arxiv.org/pdf/2607.25647","FMS0844","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0845","LAAF: Logic-layer Automated Attack Framework A Systematic Red-Teaming Methodology for LPCI Vulnerabilities in Agentic Large Language Model Systems","2026-03-18","","2603.17239","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0845","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0846","Labeling supervised fine-tuning data with the scaling law","2024-05-05","","2405.02817","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0846","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0847","LanG -- A Governance-Aware Agentic AI Platform for Unified Security Operations","2026-04-07","","2604.05440","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0847","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0848","Large AI Model-Enabled Secure Communications in Low-Altitude Wireless Networks: Concepts, Perspectives and Case Study","2025-08-01","","2508.00256","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software or non-target-software use of vulnerability.","title, abstract, and exported source metadata","FMS0848","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0849","Large Language Model Alignment: A Survey","2023-09-26","","2309.15025","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0849","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0850","Large Language Model assisted Hybrid Fuzzing","2024-12-20","","2412.15931","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 4, 2; https://arxiv.org/pdf/2412.15931","FMS0850","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0851","Large Language Model-based power dispatch agent: Framework, application and challenges","2026-2-01","10.1016/j.ijepes.2026.111653","","elsevier_crossref","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0851","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0852","Large Language Model Counterarguments in Older Adults: Cognitive Offloading or Vulnerability to Moral Persuasion?","2026-04-24","","2604.22356","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS0852","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0853","Large Language Model-enabled Vulnerability Investigation: A Review","2024-11-23","10.1109/icngn63705.2024.10871716","","crossref; ieee_crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0853","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0854","Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead","2024-04-03; 2025-5-27","10.1145/3708522","2404.02525","acm_crossref; arxiv; crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0854","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0855","Large Language Model (LLM) for Software Security: Code Analysis, Malware Analysis, Reverse Engineering","2025-04-07","","2504.07137","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0855","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0856","Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives","2023-10-02","","2310.01152","arxiv","title_abstract","existing_study_or_version","Matched existing study CP159 by exact normalized title .","title, abstract, and exported source metadata","FMS0856","CP159","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0857","Large Language Models as 'Hidden Persuaders': Fake Product Reviews are Indistinguishable to Humans and Machines","2025-06-16","","2506.13313","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS0857","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0858","Large Language Models Cannot Reliably Detect Vulnerabilities in JavaScript: The First Systematic Benchmark and Evaluation","2025-12-01","","2512.01255","arxiv","title_abstract","existing_study_or_version","Matched existing study CP034 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0858","CP034","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0859","Large Language Models for Blockchain Security: A Systematic Literature Review","2024-03-21","","2403.14280","arxiv; openalex","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0859","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0860","Large Language Models for Computer Networking Operations and Management: A Survey on Applications, Key Techniques, and Opportunities","2025-06-05","10.36227/techrxiv.173386065.57486944/v2","","openalex","title_abstract","excluded_near_neighbor","Preferred search-level representative after title, identifier, author, and abstract comparison of source variants.","title, abstract, and exported source metadata","FMS0860","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0861","Large Language Models for Cyber Security","2025-11-06","","2511.04508","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0861","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0862","Large Language Models for Cyber Security: A Systematic Literature Review","2024-05-08","","2405.04760","arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP193 by exact normalized title .","title, abstract, and exported source metadata","FMS0862","CP193","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0863","Large Language Models for Power System Security: A Novel Multi-Modal Approach for Anomaly Detection in Energy Management Systems","2025-08-12","10.1109/access.2025.3636184","2508.10044","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software or non-target-software use of vulnerability.","title, abstract, and exported source metadata","FMS0863","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0864","Large Language Models for Security Operations Centers: A Comprehensive Survey","2025-09-13; 2026-01-01","10.1155/jece/3383674","2509.10858","arxiv; openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0864","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0865","Large Language Models for Software Engineering: A Systematic Literature Review","2023-08-21","","2308.10620","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0865","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0866","Large Language Models for Software Engineering: Survey and Open Problems","2023-10-05","","2310.03533","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0866","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0867","Large Language Models for Software Vulnerability Detection: A Survey of Methods, Evaluation, and Future Trends","2026-3-27","10.1109/gaiis69281.2026.11519183","","crossref; ieee_crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0867","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0868","Large Language Models for Vulnerability Detection in Static Code Analysis: A Survey","2025-5-23","10.1109/icaibd64986.2025.11082007","","crossref; ieee_crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0868","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0869","Large language models in 6G security: challenges and opportunities","2024-03-18","","2403.12239","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS0869","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0870","Large Language Models in Cryptocurrency Securities Cases: Can a GPT Model Meaningfully Assist Lawyers?","2023-08-11","","2308.06032","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0870","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0871","Large Language Models in Cybersecurity: A Survey of Applications, Vulnerabilities, and Defense Techniques","2025-09-05","10.3390/ai6090216","","openalex","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0871","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0872","Large Language Models in Cybersecurity: State-of-the-Art","2024-01-30","","2402.00891","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0872","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0873","Large Language Models in the IoT Ecosystem -- A Survey on Security Challenges and Applications","2025-05-23","","2505.17586","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0873","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0874","Large Language Models (LLMs) and Generative AI in Cybersecurity and Privacy: A Survey of Dual-Use Risks, AI-Generated Malware, Explainability, and Defensive Strategies","2026-07-08","10.1109/svcc65277.2025.11133642","2607.06963","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0874","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0875","Large Language Models Versus Static Code Analysis Tools: A Systematic Benchmark for Vulnerability Detection","2025-08-06","","2508.04448","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0875","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0876","LASA: Enhancing SoC Security Verification with LLM-Aided Property Generation","2025-06-22","","2506.17865","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0876","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0877","Last One Standing: A Comparative Analysis of Security and Privacy of Soft Prompt Tuning, LoRA, and In-Context Learning","2023-10-17","","2310.11397","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0877","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0878","LatentCRS: A Variational EM Framework for Bridging Semantics and Behavior in LLM-based Conversational Recommendation","2025-03-12","","2503.10703","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0878","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0879","LayerTracer: A Joint Task-Particle and Vulnerable-Layer Analysis framework for Arbitrary Large Language Model Architectures","2026-04-22","","2604.20556","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS0879","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0880","LayoutNUWA: Revealing the Hidden Layout Expertise of Large Language Models","2023-09-18","","2309.09506","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0880","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0881","Learning Generalizable Multimodal Representations for Software Vulnerability Detection","2026-04-28","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0881","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0882","Learning to Sample: Reinforcement Learning-Guided Sampling for Autonomous Vehicle Motion Planning","2025-09-29","","2509.24313","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0882","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0883","LecEval: An Automated Metric for Multimodal Knowledge Acquisition in Multimedia Learning","2025-05-04","","2505.02078","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0883","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0884","LegalGuardian: A Privacy-Preserving Framework for Secure Integration of Large Language Models in Legal Practice","2025-01-19","","2501.10915","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0884","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0885","Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents","2025-05-16","10.1145/3744916.3773256","2505.10961","arxiv","full_text","study_level","VulTrial passes vulnerability arguments among specialized agents over multiple discussion rounds before a review-board verdict.","public full text pp. 2, 1, 5; https://arxiv.org/pdf/2505.10961","FMS0885","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0886","Leveraging GPT-4 for Vulnerability-Witnessing Unit Test Generation","2025-06-13","","2506.11559","arxiv","full_text","extended_synthesis","GPT-4 generates vulnerability-witnessing tests in a one-shot/semi-automated workflow whose validation remains manual.","public full text pp. 2, 1; https://arxiv.org/pdf/2506.11559","FMS0886","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0887","Leveraging Intra- and Inter-References in vulnerability detection using Multi-Agent collaboration based on LLMs","2025-10-16","10.1007/s10586-025-05721-2","","springer_crossref","title_abstract","existing_study_or_version","Matched existing study CP001 by exact DOI .","title, abstract, and exported source metadata","FMS0887","CP001","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0888","Leveraging Large Language Models for Command Injection Vulnerability Analysis in Python: An Empirical Study on Popular Open-Source Projects","2025-05-21","","2505.15088","arxiv","full_text","extended_synthesis","The LLM produces command-injection findings and test suggestions, while execution validation is performed as a downstream study procedure rather than an adaptive Agentic loop.","public full text pp. 1, 20, 2, 3; https://arxiv.org/pdf/2505.15088","FMS0888","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0889","Leveraging Large Language Models in Conversational Recommender Systems","2023-05-13","","2305.07961","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0889","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0890","LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries","2025-07-20","10.1109/cars67163.2025.11337309","2507.15058","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2507.15058","FMS0890","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0891","LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries","2025-05-13","","2505.08842","arxiv","full_text","extended_synthesis","The agents assess ecosystem and project risk rather than discover or validate target-software vulnerabilities.","public full text pp. 1; https://arxiv.org/pdf/2505.08842","FMS0891","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0892","Lightweight Yet Secure: Secure Scripting Language Generation via Lightweight LLMs","2026-01-10","","2601.06419","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0892","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0893","LISAA: A Framework for Large Language Model Information Security Awareness Assessment","2024-11-20","","2411.13207","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS0893","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0894","Literature review on the impact of DevSecOps on the software development life cycle : enhancing security, efficiency, and compliance","2025-01-01","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0894","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0895","Litevul: a lightweight vulnerability detection via directed PPMI-weighted token graphs","2026-03-18","10.1186/s42400-026-00570-x","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0895","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0896","LIVA: A Multi-Agent LLM-Assisted System for IoT Vulnerability Analysis","2026-5-01","10.1109/tdsc.2026.3665343","","crossref; ieee_crossref","title_abstract","existing_study_or_version","Matched existing study CP085 by exact DOI .","title, abstract, and exported source metadata","FMS0896","CP085","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0897","LLAMA: Multi-Feedback Smart Contract Fuzzing Framework with LLM-Guided Seed Generation","2025-07-16; 2026-01-01","10.1109/tifs.2026.3666859","2507.12084","arxiv; ieee_crossref","title_abstract","existing_study_or_version","Matched existing study CP068 by exact DOI .","title, abstract, and exported source metadata","FMS0897","CP068","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0898","LlamaFirewall: An open source guardrail system for building secure AI agents","2025-05-06","","2505.03574","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0898","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0899","LLAMAFUZZ: Large Language Model Enhanced Greybox Fuzzing","2024-06-11","","2406.07714","arxiv","full_text","extended_synthesis","LLAMAFUZZ uses an LLM to improve structured-input generation for greybox fuzzing, but the reviewed workflow does not expose adaptive Agent-runtime control of later executions.","public full text pp. 1; https://arxiv.org/pdf/2406.07714","FMS0899","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0900","LLaVul: A Multimodal LLM for Interpretable Vulnerability Reasoning about Source Code","2025-09-22","10.1109/icsc65596.2025.11140501","2509.17337","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0900","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0901","LLbezpeky: Leveraging Large Language Models for Vulnerability Detection","2024-01-02","","2401.01269","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0901","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0902","LLM Agentic Workflow for Automated Vulnerability Detection and Remediation in Infrastructure-as-Code","2025-01-01","10.1109/access.2025.3560911","","ieee_crossref","report_retrieval","background_reference","Adjacent mechanism or evaluation context was visible in metadata, but no retrieved full text was available for study-specific extended synthesis.","title/abstract and source metadata; https://doi.org/10.1109/access.2025.3560911","FMS0902","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0903","LLM Agents can Autonomously Exploit One-day Vulnerabilities","2024-04-11","","2404.08144","arxiv","title_abstract","existing_study_or_version","Matched existing study CP127 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0903","CP127","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0904","LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?","2025-10-16","","2510.14700","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2510.14700","FMS0904","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0905","LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity","2026-06-26","10.1007/s10462-026-11563-0","2606.28450","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0905","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0906","LLM Agents Should Employ Security Principles","2025-05-29","","2505.24019","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0906","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0907","LLM-as-a-Judge for Evaluating System Responses in Conversational Music Recommendation","2026-07-28","","2607.25640","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS0907","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0908","LLM-Assisted AHP for Explainable Cyber Range Evaluation","2025-12-11","","2512.10487","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0908","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0909","LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions","2025-09-23","","2509.18970","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0909","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0910","LLM-Based Intelligent Agents for Cybersecurity: A Tutorial and Survey of Automated Vulnerability Discovery","2026-01-01","10.1109/access.2026.3707573","","ieee_crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0910","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0911","LLM-based multi-agent system for generation and evolution of CodeQL static analysis rules for C/C++","2026-4-2","10.17212/2782-2230-2026-1-9-28","","crossref","report_retrieval","excluded_near_neighbor","Potentially eligible report could not be retrieved from the documented public sources and was not coded.","title/abstract and source metadata; https://doi.org/10.17212/2782-2230-2026-1-9-28","FMS0911","","not_counted_report_unavailable","no","not_applicable","","final_integrated_assignment"
"FMS0912","LLM-Based Scientific Peer Review: Methods, Benchmarks, and Reliability Challenges","2026-06-23","","2606.25057","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0912","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0913","LLM-based Vulnerability Detection at Project Scale: An Empirical Study","2026-01-27","","2601.19239","arxiv; openalex","full_text","study_level","The study executes project-scale LLM and agent-centric detectors, including multi-agent repository analysis, and compares their observable findings and resource use.","public full text pp. 1, 2; https://arxiv.org/pdf/2601.19239","FMS0913","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0914","LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework","2025-05-23","","2505.17416","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 6, 2; https://arxiv.org/pdf/2505.17416","FMS0914","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0915","LLM-Driven APT Detection for 6G Wireless Networks: A Systematic Review and Taxonomy","2025-05-24","10.1109/access.2025.3595665","2505.18846","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0915","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0916","LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security","2025-09-18","","2509.15433","arxiv","full_text","study_level","SAST-Genius passes Semgrep findings into an LLM triage and PoC-generation workflow so candidate decisions determine later validation actions.","public full text pp. 1, 2; https://arxiv.org/pdf/2509.15433","FMS0916","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0917","LLM Embedding-based Attribution (LEA): Quantifying Source Contributions to Generative Model's Response for Vulnerability Analysis","2025-06-12","","2506.12100","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0917","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0918","LLM-Empowered Functional Safety and Security by Design in Automotive Systems","2026-01-05","","2601.02215","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0918","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0919","LLM-Enabled Open-Source Systems in the Wild: An Empirical Study of Vulnerabilities in GitHub Security Advisories","2026-04-05","10.1145/3803437.3805532","2604.04288","arxiv","title_abstract","background_reference","The title and abstract provide adjacent target-software context, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0919","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0920","LLM for SoC Security: A Paradigm Shift","2023-10-09","","2310.06046","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0920","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
