batch,discovery_id,title,first_eligibility,second_eligibility,eligibility_exact,jointly_included,first_shape,second_shape,first_evidence,second_evidence,first_trace,second_trace,first_lifecycle,second_lifecycle,first_capabilities,second_capabilities
remaining,FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,externally traceable material,benchmark ground truth / public material,publicly aligned external trace,execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0100,ACFIX: Guiding LLMs with Mined Common RBAC Practices for Context-Aware Repair of Access Control Vulnerabilities in Smart Contracts,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging
remaining,FMS0239,"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for Code Repositories,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing
remaining,FMS0362,Can LLMs Patch Security Issues?,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0376,CHAINTRIX: A multi-pipeline LLM-augmented framework for automated smart-contract security auditing,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0479,CryptoFormalEval: Integrating LLMs and Formal Verification for Automated Cryptographic Protocol Vulnerability Detection,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0533,Detecting Vulnerability-Inducing Commits via Multi-Stage Reasoning with LLM-Based Agents,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging
remaining,FMS0677,From Controlled to the Wild: Evaluation of Pentesting Agents for the Real-World,include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0885,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging
remaining,FMS0925,LLM-SmartAudit: Advanced Smart Contract Vulnerability Detection,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1394,StealthBench: Measuring Operational Stealth in Autonomous Offensive-Security Agents,include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0120,AEGIS: From Clues to Verdicts -- Graph-Guided Deep Vulnerability Reasoning via Dialectics and Meta-Auditing,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;reporting and audit,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Models from Dual-Mode Vulnerability Benchmarks,include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0347,Bulkhead: Automated Semantic Detection and Remediation of Container Escape Vulnerabilities,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,author-reported external clue,candidate analysis;execution observation;patch validation;reporting and audit;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0412,Codexity: Secure AI-assisted Code Generation,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;patch validation,candidate analysis;patch validation,feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0443,ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0488,CVE-Bench: A Benchmark for AI Agents' Ability to Exploit Real-World Web Application Vulnerabilities,include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0558,DREA: Decoupled Reasoning and Exploration Agents for Repository-Level Vulnerability Detection,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0614,Evaluating LLMs for Real-World Web Vulnerability Detection,include_study_level,not_study_level,false,false,candidate-analysis system,,candidate judgment,,benchmark ground truth / public material,,candidate analysis;reporting and audit,,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,
remaining,FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,externally traceable material,benchmark ground truth / public material,publicly aligned external trace,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0742,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0752,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,include_study_level,include_study_level,true,true,feedback-driven fuzzing agent,feedback-driven fuzzing agent,controlled task completion,runtime safety signal,benchmark ground truth / public material,benchmark ground truth / public material,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0775,How Safe Are AI-Generated Patches? A Large-scale Study on Security Risks in LLM and Agentic Automated Program Repair on SWE-bench,include_study_level,not_study_level,false,false,"reproduction-, validation-, and repair-centered agent",,reproducible validation,,benchmark ground truth / public material,,candidate analysis;execution observation;patch validation,,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,
remaining,FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;patch validation,candidate analysis;patch validation,feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
remaining,FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0913,LLM-based Vulnerability Detection at Project Scale: An Empirical Study,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;reporting and audit,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0916,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent",candidate-analysis system,reproducible validation,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;reporting and audit;reproduction and validation,candidate analysis;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS0961,"Mapping the Exploitation Surface: A 10,000-Trial Taxonomy of What Makes LLM Agents Exploit Vulnerabilities",include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing
remaining,FMS1041,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,include_study_level,include_study_level,true,true,feedback-driven fuzzing agent,candidate-analysis system,runtime safety signal,reproducible validation,benchmark ground truth / public material,author-reported external clue,execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1076,PATCHEVAL: A New Benchmark for Evaluating LLMs on Patching Real-World Vulnerabilities,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,execution observation;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1081,Pen-Strategist: A Reasoning Framework for Penetration Testing Strategy Formation and Analysis,include_study_level,include_study_level,true,true,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing
remaining,FMS1155,"RealVuln: Benchmarking Rule-Based, General-Purpose LLM, and Security-Specialized Scanners on Real-World Code",include_study_level,not_study_level,false,false,candidate-analysis system,,candidate judgment,,benchmark ground truth / public material,,candidate analysis;reporting and audit,,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,
remaining,FMS1228,SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1233,SCGAgent: Recreating the Benefits of Reasoning Models for Secure Code Generation with Agentic Workflows,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1265,SecureVibeBench: Benchmarking Secure Vibe Coding of AI Agents via Reconstructing Vulnerability-Introducing Scenarios,include_study_level,not_study_level,false,false,long-horizon pentest and CRS agent,,controlled task completion,,benchmark ground truth / public material,,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,
remaining,FMS1283,Securing the Dark Matter: A Semantic-Enhanced Neuro-Symbolic Framework for Supply Chain Analysis of Opaque Industrial Software,include_study_level,include_study_level,true,true,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1334,ShadowProbe: Language-Extensible Detection of Hidden Algorithmic Complexity Vulnerabilities,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent",feedback-driven fuzzing agent,reproducible validation,externally traceable material,benchmark ground truth / public material,publicly aligned external trace,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging
remaining,FMS1530,TypePilot: Leveraging the Scala Type System for Secure LLM-generated Code,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",controlled task completion,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging
remaining,FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,include_study_level,include_study_level,true,true,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging
