record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
FMS0696,From Text to Test: AI-Generated Control Software for Materials Science Instruments,CS_FMS0696,FMS0696,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0697,From Thinker to Society: Security in Hierarchical Autonomy Evolution of AI Agents,CS_FMS0697,FMS0697,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0698,From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,CS_FMS0698,FMS0698,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0699,From Vulnerabilities to Remediation: A Systematic Literature Review of LLMs in Code Security,CS_FMS0699,FMS0699,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0701,FusionVul: A multimodal feature fusion framework for source code vulnerability detection,CS_FMS0701,FMS0701,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0702,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-To-Image Generation Models,CS_FMS0702,FMS0702,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0705,FuzzAug: Data Augmentation by Coverage-guided Fuzzing for Neural Test Generation,CS_FMS0705,FMS0705,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.",Integrated multi-source search through 2026-07-30.
FMS0706,FuzzCoder: Byte-level Fuzzing Test via Large Language Model,CS_FMS0706,FMS0706,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0707,Fuzzing BusyBox: Leveraging LLM and Crash Reuse for Embedded Bug Unearthing,CS_FMS0707,FMS0707,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The BusyBox study uses LLM-generated initial seeds and replays crashes from related targets, but does not return runtime feedback to an LLM-controlled next action.",Integrated multi-source search through 2026-07-30.
FMS0708,Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,CS_FMS0708,FMS0708,conference_version,acm_crossref; crossref,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"Preferred search-level representative after title, identifier, author, and abstract comparison of source variants.",Integrated multi-source search through 2026-07-30.
FMS0709,Fuzzing Large Language Models to Elicit Hidden Behaviours,CS_FMS0709,FMS0709,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0712,Fuzzwise: Intelligent Initial Corpus Generation for Fuzzing,CS_FMS0712,FMS0712,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0713,Fuzzy-LLM: Multi-Agent Task Planning with Large Language Models,CS_FMS0713,FMS0713,conference_version,ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,Integrated multi-source search through 2026-07-30.
FMS0715,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,CS_FMS0715,FMS0715,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0716,GAIA: A Data Flywheel System for Training GUI Test-Time Scaling Critic Models,CS_FMS0716,FMS0716,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0717,GameplayQA: A Benchmarking Framework for Decision-Dense POV-Synced Multi-Video Understanding of 3D Virtual Agents,CS_FMS0717,FMS0717,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The paper concerns gameplay video question answering and is unrelated to software vulnerability discovery or validation.,Integrated multi-source search through 2026-07-30.
FMS0718,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,CS_FMS0718,FMS0718,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0719,garak: A Framework for Security Probing Large Language Models,CS_FMS0719,FMS0719,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0720,Gate AI: LLM Security Benchmark Evaluation Methodology and Results,CS_FMS0720,FMS0720,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0721,GenAI-Driven Threat Detection with Microsoft Security Copilot,CS_FMS0721,FMS0721,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0722,GenDetect: Generative Large Language Model Usage in Smart Contract Vulnerability Detection,CS_FMS0722,FMS0722,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Preferred search-level representative after title, identifier, author, and abstract comparison of source variants.",Integrated multi-source search through 2026-07-30.
FMS0723,Generating API Parameter Security Rules with LLM for API Misuse Detection,CS_FMS0723,FMS0723,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0724,Generating Logically Consistent Synthetic Supply Chain Data with LLM-Driven Knowledge Graph Reasoning,CS_FMS0724,FMS0724,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0726,Generative AI for Internet of Things Security: Challenges and Opportunities,CS_FMS0726,FMS0726,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0727,Generative AI for Self-Adaptive Systems: State of the Art and Research Roadmap,CS_FMS0727,FMS0727,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0728,"Generative AI for Vulnerability Detection in 6G Wireless Networks: Advances, Case Study, and Future Directions",CS_FMS0728,FMS0728,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software or non-target-software use of vulnerability.,Integrated multi-source search through 2026-07-30.
FMS0729,Generative AI in Cybersecurity: A Comprehensive Review of LLM Applications and Vulnerabilities,CS_FMS0729,FMS0729,conference_version,arxiv; elsevier_crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0730,Generative Large Language Model usage in Smart Contract Vulnerability Detection,CS_FMS0722,FMS0722,preprint,arxiv; openalex,FMS0722,identifier/title/author/abstract reconciliation,alternate_version,alternate_version_not_counted,Alternate source/title version of FMS0722; retained in the version crosswalk.,Integrated multi-source search through 2026-07-30.
FMS0731,GenHuzz:An Efficient Generative Hardware Fuzzer,CS_FMS0731,FMS0731,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0732,GeoContra: From Fluent GIS Code to Verifiable Spatial Analysis with Geography-Grounded Repair,CS_FMS0732,FMS0732,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0733,GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts,CS_FMS0733,FMS0733,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,The graph-of-thought workflow combines dynamic reasoning-path exploration with static-analysis operations; full-text access is still needed for coding.,Integrated multi-source search through 2026-07-30.
FMS0734,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,CS_FMS0734,FMS0734,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"GPTScan couples LLM-selected variables and statements to static confirmation, so the LLM decision changes a later tool-mediated validation action.",Integrated multi-source search through 2026-07-30.
FMS0735,GradingAttack: Exposing Security Vulnerabilities in LLM Based Educational Grading Agents,CS_FMS0735,FMS0735,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0736,GRAM: Generative Retrieval Augmented Matching of Data Schemas in the Context of Data Security,CS_FMS0736,FMS0736,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0737,Graph-Aware Fuzzing for Graph Database Management Systems,CS_FMS0737,FMS0737,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0738,Graph Neural Networks for Software Vulnerability Mining: A Review,CS_FMS0738,FMS0738,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0739,Graph Retrieval-Augmented LLM for Conversational Recommendation Systems,CS_FMS0739,FMS0739,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0740,GRID: Graph Representation of Intelligence Data for Security Text Knowledge Graph Construction,CS_FMS0740,FMS0740,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0741,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,CS_FMS0741,FMS0741,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0742,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,CS_FMS0742,FMS0742,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"CodeQL findings and LLM-produced explanations are returned as structured feedback for later code repair, yielding an observable analysis-to-repair transition.",Integrated multi-source search through 2026-07-30.
FMS0744,Hackers or Hallucinators? A Comprehensive Analysis of LLM-Based Automated Penetration Testing,CS_FMS0744,FMS0744,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",Integrated multi-source search through 2026-07-30.
FMS0745,Hacking Back the AI-Hacker: Prompt Injection as a Defense Against LLM-driven Cyberattacks,CS_FMS0745,FMS0745,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0746,Hackphyr: A Local Fine-Tuned LLM Agent for Network Security Environments,CS_FMS0746,FMS0746,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0747,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,CS_FMS0747,FMS0747,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0748,HackWorld: Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities,CS_FMS0748,FMS0748,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0749,Hallucination-Resistant Security Planning with a Large Language Model,CS_FMS0749,FMS0749,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0750,HALURust: Exploiting Hallucinations of Large Language Models to Detect Vulnerabilities in Rust,CS_FMS0750,FMS0750,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0751,HardSecBench: Benchmarking the Security Awareness of LLMs for Hardware Code Generation,CS_FMS0751,FMS0751,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0752,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,CS_FMS0752,FMS0752,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"HarnessAgent routes source-retrieval, compilation, repair, and harness-validation tools; build and validation failures change subsequent harness-generation actions.",Integrated multi-source search through 2026-07-30.
FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,CS_FMS0753,FMS0753,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0754,Harnessing Large Language Models for Software Vulnerability Detection: A Comprehensive Benchmarking Study,CS_FMS0754,FMS0754,conference_version,arxiv; crossref; ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0755,Harnessing LLMs for Document-Guided Fuzzing of OpenCV Library,CS_FMS0755,FMS0755,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The OpenCV workflow uses documentation to generate fuzzing inputs before execution, without an observable feedback transition back to the LLM.",Integrated multi-source search through 2026-07-30.
FMS0757,Heimdallr: Characterizing and Detecting LLM-Induced Security Risks in GitHub CI Workflows,CS_FMS0757,FMS0757,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0758,Helpful Agent Meets Deceptive Judge: Understanding Vulnerabilities in Agentic Workflows,CS_FMS0758,FMS0758,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0759,Helpful or Harmful? Evaluating LLM-Assisted Vulnerability Patching via a Human Study,CS_FMS0759,FMS0759,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0760,HexaCoder: Secure Code Generation via Oracle-Guided Synthetic Training Data,CS_FMS0760,FMS0760,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0761,HIDBench: Benchmarking Large Language Models for Host-Based Intrusion Detection,CS_FMS0761,FMS0761,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0762,Hidden Ghost Hand: Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,CS_FMS0762,FMS0762,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0763,Hidden Prompts in Manuscripts Exploit AI-Assisted Peer Review,CS_FMS0763,FMS0763,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0764,Hide Your Malicious Goal Into Benign Narratives: Jailbreak Large Language Models through Carrier Articles,CS_FMS0764,FMS0764,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0765,"Highly Autonomous Cyber-Capable Agents: Anticipating Capabilities, Tactics, and Strategic Implications",CS_FMS0765,FMS0765,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0766,Hold On! Is My Feedback Useful? Evaluating the Usefulness of Code Review Comments,CS_FMS0766,FMS0766,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0767,HonestCyberEval: An AI Cyber Risk Benchmark for Automated Software Exploitation,CS_FMS0767,FMS0767,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0768,Hound: Relation-First Knowledge Graphs for Complex-System Reasoning in Security Audits,CS_FMS0768,FMS0768,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0769,How Can ChatGPT Support Human Security Testers to Help Mitigate Supply Chain Attacks?,CS_FMS0769,FMS0769,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0770,How Do You Choose Your AI Component? An Interview Study of Secure AI Integration in Practice,CS_FMS0770,FMS0770,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0772,How Far Have We Gone in Binary Code Understanding Using Large Language Models,CS_FMS0772,FMS0772,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0773,How Much Can We Trust LLM Search Agents? Measuring Endorsement Vulnerability to Web Content Manipulation,CS_FMS0773,FMS0773,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.",Integrated multi-source search through 2026-07-30.
FMS0774,How Reliable is Your Simulator? Analysis on the Limitations of Current LLM-based User Simulators for Conversational Recommendation,CS_FMS0774,FMS0774,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0775,How Safe Are AI-Generated Patches? A Large-scale Study on Security Risks in LLM and Agentic Automated Program Repair on SWE-bench,CS_FMS0775,FMS0775,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,The evaluated LLM and code agents solve general SWE-bench issues; security scanning is a post-hoc researcher analysis and does not feed back into the agents' repair actions as a vulnerability workflow.,Integrated multi-source search through 2026-07-30.
FMS0776,How secure is AI-generated Code: A Large-Scale Comparison of Large Language Models,CS_FMS0776,FMS0776,conference_version,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0777,How Secure is Secure Code Generation? Adversarial Prompts Put LLM Defenses to the Test,CS_FMS0777,FMS0777,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0778,How to Compare the Security of Code Written by Humans to LLM-generated Code,CS_FMS0778,FMS0778,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0779,How Vulnerable Are AI Agents to Indirect Prompt Injections? Insights from a Large-Scale Public Competition,CS_FMS0779,FMS0779,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0780,How Vulnerable Are Edge LLMs?,CS_FMS0780,FMS0780,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0781,How Well Can LLM Agents Simulate End-User Security and Privacy Attitudes and Behaviors?,CS_FMS0781,FMS0781,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,CS_FMS0782,FMS0782,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"The secure-code agent repeatedly runs Bandit, returns findings to the LLM, and repairs generated Python code until the security condition or iteration limit is reached.",Integrated multi-source search through 2026-07-30.
FMS0783,Human in the Loop for Fuzz Testing: Literature Review and the Road Ahead,CS_FMS0783,FMS0783,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0784,"Human-in-the-Loop Governance for LLM-Generated Code: An Engineering Control, Accountability, and Verification Model in AI-Augmented Software Development",CS_FMS0784,FMS0784,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0785,Human Society-Inspired Approaches to Agentic AI Security: The 4C Framework,CS_FMS0785,FMS0785,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0786,Hybrid Analysis for Secure MCP Tool Use in LLM Agents,CS_FMS0786,FMS0786,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0788,Hybrid RAG-empowered Multi-modal LLM for Secure Data Management in Internet of Medical Things: A Diffusion-based Contract Approach,CS_FMS0788,FMS0788,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0789,Hybridizing Large Language Models and Markov Processes: a New Paradigm for Autonomous Penetration Testing,CS_FMS0789,FMS0789,conference_version,crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible in metadata, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0790,Hydrogen storage in nanocrystalline high entropy material,CS_FMS0790,FMS0790,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0791,iCodeReviewer: Improving Secure Code Review with Mixture of Prompts,CS_FMS0791,FMS0791,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0792,Identifying Helpful Context for LLM-based Vulnerability Repair: A Preliminary Study,CS_FMS0792,FMS0792,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0793,If LLMs Would Just Look: Simple Line-by-line Checking Improves Vulnerability Localization,CS_FMS0793,FMS0793,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0794,IHDec: Divergence-Steered Contrastive Decoding for Securing Multi-Turn Instruction Hierarchies,CS_FMS0794,FMS0794,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0795,ImCoref-CeS: An Improved Lightweight Pipeline for Coreference Resolution with LLM-based Checker-Splitter Refinement,CS_FMS0795,FMS0795,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
