discovery_id,title,publication_dates,doi,arxiv_id,source_ids,access_status,assessment_status,ai_assisted_proposed_decision,ai_assisted_proposed_layer,decision_reason,source_location,version_status,version_target,second_coder_required,author_final_decision,author_final_reason,human_confirmation_status
FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,2024-08-20,,2408.10495,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The secure-code agent repeatedly runs Bandit, returns findings to the LLM, and repairs generated Python code until the security condition or iteration limit is reached.",public full text pp. 1; https://arxiv.org/pdf/2408.10495,,,yes_after_author_inclusion,,,pending
FMS0789,Hybridizing Large Language Models and Markov Processes: a New Paradigm for Autonomous Penetration Testing,2025-11-28,10.23939/acps2025.02.146,,crossref,not_available,title_abstract_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",title/abstract and source metadata; https://doi.org/10.23939/acps2025.02.146,,,no,,,pending
FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback,2026-01-01,,2601.00509,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Compiler, CodeQL, and KLEE results drive iterative LLM repair, with successful prior repairs retrieved to guide later candidates.","public full text pp. 1, 2; https://arxiv.org/pdf/2601.00509",,,yes_after_author_inclusion,,,pending
FMS0825,Investigating Metamorphic Fuzz Oracle Enhancement via Large Language Models,2026-06-12,,2606.14164,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study uses LLMs to enhance metamorphic fuzzing oracles, while the evaluated execution path remains a fixed testing pipeline.","public full text pp. 1, 3; https://arxiv.org/pdf/2606.14164",,,no,,,pending
FMS0831,ISC4DGF: Enhancing Directed Grey-box Fuzzing with LLM-Driven Initial Seed Corpus Generation,2024-09-22,,2409.14329,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The LLM generates the initial seed corpus, but runtime feedback does not return to the LLM or agent runtime.","public full text pp. 1, 3; https://arxiv.org/pdf/2409.14329",,,no,,,pending
FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,2025-12-01,,,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 3, 11; https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf",,,yes_after_author_inclusion,,,pending
FMS0844,KQFuzz: Knowledge-Guided Fuzzing for Quantum Libraries via Large Language Models,2026-07-28,,2607.25647,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"KQFuzz grounds LLM seed generation in codebase knowledge, then applies fitness evaluation and deterministic mutations without returning fuzzing feedback to the LLM.",public full text pp. 1; https://arxiv.org/pdf/2607.25647,,,no,,,pending
FMS0850,Large Language Model assisted Hybrid Fuzzing,2024-12-20,,2412.15931,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 4, 2; https://arxiv.org/pdf/2412.15931",,,yes_after_author_inclusion,,,pending
FMS0885,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,2025-05-16,10.1145/3744916.3773256,2505.10961,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,VulTrial passes vulnerability arguments among specialized agents over multiple discussion rounds before a review-board verdict.,"public full text pp. 2, 1, 5; https://arxiv.org/pdf/2505.10961",,,yes_after_author_inclusion,,,pending
FMS0886,Leveraging GPT-4 for Vulnerability-Witnessing Unit Test Generation,2025-06-13,,2506.11559,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,GPT-4 generates vulnerability-witnessing tests in a one-shot/semi-automated workflow whose validation remains manual.,"public full text pp. 2, 1; https://arxiv.org/pdf/2506.11559",,,no,,,pending
FMS0888,Leveraging Large Language Models for Command Injection Vulnerability Analysis in Python: An Empirical Study on Popular Open-Source Projects,2025-05-21,,2505.15088,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The LLM produces command-injection findings and test suggestions, while execution validation is performed as a downstream study procedure rather than an adaptive Agentic loop.","public full text pp. 1, 20, 2, 3; https://arxiv.org/pdf/2505.15088",,,no,,,pending
FMS0890,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries,2025-07-20,10.1109/cars67163.2025.11337309,2507.15058,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2507.15058",,,yes_after_author_inclusion,,,pending
FMS0891,LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries,2025-05-13,,2505.08842,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The agents assess ecosystem and project risk rather than discover or validate target-software vulnerabilities.,public full text pp. 1; https://arxiv.org/pdf/2505.08842,,,no,,,pending
FMS0899,LLAMAFUZZ: Large Language Model Enhanced Greybox Fuzzing,2024-06-11,,2406.07714,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"LLAMAFUZZ uses an LLM to improve structured-input generation for greybox fuzzing, but the reviewed workflow does not expose adaptive Agent-runtime control of later executions.",public full text pp. 1; https://arxiv.org/pdf/2406.07714,,,no,,,pending
FMS0902,LLM Agentic Workflow for Automated Vulnerability Detection and Remediation in Infrastructure-as-Code,2025-01-01,10.1109/access.2025.3560911,,ieee_crossref,fetch_failed,title_abstract_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The evaluated system is a fixed retrieval-detection-report pipeline, while a feedback mechanism is described as future work; retain it as adjacent synthesis rather than study-level evidence.",title/abstract and source metadata; https://doi.org/10.1109/access.2025.3560911,,,no,,,pending
FMS0904,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?,2025-10-16,,2510.14700,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2510.14700",,,yes_after_author_inclusion,,,pending
FMS0911,LLM-based multi-agent system for generation and evolution of CodeQL static analysis rules for C/C++,2026-4-2,10.17212/2782-2230-2026-1-9-28,,crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.17212/2782-2230-2026-1-9-28,,,pending_full_text_and_author_inclusion,,,pending
FMS0913,LLM-based Vulnerability Detection at Project Scale: An Empirical Study,2026-01-27,,2601.19239,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The study executes project-scale LLM and agent-centric detectors, including multi-agent repository analysis, and compares their observable findings and resource use.","public full text pp. 1, 2; https://arxiv.org/pdf/2601.19239",,,yes_after_author_inclusion,,,pending
FMS0914,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,2025-05-23,,2505.17416,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 6, 2; https://arxiv.org/pdf/2505.17416",,,yes_after_author_inclusion,,,pending
FMS0916,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,2025-09-18,,2509.15433,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,SAST-Genius passes Semgrep findings into an LLM triage and PoC-generation workflow so candidate decisions determine later validation actions.,"public full text pp. 1, 2; https://arxiv.org/pdf/2509.15433",,,yes_after_author_inclusion,,,pending
FMS0922,LLM-JDFuzz: A Large Language Model-Based Automated Java Deserialization Payload Generation Framework,2026-2-26,10.3390/electronics15050954,,crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://mdpi-res.com/d_attachment/electronics/electronics-15-00954/article_deploy/electronics-15-00954.pdf",,,yes_after_author_inclusion,,,pending
FMS0925,LLM-SmartAudit: Advanced Smart Contract Vulnerability Detection,2024-10-12,,2410.09381,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,LLM-SmartAudit uses specialized conversational agents and iterative feedback to move from contract analysis through vulnerability identification to a final audit report.,"public full text pp. 1, 2, 8; https://arxiv.org/pdf/2410.09381",,,yes_after_author_inclusion,,,pending
FMS0927,LLM4CVE: Enabling Iterative Automated Vulnerability Repair with Large Language Models,2025-01-07,,2501.03446,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 3, 1, 5, 4; https://arxiv.org/pdf/2501.03446",,,yes_after_author_inclusion,,,pending
FMS0928,LLM4Fuzz: Guided Fuzzing of Smart Contracts with Large Language Models,2024-01-20,,2401.11108,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,LLM4Fuzz converts LLM predictions into smart-contract fuzzing guidance; runtime exploration proceeds without a later LLM-controlled feedback step.,public full text pp. 1; https://arxiv.org/pdf/2401.11108,,,no,,,pending
FMS0933,LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions,2025-07-03,,2507.05272,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2507.05272",,,yes_after_author_inclusion,,,pending
FMS0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models,2025-10-11,,2510.10179,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2510.10179,,,yes_after_author_inclusion,,,pending
FMS0944,Local LLM Agents as Vulnerable Runtimes:A Source-Code Audit of the Agent Runtime Layer,2026-06-19,,2606.21071,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"CLAWAUDIT audits agent-runtime source code, but the auditing method is a static analysis pipeline rather than an observable Agentic tool-feedback workflow.","public full text pp. 1, 6; https://arxiv.org/pdf/2606.21071",,,no,,,pending
FMS0945,Locus: Agentic Predicate Synthesis for Directed Fuzzing,2025-08-29,10.1145/3744916.3773102,,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://obj.umiacs.umd.edu/locus/2508.21302v3.pdf,,,yes_after_author_inclusion,,,pending
FMS0946,Logic layer Prompt Control Injection (LPCI): A Novel Security Vulnerability Class in Agentic Systems,2025-07-14,,2507.10457,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 5, 2; https://arxiv.org/pdf/2507.10457",,,no,,,pending
FMS0947,Logic Meets Magic: LLMs Cracking Smart Contract Vulnerabilities,2025-01-13,,2501.07058,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study evaluates prompt-based smart-contract vulnerability classification without an Agent runtime, adaptive tool selection, or target-execution feedback.",public full text pp. 1; https://arxiv.org/pdf/2501.07058,,,no,,,pending
FMS0948,LogicScan: An LLM-driven Framework for Detecting Business Logic Vulnerabilities in Smart Contracts,2026-02-03,,2602.03271,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"LogicScan performs contrastive, LLM-assisted auditing, but the available material does not establish an adaptive Agent runtime controlling tools or execution.","public full text pp. 2, 1, 3; https://arxiv.org/pdf/2602.03271",,,no,,,pending
FMS0957,MALLS: Multi-Agent LLMs for Synthetic Hardware Vulnerability Generation and Detection,2025-11-10,10.1109/iccd65941.2025.00116,,ieee_crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,Generator and discriminator agents exchange vulnerability feedback and retain difficult cases; full text is still needed before study-level coding.,title/abstract and source metadata; https://doi.org/10.1109/iccd65941.2025.00116,,,pending_full_text_and_author_inclusion,,,pending
FMS0961,"Mapping the Exploitation Surface: A 10,000-Trial Taxonomy of What Makes LLM Agents Exploit Vulnerabilities",2026-04-06,,2604.04561,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The study executes tool-using agents in Docker sandboxes across controlled prompt conditions and records their multi-step vulnerability-exploitation trajectories.,"public full text pp. 2, 1, 3; https://arxiv.org/pdf/2604.04561",,,yes_after_author_inclusion,,,pending
FMS0964,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,2025-05-17; 2026-7-22,10.1145/3832325,2505.11963,acm_crossref; arxiv; crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2505.11963",,,yes_after_author_inclusion,,,pending
FMS0966,MASFuzzer: Fuzz Driver Generation and Adaptive Scheduling via Multidimensional API Sequences,2026-04-20,,2604.17977,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 4; https://arxiv.org/pdf/2604.17977",,,yes_after_author_inclusion,,,pending
FMS0968,Mastermind: Strategy-grounded Learning for Repository-Scale Vulnerability Reproduction,2026-07-02,,2607.01764,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Mastermind repeatedly plans, executes, verifies, and updates strategy for repository-scale PoC reproduction and patched-build checking.",public full text pp. 1; https://arxiv.org/pdf/2607.01764,,,yes_after_author_inclusion,,,pending
FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learning Framework Fuzzing via LLMs,2025-06-21,,2506.17642,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2506.17642",,,yes_after_author_inclusion,,,pending
FMS0990,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,2026-06-29,,2606.30602,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,MESA addresses security of multi-agent communication and contributes governance context rather than target-software vulnerability-mining evidence.,"public full text pp. 1, 2, 3, 4; https://arxiv.org/pdf/2606.30602",,,no,,,pending
FMS0994,Mind the Gap: Towards Generalizable Autonomous Penetration Testing via Domain Randomization and Meta-Reinforcement Learning,2024-12-05,,2412.04078,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 2, 1, 4, 9; https://arxiv.org/pdf/2412.04078",,,no,,,pending
FMS0998,MINDSTATE: Systematic Analysis of Belief Manipulation Vulnerabilities in Multi-Agent LLM Networks,2025-10-10,10.1109/urtc68753.2025.11532991,,ieee_crossref,not_available,title_abstract_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.",title/abstract and source metadata; https://doi.org/10.1109/urtc68753.2025.11532991,,,no,,,pending
FMS1002,MirrorFuzz: Leveraging LLM and Shared Bugs for Deep Learning Framework APIs Fuzzing,2025-10-17,10.1109/tse.2025.3619966,2510.15690,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"MirrorFuzz uses LLM-derived shared-bug knowledge to generate deep-learning API tests before fuzz execution, without an LLM-controlled runtime feedback loop.","public full text pp. 2, 1; https://arxiv.org/pdf/2510.15690",,,no,,,pending
FMS1004,Mitigating Taint-Style Vulnerabilities in MCP Servers via Security-Aware Tool Descriptions,2026-07-08,,2607.07461,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,SPELLSMITH mitigates MCP tool-description taint in agent applications; it is retained as agent-security background rather than target-software discovery evidence.,"public full text pp. 3, 1; https://arxiv.org/pdf/2607.07461",,,no,,,pending
FMS1017,Multi-Agent Penetration Testing AI for the Web,2025-08-28,,2508.20816,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2508.20816",,,yes_after_author_inclusion,,,pending
FMS1021,MulVul: Retrieval-augmented Multi-Agent Code Vulnerability Detection via Cross-Model Prompt Evolution,2026-01-26,,2601.18847,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,MulVul provides retrieval-augmented multi-agent vulnerability classification and prompt refinement without an observable target execution or security-tool feedback loop.,"public full text pp. 2, 1; https://arxiv.org/pdf/2601.18847",,,no,,,pending
FMS1024,Mystique: Automated Vulnerability Patch Porting with Semantic and Syntactic-Enhanced LLM,2025-6-19,10.1145/3715718,,acm_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://chenbihuan.github.io/paper/fse25-wu-mystique.pdf",,,yes_after_author_inclusion,,,pending
FMS1031,Needles at Scale: LLM-Assisted Target Selection for Windows Vulnerability Research,2026-05-31,,2606.01364,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The LLM labels a batch prioritization substrate for later analysts or agents; the paper does not itself perform downstream vulnerability mining.,"public full text pp. 1, 2; https://arxiv.org/pdf/2606.01364",,,no,,,pending
FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,2025-04-22,,2504.16057,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2504.16057",,,yes_after_author_inclusion,,,pending
FMS1040,NYU CTF Bench: A Scalable Open-Source Benchmark Dataset for Evaluating LLMs in Offensive Security,2024-06-08,,2406.05590,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 1, 5, 3, 2; https://arxiv.org/pdf/2406.05590",,,no,,,pending
FMS1041,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,2026-01-30,,2601.22770,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"TMV-Hunter uses GUI agents to explore Android applications, observe network behavior, and expose TLS-validation failures before downstream attribution.","public full text pp. 3, 1, 2; https://arxiv.org/pdf/2601.22770",,,yes_after_author_inclusion,,,pending
FMS1054,Once4All: Skeleton-Guided SMT Solver Fuzzing with LLM-Synthesized Generators,2025-08-28,,2508.20340,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,LLMs synthesize reusable generators as a one-time setup step; the subsequent fuzzer is not controlled by an LLM agent.,"public full text pp. 1, 2; https://arxiv.org/pdf/2508.20340",,,no,,,pending
FMS1055,"One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",2025-11-12,10.1145/3744916.3773198,2511.09134,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,LASiR uses LLM-selected semantic variables and warning review to guide static taint analysis and symbolic path-reachability verification.,"public full text pp. 1, 5; https://arxiv.org/pdf/2511.09134",,,yes_after_author_inclusion,,,pending
FMS1063,Orion: Fuzzing Workflow Automation,2025-09-18,,2509.15195,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2509.15195",,,yes_after_author_inclusion,,,pending
FMS1076,PATCHEVAL: A New Benchmark for Evaluating LLMs on Patching Real-World Vulnerabilities,2025-11-14,,2511.11019,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,PatchEval executes code and repair agents on CVE tasks and validates their patches with security and functionality tests in runtime sandboxes.,public full text pp. 1; https://arxiv.org/pdf/2511.11019,,,yes_after_author_inclusion,,,pending
FMS1081,Pen-Strategist: A Reasoning Framework for Penetration Testing Strategy Formation and Analysis,2026-05-06,,2605.04499,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Pen-Strategist converts generated strategies into actionable steps, integrates with pentesting frameworks and MCP tools, and records iterative execution outcomes on vulnerable machines.","public full text pp. 2, 1, 4; https://arxiv.org/pdf/2605.04499",,,yes_after_author_inclusion,,,pending
FMS1082,Penetration Testing of Agentic AI: A Comparative Security Analysis Across Models and Frameworks,2025-12-16,,2512.14860,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 1, 3; https://arxiv.org/pdf/2512.14860",,,no,,,pending
FMS1083,PenForge: On-the-Fly Expert Agent Construction for Automated Penetration Testing,2026-01-11,,2601.06910,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2601.06910",,,yes_after_author_inclusion,,,pending
FMS1084,Penhealnet: An Agent-Based Llm Framework for Automated Pentesting and Optimal Remediation,2024-01-01,10.2139/ssrn.4941478,,crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.2139/ssrn.4941478,,,pending_full_text_and_author_inclusion,,,pending
FMS1085,"PENTEST-AI, an LLM-Powered Multi-Agents Framework for Penetration Testing Automation Leveraging Mitre Attack",2024-9-2,10.1109/csr61664.2024.10679480,,ieee_crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.1109/csr61664.2024.10679480,,,pending_full_text_and_author_inclusion,,,pending
FMS1087,PentestEval: Benchmarking LLM-based Penetration Testing with Modular and Stage-Level Design,2025-12-16,,2512.14233,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3, 2; https://arxiv.org/pdf/2512.14233",,,yes_after_author_inclusion,,,pending
FMS1088,PentestMCP: LLM and MCP Based Multi-Agent Framework for Automated Penetration Testing,2025-11-4,10.21203/rs.3.rs-7582841/v1,,crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2, 3; https://assets-eu.researchsquare.com/files/rs-7582841/v1_covered_6b896846-7fe1-4369-88c9-9aba18c15e3f.pdf",,,yes_after_author_inclusion,,,pending
FMS1090,"Persistent Human Feedback, LLMs, and Static Analyzers for Secure Code Generation and Vulnerability Detection",2026-02-05; 2026-3-17,10.1109/saner-c67878.2026.00042,2602.05868,arxiv; ieee_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The empirical component evaluates static analyzers and human labels; persistent human-feedback retrieval is proposed as a conceptual framework rather than an evaluated Agentic workflow.,public full text pp. 1; https://arxiv.org/pdf/2602.05868,,,no,,,pending
FMS1093,"PILOT: Command-Line Interface Fuzzing Via Path-Guided, Iterative Large Language Model Prompting",2025-11-25; 2026-5-18,10.1109/sp63933.2026.00211,2511.20555,arxiv; crossref; ieee_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2511.20555",,,yes_after_author_inclusion,,,pending
FMS1095,PoCEvolve: Generating Proof-of-Concept Exploits from Security Patches with Vulnerability-Aware Prompt Evolution,2026-07-24,,2607.22076,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.22076",,,yes_after_author_inclusion,,,pending
FMS1096,PoCGen: Generating Proof-of-Concept Exploits for Vulnerabilities in Npm Packages,2025-06-05,,2506.04962,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2, 3; https://arxiv.org/pdf/2506.04962",,,yes_after_author_inclusion,,,pending
