disagreement_id,record_id,cohort,title,field,field_type,coder_x_label,coder_y_label,evidence_status,evidence_location_lead,evidence_excerpt_lead,evidence_summary,codebook_rule,human_final_label,brief_reason,evidence_location_verified,unresolved,reviewer_initials,review_date,row_status,task_id,case_id,third_party_task_id,third_party_case_id,third_party_row_type,third_party_study_title,third_party_material_path,third_party_material_sha256,third_party_final_label,third_party_verified_evidence_locator,third_party_brief_reason,third_party_confidence,third_party_unresolved,third_party_reviewer_initials,third_party_review_date,third_party_original_final_label,decision_provenance
FMS0752__lifecycle,FMS0752,final_multisource_132,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,lifecycle coverage,multi-label,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,source-linked lead,https://arxiv.org/pdf/2512.03420 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"of the three-shot success rate by approximately 20% compared Large Language Models (LLMs) in synthesizing functional to state-of-the-art techniques, reaching 87% for C and 81% source code [13], [14] and reasoning over complex program- for C++. Our one-hour fuzzing results show that more",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",execution observation,"execution observation: p.1“Tradi- tional approaches through program analysis [8], [9], [10] or runtime feedback [5], [11], [12] often struggle with incorrect execution contexts or function invocations, especially in the context of internal functions, resulting in a low success rate.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1; papers/A131.pdf,no,OY,2026-08-24,ready,R2-391,A131,R2-391,A131,disagreement,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,papers/A131.pdf,11EDE04AAAFB5B3FD9AF85D06D8502BDF43F907231E261044241EA2BB53E39DC,execution observation,p.1; papers/A131.pdf,"execution observation: p.1“Tradi- tional approaches through program analysis [8], [9], [10] or runtime feedback [5], [11], [12] often struggle with incorrect execution contexts or function invocations, especially in the context of internal functions, resulting in a low success rate.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
U26__lifecycle,U26,released_67,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,lifecycle coverage,multi-label,candidate analysis;execution observation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,"https://arxiv.org/abs/2604.12172 | Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results). | excerpt pages 1","[p.1] The Ronin Network ($625M), Wormhole ($320M), and Nomad ($190M) exploits share a fundamental pathology: they were not caused by standard cryptographic failures or simple arithmetic overflows. [p.1] COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery Dominik Blain QreativeLab Gatineau, QC, Canada dominik@qreativelab.io Abstract—Cross-chain bridge exploits have caused over $1.1B in losses through a single recurring pathology: temporal ordering violations in distributed state machines.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",no qualifying label observed,"本文的主任务表述为“OBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery Dominik Blain QreativeLab Gatineau, QC, Canada dominik@qreativelab.io Abstract—Cross-chain bridge exploits have caused over $1.1B in losses through a single recurring pathology: temporal ordering violations in distributed state machines.”。在方法与实验部分未定位到系统实际执行本字段允许阶段的直接证据，因此不从研究领域或常见流程补标签。","p.1, Abstract/Introduction; papers/A035.pdf",no,OY,2026-08-24,ready,R2-392,A035,R2-392,A035,disagreement,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,papers/A035.pdf,C28FA54C44A89C53DA07EAAA0FF33D30E892F093E6D78B8F15A87B42321BE34A,no qualifying label observed,"p.1, Abstract/Introduction; papers/A035.pdf","本文的主任务表述为“OBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery Dominik Blain QreativeLab Gatineau, QC, Canada dominik@qreativelab.io Abstract—Cross-chain bridge exploits have caused over $1.1B in losses through a single recurring pathology: temporal ordering violations in distributed state machines.”。在方法与实验部分未定位到系统实际执行本字段允许阶段的直接证据，因此不从研究领域或常见流程补标签。",medium,no,OY,2026-08-24,,OY external rereview
FMS0916__principal_evidence,FMS0916,final_multisource_132,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,principal reported evidence output,single-label,reproducible validation,candidate judgment,source-linked lead,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,"dels (LLMs) and Static Application Security Testing Semgrep with a fine-tuned LLM for triage, exploit validation, and (SAST) to improve vulnerability discovery. Traditional SAST tools, remediation. while effective for proactive security, are limited by high false-positive • A large-scale evaluation across 25 GitHub projects (~250K rates and a lack of contextual understanding. Conversely, LLMs excel LOC), showing a 89.5% precision",A source-linked excerpt and locator are supplied as review leads for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,candidate judgment,"p.2 报告“LLMs can autonomously generate and validate PoC exploits for identified vulnerabilities. For example - in the case of an Android app with an exported component that is set to true, LLMs can be prompted to generate an ADB command to validate the reported finding [14].”。主要结果是检测、分类或定位候选的判断指标。",p.2; papers/A009.pdf,no,OY,2026-08-24,ready,R2-393,A009,R2-393,A009,disagreement,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,papers/A009.pdf,BC4271CDA1D783B6E2EFC34C20C14290ADC14A408FF703FA0D1750310625FB05,candidate judgment,p.2; papers/A009.pdf,"p.2 报告“LLMs can autonomously generate and validate PoC exploits for identified vulnerabilities. For example - in the case of an Android app with an exported component that is set to true, LLMs can be prompted to generate an ADB command to validate the reported finding [14].”。主要结果是检测、分类或定位候选的判断指标。",high,no,OY,2026-08-24,,OY external rereview
FMS0933__lifecycle,FMS0933,final_multisource_132,LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration,candidate analysis;execution observation;reproduction and validation,source-linked lead,https://arxiv.org/pdf/2507.05272 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions Daragh King1*, Vasileios Koutav",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",execution observation,"execution observation: p.1“In pursuit of this goal, we introduce Fuzzing Guidance (FG); FG acts as a means of directing LLMs towards correct WPs using program execution feedback. FG utilises fuzz testing for approximately checking the validity and weakness of candidate WPs, this information is then fed back to the LLM as a means of context refinement.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1; papers/A066.pdf,no,OY,2026-08-24,ready,R2-394,A066,R2-394,A066,disagreement,LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions,papers/A066.pdf,51004005E11F3D4B9D8642180018437680C6A34C52AADA755C88BF1674503EC9,execution observation,p.1; papers/A066.pdf,"execution observation: p.1“In pursuit of this goal, we introduce Fuzzing Guidance (FG); FG acts as a means of directing LLMs towards correct WPs using program execution feedback. FG utilises fuzz testing for approximately checking the validity and weakness of candidate WPs, this information is then fed back to the LLM as a means of context refinement.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
FMS0648__lifecycle,FMS0648,final_multisource_132,FalseCrashReducer: Mitigating False Positive Crashes in OSS-Fuzz-Gen Using Agentic AI,lifecycle coverage,multi-label,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,https://arxiv.org/pdf/2510.02185 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"plies and expertise required to manually develop fuzz drivers, methods LLMs to generate drivers at scale for critical open-source software. exist that leverage program analysis and Large Language Models to A persistent challenge, however, is that automatically generated dri-",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration; execution observation,"path and input exploration: p.9“The reader may therefore sug- gest focusing on public entry points, where drivers are easier and more reliable, while using directed fuzzing [17, 18, 24, 47], program state restriction [63], and smarter seeds [48, 61, 69] to reach deeper functions.”；execution observation: p.6“Integrating Crash Validation Agent: Similarly, we integrate the Crash Validation Agent to the end of the OSS-Fuzz-Gen’s pipeline, config- uring it to execute after crashes, classified by the Crash Analyzer as “Program Errors”, occurs.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.6；p.9; papers/A150.pdf,no,OY,2026-08-24,ready,R2-395,A150,R2-395,A150,disagreement,FalseCrashReducer: Mitigating False Positive Crashes in OSS-Fuzz-Gen Using Agentic AI,papers/A150.pdf,F9C46EFF39E6687D5E3076EC9B1AE4E429035383DD266C40AFA7BB4FE51A4788,path and input exploration; execution observation,p.6；p.9; papers/A150.pdf,"path and input exploration: p.9“The reader may therefore sug- gest focusing on public entry points, where drivers are easier and more reliable, while using directed fuzzing [17, 18, 24, 47], program state restriction [63], and smarter seeds [48, 61, 69] to reach deeper functions.”；execution observation: p.6“Integrating Crash Validation Agent: Similarly, we integrate the Crash Validation Agent to the end of the OSS-Fuzz-Gen’s pipeline, config- uring it to execute after crashes, classified by the Crash Analyzer as “Program Errors”, occurs.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
C04__capability,C04,released_67,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,cross-stage capability,multi-label,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,"https://arxiv.org/abs/2509.07225 | Paper pp. 1–2 (Abstract and AIxCC task model), pp. 2–10 (architecture, detection/PoV/patch workflows), and pp. 10–13 (evaluation). | excerpt pages 8, 10","[p.8] Except for XPatch, all patching strategies follow the same work- flow, illustrated in Figure 4: (1)Target Function Identification: Identify vulnerable func- tions using strategy-specific heuristics. (2) Metadata Extraction: Retrieve the complete function source code and surrounding context. (3) Patch Generation: Use LLMs to produce a revised version of the function body. [p.10] Context Retrieval.The strategy also supports dynamic context retrieval, enabling the LLM to request additional source code when needed: ""If you need the source code of any other function, please return the file paths and function names in the following JSON format:"" This feature supports comprehensive reasoning over complex vul- nerabilities that span multiple functions or require broader program context.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,feedback interpretation / loop adjustment,"feedback interpretation / loop adjustment: p.6“” Coverage-Guided Feedback.If x.bin does not trigger a crash, we also supply coverage feedback in the next iteration. The feed- back summarizes executed functions and branch decisions with ±3 lines of surrounding source context.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.6; papers/A119.pdf,no,OY,2026-08-24,ready,R2-396,A119,R2-396,A119,disagreement,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,papers/A119.pdf,DD62CE051B237EC069EC3B55107B68B75DDB6D2B5667EA0D7E53E474D2064E4C,feedback interpretation / loop adjustment,p.6; papers/A119.pdf,"feedback interpretation / loop adjustment: p.6“” Coverage-Guided Feedback.If x.bin does not trigger a crash, we also supply coverage feedback in the next iteration. The feed- back summarizes executed functions and branch decisions with ±3 lines of surrounding source context.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",high,no,OY,2026-08-24,,OY external rereview
FMS1639__lifecycle,FMS1639,final_multisource_132,ZERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2606.05567 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"defense remains untested. The causal consistency of multi- fully autonomous agent systems in 2024–2025 [4]. step attack chains likewise hinges on unstable LLM reasoning, Three lines of work have organized this space. The first and ag",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",no qualifying label observed,"本文的主任务表述为“ERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense Anlan Zheng Zhejiang University of Technology Hangzhou, China 302023660008@zjut.edu.cn Tiantian Zhu* Zhejiang University of Technology Hangzhou, China *ttzhu@zjut.edu.cn Abstract—LLM-driven automated penetration testing agents are typically evaluated against static”。在方法与实验部分未定位到系统实际执行本字段允许阶段的直接证据，因此不从研究领域或常见流程补标签。","p.1, Abstract/Introduction; papers/A135.pdf",no,OY,2026-08-24,ready,R2-397,A135,R2-397,A135,disagreement,ZERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense,papers/A135.pdf,89D61B5F46B94DDFB54C5DCA09CB61E2ED2AC05319A610731907118CF8C68E82,no qualifying label observed,"p.1, Abstract/Introduction; papers/A135.pdf","本文的主任务表述为“ERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense Anlan Zheng Zhejiang University of Technology Hangzhou, China 302023660008@zjut.edu.cn Tiantian Zhu* Zhejiang University of Technology Hangzhou, China *ttzhu@zjut.edu.cn Abstract—LLM-driven automated penetration testing agents are typically evaluated against static”。在方法与实验部分未定位到系统实际执行本字段允许阶段的直接证据，因此不从研究领域或常见流程补标签。",medium,no,OY,2026-08-24,,OY external rereview
FMS0782__capability,FMS0782,final_multisource_132,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,cross-stage capability,multi-label,feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2408.10495 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"niques; Software verification and validation; • Security and rity iteratively. Despite growing prominence, LLMs’ effectiveness privacy → Software and application security. in performing such end-to-end tasks remains unexplored. This paper bridges this gap by systematically investigating the capability",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,no qualifying label observed,"论文描述的相关流程为“Algorithm 1: The algorithm for secure code agent Input: Set of code generation tasks, 𝑇 ; Max iteration, 𝑘 Output: Set of secure code snippets, 𝑆 1 𝑆 ← ∅, 𝑉 ← ∅, 𝑖 ← 1 2 for 𝑡 in 𝑇 do 3 𝑝 ← LLM_gen(𝑡), (𝑓 𝑎𝑖𝑙𝑒𝑑, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸) ← scanner(p) 4 if 𝑓 𝑎𝑖𝑙𝑒𝑑 then 5 𝑉 ← 𝑉 ∪ {( 𝑝, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸)} 6 else 7 𝑆 ← 𝑆 ∪ {𝑝} 8 end 9 end 10 while 𝑖 ≤ 𝑘 and 𝑉 ≠ ∅do 11 𝑉𝑡𝑒𝑚𝑝 ← ∅ 12 for (𝑣, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸) in 𝑉 do 13 𝑣 𝑓 𝑖𝑥 ← LLM_repair(𝑣, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸) 1”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",p.4; papers/A102.pdf,no,OY,2026-08-24,ready,R2-398,A102,R2-398,A102,disagreement,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,papers/A102.pdf,2C392CAD15EED6292BED1B41A92FC95565DBB51EB8D802A04C75EA62C5735CED,no qualifying label observed,p.4; papers/A102.pdf,"论文描述的相关流程为“Algorithm 1: The algorithm for secure code agent Input: Set of code generation tasks, 𝑇 ; Max iteration, 𝑘 Output: Set of secure code snippets, 𝑆 1 𝑆 ← ∅, 𝑉 ← ∅, 𝑖 ← 1 2 for 𝑡 in 𝑇 do 3 𝑝 ← LLM_gen(𝑡), (𝑓 𝑎𝑖𝑙𝑒𝑑, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸) ← scanner(p) 4 if 𝑓 𝑎𝑖𝑙𝑒𝑑 then 5 𝑉 ← 𝑉 ∪ {( 𝑝, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸)} 6 else 7 𝑆 ← 𝑆 ∪ {𝑝} 8 end 9 end 10 while 𝑖 ≤ 𝑘 and 𝑉 ≠ ∅do 11 𝑉𝑡𝑒𝑚𝑝 ← ∅ 12 for (𝑣, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸) in 𝑉 do 13 𝑣 𝑓 𝑖𝑥 ← LLM_repair(𝑣, 𝐼 𝑁 𝐹𝑂 𝐶𝑊 𝐸) 1”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",medium,no,OY,2026-08-24,,OY external rereview
FMS1093__capability,FMS1093,final_multisource_132,"PILOT: Command-Line Interface Fuzzing Via Path-Guided, Iterative Large Language Model Prompting",cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,source-linked lead,https://arxiv.org/pdf/2511.20555 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"en, PILOT mostly provided beforehand as prior knowledge with manual iteratively repeats the process, and provides reached functions efforts in state-of-the-art approaches. This not only brings as additional context so that target functions are reached. additional human efforts, but also leads to challenges in Our evaluation on real-world C",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,feedback interpretation / loop adjustment,"feedback interpretation / loop adjustment: p.5“Covered-path Feedback If the target function is not reached (Algorithm 1④and ⑤), the feedback phase utilizes execution results to refine and guide subsequent seed generation attempts (Algorithm 1 ⑥).”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.5; papers/A158.pdf,no,OY,2026-08-24,ready,R2-399,A158,R2-399,A158,disagreement,"PILOT: Command-Line Interface Fuzzing Via Path-Guided, Iterative Large Language Model Prompting",papers/A158.pdf,F5C7CB9A15CE405652DFB715770D996EB35F4A4DAF61454B432F867C7B2719ED,feedback interpretation / loop adjustment,p.5; papers/A158.pdf,"feedback interpretation / loop adjustment: p.5“Covered-path Feedback If the target function is not reached (Algorithm 1④and ⑤), the feedback phase utilizes execution results to refine and guide subsequent seed generation attempts (Algorithm 1 ⑥).”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",high,no,OY,2026-08-24,,OY external rereview
C22__capability,C22,released_67,TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability,cross-stage capability,multi-label,feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,"https://doi.org/10.1109/TSE.2025.3584774 | Paper pp. 1–3 (Abstract/motivation), pp. 4–9 (LLM debugging and PoC workflow), and pp. 9–14 (RQ1–RQ5 and CVE-to-binary tables). | excerpt pages 5, 1","[p.5] To achieve this, we use the state-of-the-art directed fuzzing tool SelectFuzz, which is designed for crash reproduction. [p.1] Traditional meth- ods focus primarily on detecting reused vulnerability code in target software but lack the ability to conﬁrm whether these vulnerabilities can be triggered in new software contexts.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,no qualifying label observed,"论文描述的相关流程为“2396 IEEE TRANSACTIONS ON SOFTWARE ENGINEERING, VOL. 51, NO. 8, AUGUST 2025 TransferFuzz-Pro: Large Language Model Driven Code Debugging Technology for Verifying Propagated Vulnerability Siyuan Li , Kaiyu Xie , Yuekang Li , Hong Li , Yimo Ren , Limin Sun , and Hongsong Zhu , Member, IEEE Abstract—Code reuse in software development frequently I. INTRODUCTION ”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。","p.1, Abstract/Introduction; papers/A067.txt",no,OY,2026-08-24,ready,R2-400,A067,R2-400,A067,disagreement,TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability,papers/A067.txt,2072B6EB6188E5F5C1A33E9ED37318169EFF328D02023BB76D3BB22C8BA01A15,no qualifying label observed,"p.1, Abstract/Introduction; papers/A067.txt","论文描述的相关流程为“2396 IEEE TRANSACTIONS ON SOFTWARE ENGINEERING, VOL. 51, NO. 8, AUGUST 2025 TransferFuzz-Pro: Large Language Model Driven Code Debugging Technology for Verifying Propagated Vulnerability Siyuan Li , Kaiyu Xie , Yuekang Li , Hong Li , Yimo Ren , Limin Sun , and Hongsong Zhu , Member, IEEE Abstract—Code reuse in software development frequently I. INTRODUCTION ”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",medium,no,OY,2026-08-24,,OY external rereview
FMS0152__capability,FMS0152,final_multisource_132,Agentic Vulnerability Reasoning on COTS Binaries,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2605.05000 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"while other systems rely synthesizing debugger-verified proof-of-concept (PoC) crashes. We on handcrafted queries, fuzzing harnesses, or source-level evaluate S LYP and production coding agents, including Claude representations that are unavailable for production Windows Code and Codex, on COTS Windows binaries centered on a 20- binaries [5, 7, 8].",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,no qualifying label observed,"论文描述的相关流程为“This discrepancy raises an important question: can modern LLM agents reason about vulnerabilities in critical COTS binaries? Motivated by this question, we build SLYP, a REACT -style pipeline for end-to-end vulnerability discovery and validation of COTS binaries.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",p.1; papers/A096.pdf,no,OY,2026-08-24,ready,R2-401,A096,R2-401,A096,disagreement,Agentic Vulnerability Reasoning on COTS Binaries,papers/A096.pdf,E66DC66E8FF8BF6CD52FB46D181C2FF62E021A31E8F5905B97207287B4443BBE,no qualifying label observed,p.1; papers/A096.pdf,"论文描述的相关流程为“This discrepancy raises an important question: can modern LLM agents reason about vulnerabilities in critical COTS binaries? Motivated by this question, we build SLYP, a REACT -style pipeline for end-to-end vulnerability discovery and validation of COTS binaries.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",medium,no,OY,2026-08-24,,OY external rereview
FMS0741__lifecycle,FMS0741,final_multisource_132,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,lifecycle coverage,multi-label,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2509.07939 | role p.1; action p.1; feedback p.4; evaluation p.2,"onsistent vulnerability assessment for enter- prise systems. Existing LLM agents for penetration testing primarily rely on self-guided reasoning, which can produce inaccurate or hallucinated procedural steps. As",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis,"candidate analysis: p.3“To achieve this, penetration testers leverage tools, such as NMap (Nmap), Metasploit (Maynor & Wilhelm, 2007), and Nessus (Tenable), to automate various stages of the testing process, from network scanning and vulnerability detection to the exploitation of weaknesses.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.3; papers/A125.pdf,no,OY,2026-08-24,ready,R2-402,A125,R2-402,A125,disagreement,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,papers/A125.pdf,200B80C8CC73726ED4EC8147F0005D5BBEA234797761043201F6189DE93E040C,candidate analysis,p.3; papers/A125.pdf,"candidate analysis: p.3“To achieve this, penetration testers leverage tools, such as NMap (Nmap), Metasploit (Maynor & Wilhelm, 2007), and Nessus (Tenable), to automate various stages of the testing process, from network scanning and vulnerability detection to the exploitation of weaknesses.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
FMS0500__lifecycle,FMS0500,final_multisource_132,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,lifecycle coverage,multi-label,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2502.10931 | role p.1; action p.1; feedback p.1; evaluation p.1,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis; execution observation,"candidate analysis: p.1“I NTRODUCTION L ARGE language models (LLMs) have demonstrated re- markable potential in cybersecurity applications such as vulnerability detection [2, 16, 23], bug localization [21, 50], *Authors contributed equally to this research.”；execution observation: p.13“Intercode: Standardizing and bench- marking interactive coding with execution feedback. In Conference on Neural Information Processing Systems Datasets and Benchmarks Track , 2023.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1；p.13; papers/A149.pdf,no,OY,2026-08-24,ready,R2-403,A149,R2-403,A149,disagreement,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,papers/A149.pdf,9669A220D6B0FCF37A3BDCD8EDA3DCEC5A70312C85A2DBF3F3206D8876DA7D24,candidate analysis; execution observation,p.1；p.13; papers/A149.pdf,"candidate analysis: p.1“I NTRODUCTION L ARGE language models (LLMs) have demonstrated re- markable potential in cybersecurity applications such as vulnerability detection [2, 16, 23], bug localization [21, 50], *Authors contributed equally to this research.”；execution observation: p.13“Intercode: Standardizing and bench- marking interactive coding with execution feedback. In Conference on Neural Information Processing Systems Datasets and Benchmarks Track , 2023.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
