matrix_id,system,primitive_family,use_role,named_tools,source_location,role_assignment_basis,extraction_note
U33,VulnAgent-R2,runtime_oracle,both,static code analysis;harness execution;sanitizer evidence,"Paper pp. 1–6 (evidence-calibrated architecture), pp. 6–11 (benchmark/dynamic-verification evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U33,VulnAgent-R2,replay_poc_pov,both,static code analysis;harness execution;sanitizer evidence,"Paper pp. 1–6 (evidence-calibrated architecture), pp. 6–11 (benchmark/dynamic-verification evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,fuzzing_input_harness,both,generated Java harnesses;coverage-guided fuzzing,"Paper pp. 1–5 (five-agent harness workflow), pp. 5–8 (coverage-guided evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,runtime_oracle,both,generated Java harnesses;coverage-guided fuzzing,"Paper pp. 1–5 (five-agent harness workflow), pp. 5–8 (coverage-guided evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U35,vEcho,static_taint_specification,both,CodeQL;rule-based static analysis,"Paper pp. 1–6 (memory/tool design), pp. 6–11 (benchmark and zero-day case study), pp. 11–13 (limitations/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U36,FuzzySQL,fuzzing_input_harness,evaluation/support use,DBMS fuzzing;crash/logic oracles;replay validation,"Paper pp. 1–14 (stateful fuzzing/error repair), pp. 14–22 (evaluation/cases), and p. 28 (disclosure-status appendix).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U36,FuzzySQL,runtime_oracle,evaluation/support use,DBMS fuzzing;crash/logic oracles;replay validation,"Paper pp. 1–14 (stateful fuzzing/error repair), pp. 14–22 (evaluation/cases), and p. 28 (disclosure-status appendix).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U36,FuzzySQL,replay_poc_pov,evaluation/support use,DBMS fuzzing;crash/logic oracles;replay validation,"Paper pp. 1–14 (stateful fuzzing/error repair), pp. 14–22 (evaluation/cases), and p. 28 (disclosure-status appendix).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U37,QRS,static_taint_specification,evaluation/support use,rule synthesis;static scanning;finding validation,"Paper pp. 1–8 (QRS triad and validation), pp. 8–17 (historical/new-CVE evaluation), and CVE tables/appendices.",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U37,QRS,replay_poc_pov,evaluation/support use,rule synthesis;static scanning;finding validation,"Paper pp. 1–8 (QRS triad and validation), pp. 8–17 (historical/new-CVE evaluation), and CVE tables/appendices.",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,runtime_oracle,both,PoC execution;dual-loop replay validation,"Paper pp. 1–10 (dual-loop reproduction architecture), pp. 10–18 (617-case evaluation and discussion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,replay_poc_pov,both,PoC execution;dual-loop replay validation,"Paper pp. 1–10 (dual-loop reproduction architecture), pp. 10–18 (617-case evaluation and discussion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U39,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,static_taint_specification,both,similarity/static detection;patch generation and tests,"Paper pp. 1–7 (VKB and five-stage pipeline), pp. 7–11 (detection/repair evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U39,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,patch_build_test,both,similarity/static detection;patch generation and tests,"Paper pp. 1–7 (VKB and five-stage pipeline), pp. 7–11 (detection/repair evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U40,VulnResolver,static_taint_specification,both,static analysis tools;PoC execution;runtime feedback;patch validation,"Paper pp. 1–7 (hybrid issue-resolution workflow), pp. 7–13 (SEC-bench evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U40,VulnResolver,runtime_oracle,both,static analysis tools;PoC execution;runtime feedback;patch validation,"Paper pp. 1–7 (hybrid issue-resolution workflow), pp. 7–13 (SEC-bench evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U40,VulnResolver,replay_poc_pov,both,static analysis tools;PoC execution;runtime feedback;patch validation,"Paper pp. 1–7 (hybrid issue-resolution workflow), pp. 7–13 (SEC-bench evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U40,VulnResolver,patch_build_test,both,static analysis tools;PoC execution;runtime feedback;patch validation,"Paper pp. 1–7 (hybrid issue-resolution workflow), pp. 7–13 (SEC-bench evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U41,Multi-Agent Taint Specification Extraction for Vulnerability Detection,static_taint_specification,both,CodeQL;taint-specification extraction,"Paper pp. 1–10 (SemTaint architecture), pp. 10–14 (evaluation and unknown-vulnerability/disclosure boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large,fuzzing_input_harness,workflow-active use,not specified,"Reviewed full text, p.13, 16, 17",Explicit matches: fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.2, 12, 13",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large,runtime_oracle,workflow-active use,not specified,"Reviewed full text, p.7, 11",Explicit matches: sanitizer; execution feedback; execution trace.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large,replay_poc_pov,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: PoC; Proof-of-Concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0100,ACFIX,static_taint_specification,workflow-active use,foundry;Slither,"Reviewed full text, p.1, 4, 7, 8, 11, 13, 15, 16",Explicit matches: taint analysis; static analysis; data flow analysis; Slither.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0100,ACFIX,symbolic_constraint,workflow-active use,foundry;Slither,"Public full text, extracted pages 1, 4, 6, 10, 18; https://arxiv.org/abs/2403.06838",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0100,ACFIX,patch_build_test,workflow-active use,foundry;Slither,"Reviewed full text, p.6, 10, 19, 20",Explicit matches: unit test; Patch Validation; patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0105,Adaptive Plan-Execute Framework for Smart Contract Security Auditing,static_taint_specification,both,CodeQL;Docker;slither;Slither,"Reviewed full text, p.2, 3, 6, 9, 13, 14, 15, 17",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0105,Adaptive Plan-Execute Framework for Smart Contract Security Auditing,symbolic_constraint,both,CodeQL;Docker;slither;Slither,"Reviewed full text, p.3, 20, 22",Explicit matches: symbolic execution; formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0109,Advanced Smart Contract Vulnerability Detection via LLM-Powered Multi-Agent Syst,static_taint_specification,workflow-active use,Slither,"Reviewed full text, p.8, 9, 10, 15, 16",Explicit matches: Slither; static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0109,Advanced Smart Contract Vulnerability Detection via LLM-Powered Multi-Agent Syst,symbolic_constraint,workflow-active use,Slither,"Reviewed full text, p.2, 4, 8, 9, 15, 16",Explicit matches: formal verification; Formal Verification; symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0120,AEGIS,static_taint_specification,workflow-active use,Joern,"Reviewed full text, p.2, 6, 16, 17, 18",Explicit matches: Joern; static analysis; Taint Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0134,Agent That Debugs,static_taint_specification,workflow-active use,GDB,"Reviewed full text, p.2, 3",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0134,Agent That Debugs,symbolic_constraint,workflow-active use,GDB,"Reviewed full text, p.9",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0134,Agent That Debugs,runtime_oracle,workflow-active use,GDB,"Reviewed full text, p.8, 11, 12",Explicit matches: Sanitizer; sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0134,Agent That Debugs,replay_poc_pov,workflow-active use,GDB,"Reviewed full text, p.3, 4, 5, 7, 11, 12, 13, 16",Explicit matches: Proof of Concept; POC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0134,Agent That Debugs,patch_build_test,workflow-active use,GDB,"Reviewed full text, p.12, 13",Explicit matches: patch validation; test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,static_taint_specification,workflow-active use,Angr,"Reviewed full text, p.2, 12",Explicit matches: static analyzer; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,fuzzing_input_harness,workflow-active use,Angr,"Reviewed full text, p.1, 10, 11, 12",Explicit matches: fuzzing; Fuzz; Fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,symbolic_constraint,workflow-active use,Angr,"Reviewed full text, p.9, 10, 12",Explicit matches: Angr; concolic execution; Concolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,runtime_oracle,workflow-active use,Angr,"Reviewed full text, p.1, 7, 12",Explicit matches: execution feedback; Sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,replay_poc_pov,workflow-active use,Angr,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0206,Antiproof,static_taint_specification,workflow-active use,AddressSanitizer;AFL;CodeQL;Docker;joern;Joern;Memorysanitizer;semgrep;Semgrep,"Reviewed full text, p.1, 2, 3, 5, 6, 7, 8, 9",Explicit matches: Static analysis; CodeQL; Semgrep; data-flow analysis; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0206,Antiproof,fuzzing_input_harness,workflow-active use,AddressSanitizer;AFL;CodeQL;Docker;joern;Joern;Memorysanitizer;semgrep;Semgrep,"Reviewed full text, p.1, 2, 3, 4, 9, 12, 13",Explicit matches: fuzzing; Fuzzing; AFL; Fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0206,Antiproof,symbolic_constraint,workflow-active use,AddressSanitizer;AFL;CodeQL;Docker;joern;Joern;Memorysanitizer;semgrep;Semgrep,"Reviewed full text, p.1, 2, 13",Explicit matches: symbolic execution; Symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0206,Antiproof,runtime_oracle,workflow-active use,AddressSanitizer;AFL;CodeQL;Docker;joern;Joern;Memorysanitizer;semgrep;Semgrep,"Reviewed full text, p.6, 14",Explicit matches: runtime monitor; Memorysanitizer; AddressSanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0206,Antiproof,replay_poc_pov,workflow-active use,AddressSanitizer;AFL;CodeQL;Docker;joern;Joern;Memorysanitizer;semgrep;Semgrep,"Reviewed full text, p.2, 4, 5, 6, 8, 9, 10, 11",Explicit matches: PoC; PoV; proof of vulnerability.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0212,APT-Agent,runtime_oracle,workflow-active use,metasploit;Metasploit;Nmap;nmap,"Reviewed full text, p.6",Explicit matches: execution result.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0212,APT-Agent,recon_scan_pentest,workflow-active use,metasploit;Metasploit;Nmap;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 8, 9",Explicit matches: Penetration Testing; Penetration testing; penetration testing; reconnaissance.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0214,ARACNE,recon_scan_pentest,both,Docker;Metasploit;Nmap,"Reviewed full text, p.1, 7",Explicit matches: Penetration Test; Metasploit; Nmap; reconnaissance.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Mode,static_taint_specification,workflow-active use,Burp Suite,"Reviewed full text, p.3",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Mode,replay_poc_pov,workflow-active use,Burp Suite,"Reviewed full text, p.3, 4, 10",Explicit matches: vulnerability reproduction; proof-of-concept; Vulnerability Reproduction.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Mode,recon_scan_pentest,workflow-active use,Burp Suite,"Reviewed full text, p.1, 2, 4, 5, 7, 8, 9, 12",Explicit matches: Burp Suite; reconnaissance; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0226,Artificial Intelligence as the New Hacker,recon_scan_pentest,both,metasploit;Metasploit;nikto;nmap,"Reviewed full text, p.4, 7, 13, 15, 16, 17, 18, 20",Explicit matches: penetration testing; Penetration Testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0239,ATLANTIS,static_taint_specification,both,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Reviewed full text, p.3, 7, 9, 10, 20, 21, 25, 28",Explicit matches: CodeQL; Static Analysis; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0239,ATLANTIS,fuzzing_input_harness,both,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Reviewed full text, p.3, 4, 7, 8, 11, 13, 14, 15",Explicit matches: Fuzzer; Fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0239,ATLANTIS,symbolic_constraint,workflow-active use,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Reviewed full text, p.4, 7, 13, 30, 39, 40, 41, 43",Explicit matches: Concolic Execution; Constraint Solving; symbolic execution; concolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0239,ATLANTIS,runtime_oracle,both,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Reviewed full text, p.8, 9, 14, 32, 33, 34, 39, 44",Explicit matches: MemorySanitizer; sanitizer; Coverage Feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0239,ATLANTIS,replay_poc_pov,both,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Reviewed full text, p.4, 7, 8, 9, 12, 13, 14, 16",Explicit matches: PoV; proof-of-concept; Proof-of-Vulnerability.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0239,ATLANTIS,patch_build_test,both,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Reviewed full text, p.20, 97, 98, 99, 104, 114",Explicit matches: post-patch; patch validation; test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0254,Automated Penetration Testing with LLM Agents and Classical Planning,replay_poc_pov,both,Docker;docker;Metasploit;Nmap;nmap,"Reviewed full text, p.4, 10",Explicit matches: PoC; exploit script.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0254,Automated Penetration Testing with LLM Agents and Classical Planning,recon_scan_pentest,both,Docker;docker;Metasploit;Nmap;nmap,"Reviewed full text, p.1, 3, 4, 5, 6, 7, 8, 9",Explicit matches: Penetration Testing; penetration testing; Penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0257,Automated Vulnerability Validation and Verification,replay_poc_pov,workflow-active use,AddressSanitizer;ASan;Docker;docker;gdb;GDB;UBSan,"Reviewed full text, p.2, 3, 4, 5, 6, 7, 8, 9",Explicit matches: PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching",static_taint_specification,workflow-active use,AFL;afl;Docker;gdb;honggfuzz;libFuzzer;LibFuzzer;metasploit;nmap,"Reviewed full text, p.7",Explicit matches: specification inference.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching",fuzzing_input_harness,workflow-active use,AFL;afl;Docker;gdb;honggfuzz;libFuzzer;LibFuzzer;metasploit;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing; fuzz; fuzzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching",runtime_oracle,workflow-active use,AFL;afl;Docker;gdb;honggfuzz;libFuzzer;LibFuzzer;metasploit;nmap,"Reviewed full text, p.1, 2, 4, 7, 12",Explicit matches: coverage feedback; sanitizer; crash report.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching",patch_build_test,workflow-active use,AFL;afl;Docker;gdb;honggfuzz;libFuzzer;LibFuzzer;metasploit;nmap,"Reviewed full text, p.1, 16",Explicit matches: Unit test; test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0267,AutoPatch,static_taint_specification,workflow-active use,Codeql;CodeQL;codeql,"Reviewed full text, p.1, 2, 4, 5, 6, 7, 12, 13",Explicit matches: Data Flow Analysis; data flow analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0267,AutoPatch,patch_build_test,workflow-active use,Codeql;CodeQL;codeql,"Reviewed full text, p.10",Explicit matches: patch verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0269,AutoPenBench,recon_scan_pentest,workflow-active use,Docker;Metasploit;Nmap;nmap;NMAP,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 9, 10",Explicit matches: penetration testing; Penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0270,AutoPentest,recon_scan_pentest,workflow-active use,metasploit;Metasploit;nmap,"Reviewed full text, p.1, 2, 3, 5, 6, 7, 8, 9",Explicit matches: penetration testing; Penetration testing; reconnaissance; Penetration Testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0271,AutoPentester,recon_scan_pentest,workflow-active use,Burp Suite;Metasploit;Nikto;Nmap;nmap;OpenVAS;Sqlmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration testing; penetration test; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0272,AutoPT,runtime_oracle,workflow-active use,Docker;docker;Nmap,"Reviewed full text, p.2",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0272,AutoPT,replay_poc_pov,both,Docker;docker;Nmap,"Reviewed full text, p.7, 8, 9, 12, 18",Explicit matches: poc.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0272,AutoPT,recon_scan_pentest,both,Docker;docker;Nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration Testing; Penetration testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0281,AWE,fuzzing_input_harness,workflow-active use,Burp Suite;Docker;sqlmap,"Reviewed full text, p.2, 7",Explicit matches: input generation; mutation engine.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0281,AWE,replay_poc_pov,workflow-active use,Burp Suite;Docker;sqlmap,"Reviewed full text, p.2",Explicit matches: PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0281,AWE,recon_scan_pentest,workflow-active use,Burp Suite;Docker;sqlmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 8, 9",Explicit matches: Penetration Testing; penetration testing; sqlmap.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0284,BACFuzz,fuzzing_input_harness,workflow-active use,Burp Suite;Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzz; fuzzing; Fuzzing; input generation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0284,BACFuzz,runtime_oracle,workflow-active use,Burp Suite;Docker,"Reviewed full text, p.1, 2",Explicit matches: runtime feedback; test oracle.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0288,Baselines Before Architecture,recon_scan_pentest,workflow-active use,Burp Suite;Docker;sqlmap,"Reviewed full text, p.1, 2, 3, 8, 9",Explicit matches: Penetration Testing; penetration testing; Penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for ,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.3",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for ,symbolic_constraint,evaluation/support use,not specified,"Reviewed full text, p.8",Explicit matches: constraint solving.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0347,Bulkhead,static_taint_specification,workflow-active use,Docker;docker;joern;Joern,"Reviewed full text, p.2, 3, 6, 14",Explicit matches: static analysis; static analyzer; Joern; joern.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0347,Bulkhead,symbolic_constraint,workflow-active use,Docker;docker;joern;Joern,"Reviewed full text, p.2, 15",Explicit matches: formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0347,Bulkhead,runtime_oracle,workflow-active use,Docker;docker;joern;Joern,"Reviewed full text, p.13",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0347,Bulkhead,replay_poc_pov,workflow-active use,Docker;docker;joern;Joern,"Reviewed full text, p.1, 7, 8, 9, 13",Explicit matches: PoC; proof of concept; proof-of-concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0347,Bulkhead,patch_build_test,workflow-active use,Docker;docker;joern;Joern,"Reviewed full text, p.13, 14",Explicit matches: test suite; patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0362,Can LLMs Patch Security Issues?,static_taint_specification,workflow-active use,CodeQL;codeql,"Reviewed full text, p.6, 7",Explicit matches: CodeQL; codeql.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0372,Chai,static_taint_specification,workflow-active use,AFL;Docker,"Reviewed full text, p.1, 17",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0372,Chai,fuzzing_input_harness,workflow-active use,AFL;Docker,"Reviewed full text, p.1, 2, 4, 5, 8, 9, 10, 12",Explicit matches: fuzzing; fuzzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0372,Chai,symbolic_constraint,workflow-active use,AFL;Docker,"Reviewed full text, p.16",Explicit matches: Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0372,Chai,runtime_oracle,workflow-active use,AFL;Docker,"Reviewed full text, p.1, 16",Explicit matches: sanitizer; Sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0372,Chai,replay_poc_pov,workflow-active use,AFL;Docker,"Reviewed full text, p.4, 6, 7, 11, 13",Explicit matches: proof of concept; Proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0376,CHAINTRIX,static_taint_specification,both,Foundry;Slither,"Reviewed full text, p.1, 2, 4, 7, 8, 10, 14, 16",Explicit matches: static analysis; Slither; Static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0376,CHAINTRIX,fuzzing_input_harness,workflow-active use,Foundry;Slither,"Reviewed full text, p.1, 3",Explicit matches: fuzz; fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0376,CHAINTRIX,symbolic_constraint,both,Foundry;Slither,"Reviewed full text, p.1, 2, 3, 17",Explicit matches: symbolic execution; formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0389,CKG-LLM,static_taint_specification,workflow-active use,Slither,"Reviewed full text, p.1, 2, 3, 5",Explicit matches: Slither; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0389,CKG-LLM,symbolic_constraint,workflow-active use,Slither,"Reviewed full text, p.2, 5",Explicit matches: symbolic execution; Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0401,Cochise,recon_scan_pentest,workflow-active use,not specified,"Reviewed full text, p.1, 3",Explicit matches: Penetration Testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0412,Codexity,static_taint_specification,workflow-active use,CodeQL,"Reviewed full text, p.1, 2, 4, 5",Explicit matches: static analysis; CodeQL; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration ,fuzzing_input_harness,workflow-active use,Nmap;nmap,"Reviewed full text, p.1, 5, 7",Explicit matches: fuzzing; FUZZ.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration ,recon_scan_pentest,workflow-active use,Nmap;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7",Explicit matches: penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0443,ContractTinker,static_taint_specification,workflow-active use,Slither,"Reviewed full text, p.1, 2, 3, 4",Explicit matches: static analysis; Slither.,The role describes where the primitive is used; it does not imply dynamic agent selection.
