record_id,canonical_title,system_alias,publication_status,venue,official_url,arxiv_id,doi,last_verified_date,note,citation_key
CP115,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3769082,NA,10.1145/3769082,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=shengLLMsSoftwareSecurity2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3769082,
CP116,Hybrid Language Processor Fuzzing via LLM-Based Constraint Solving,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/yang-yupeng,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,
CP117,Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview,NA,published_or_indexed_from_local_metadata,bookSection,https://link.springer.com/chapter/10.1007/978-3-031-99447-0_3,NA,10.1007/978-3-031-99447-0_3,2026-05-30,bib_match=tihanyi2026vulnerabilityDetectionOverview; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=tihanyiVulnerabilityDetectionFormal2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/chapter/10.1007/978-3-031-99447-0_3,
CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-1079-7,NA,10.1145/3676641.3716022,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=yangKernelGPTEnhancedKernel2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3676641.3716022,
CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng,NA,10.48550/arXiv.2501.19282,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded; doi_filled_from_zotero_field: 10.48550/arXiv.2501.19282,
CP120,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",NA,published_or_indexed_from_local_metadata,journalArticle,https://link.springer.com/article/10.1007/s10207-025-00992-7,NA,10.1007/s10207-025-00992-7,2026-05-30,bib_match=taghavi2025llmVulnerabilityGuide; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=taghavifarLargeLanguageModels2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10207-025-00992-7,
CP121,A Contemporary Survey of Large Language Model Assisted Program Analysis,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2502.18474,2502.18474,10.48550/arXiv.2502.18474,2026-05-30,bib_match=wang2025llmProgramAnalysis; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=wangContemporarySurveyLarge2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2502.18474,
CP122,OSmartPro: a large language model-assisted option fuzzing approach,NA,verified_by_zotero,journalArticle,https://link.springer.com/article/10.1186/s42400-026-00557-8,NA,10.1186/s42400-026-00557-8,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=wangOSmartProLargeLanguage2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1186/s42400-026-00557-8,
CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2601.17471,2601.17471,10.48550/ARXIV.2601.17471,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=kimPatchIslandOrchestrationLLM2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2601.17471,
CP124,Getting pwn'd by AI: Penetration Testing with Large Language Models,NA,verified_by_zotero,conferencePaper,https://doi.org/10.1145/3611643.3613083,NA,10.1145/3611643.3613083,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=GettingPwndAI2023; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3611643.3613083,
CP125,PentestGPT: An LLM-empowered Automatic Penetration Testing Tool,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2308.06782,2308.06782,10.48550/ARXIV.2308.06782,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=PentestGPTLLMempoweredAutomatic2023; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2308.06782,
CP126,LLM Agents can Autonomously Hack Websites,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2402.06664,2402.06664,10.48550/ARXIV.2402.06664,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=LLMAgentsCan2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2402.06664,
CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2404.08144,2404.08144,10.48550/ARXIV.2404.08144,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=LLMAgentsCan2024a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2404.08144,
CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2406.01637,2406.01637,10.48550/ARXIV.2406.01637,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=TeamsLLMAgents2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2406.01637,
CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,NA,arXiv preprint,CoRR/arXiv,https://arxiv.org/abs/2409.16165,2409.16165,10.48550/arXiv.2409.16165,2026-05-30,"metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: official_arxiv_doi_with_title_version_check; arXiv/DBLP metadata uses EnIGMA: Interactive Tools Substantially Assist LM Agents in Finding Security Vulnerabilities; current title may be an alias, so verify title/version before final citation.",
CP130,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,Cybench,preprint_or_arxiv_from_local_metadata,preprint,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3e9412a9c1d93810ef3ef7825115016b-Abstract-Conference.html,NA,10.48550/arXiv.2408.08926,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=CybenchFrameworkEvaluating2025; risk=arxiv_doi_check_version; zotero_url=http://arxiv.org/abs/2408.08926,
CP131,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,BountyBench,preprint_or_arxiv_from_local_metadata,preprint,https://bountybench.github.io/,NA,10.48550/ARXIV.2505.15216,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=BountyBenchDollarImpact2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2505.15216,bountybench2025
CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,SEC-bench,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2506.11791,2506.11791,10.48550/ARXIV.2506.11791,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=SECbenchAutomatedBenchmarking2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2506.11791,
CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,CyberGym,preprint/project page,Project page and arXiv,https://www.cybergym.io/,2506.02548,10.48550/arXiv.2506.02548,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: project_page_plus_arxiv_doi; Project page plus arXiv metadata; peer-reviewed venue not verified.,cybergym2025
CP134,PATCHAGENT: A Practical Program Repair Agent Mimicking Human Expertise,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/yu-zheng,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,
CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2507.21113,2507.21113,10.48550/ARXIV.2507.21113,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=VulnerabilityMitigationSystem2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2507.21113,
CP136,SIVA: Self Improving Vulnerability Agent,NA,preprint_or_arxiv_from_local_metadata,preprint,https://research.ibm.com/publications/siva-self-improving-vulnerability-agent,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,
CP137,LLM-Boofuzz: Generation-Based Black-Box Fuzzing for Network Protocols via LLMs,NA,verified_by_zotero,journalArticle,https://doi.org/10.3390/electronics14234550,NA,10.3390/electronics14234550,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLMBoofuzzGenerationBasedBlackBox2025; risk=publisher_landing_recorded; zotero_url=https://www.mdpi.com/2079-9292/14/23/4550,
CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s11227-026-08439-z,NA,10.1007/s11227-026-08439-z,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=AutoSecAgentSemiautomatedAIdriven2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s11227-026-08439-z,
CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s10664-025-10758-3,NA,10.1007/s10664-025-10758-3,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLMsHackersAutonomous2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10664-025-10758-3,
CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2510.15994,2510.15994,10.48550/ARXIV.2510.15994,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=MCPSecurityBench2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.15994,
CP141,Cybersecurity AI Benchmark (CAIBench): A Meta-Benchmark for Evaluating Cybersecurity AI Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2510.24317,2510.24317,10.48550/ARXIV.2510.24317,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=CybersecurityAIBenchmark2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.24317,
CP142,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2410.02644,2410.02644,10.48550/ARXIV.2410.02644,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=AgentSecurityBench2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2410.02644,
CP143,Detection Made Easy: Potentials of Large Language Models for Solidity Vulnerabilities,NA,preprint_or_arxiv_from_local_metadata,journalArticle,https://ui.adsabs.harvard.edu/abs/2024arXiv240910574T/abstract,NA,10.48550/ARXIV.2409.10574,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=tauseefalamDetectionMadeEasy2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2409.10574,
CP144,LLM-based Vulnerability Sourcing from Unstructured Data,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10628694,NA,10.1109/EuroSPW61312.2024.00077,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=ashiwalLLMbasedVulnerabilitySourcing2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10628694/,
CP145,From Generalist to Specialist: Exploring CWE-Specific Vulnerability Detection,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2408.02329,2408.02329,10.48550/ARXIV.2408.02329,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=atiiqGeneralistSpecialistExploring2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2408.02329,
CP146,Smart Contract Vulnerability Detection: The Role of Large Language Model (LLM),NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3687251.3687253,NA,10.1145/3687251.3687253,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=boiSmartContractVulnerability2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3687251.3687253,
CP147,VulnHunt-GPT: a Smart Contract vulnerabilities detector based on OpenAI chatGPT,NA,verified_by_zotero,bookSection,urn:isbn:979-8-4007-0243-3,NA,10.1145/3605098.3636003,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=boiVulnHuntGPTSmartContract2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/abs/10.1145/3605098.3636003,
CP148,RealVul: Can We Detect Vulnerabilities in Web Applications with LLM?,NA,verified_by_zotero,conferencePaper,https://aclanthology.org/2024.emnlp-main.472/,NA,10.18653/v1/2024.emnlp-main.472,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=caoRealVulCanWe2024; risk=publisher_landing_recorded; zotero_url=https://aclanthology.org/2024.emnlp-main.472,
CP149,LLM-CloudSec: Large Language Model Empowered Automatic and Deep Vulnerability Analysis for Intelligent Clouds,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10620804,NA,10.1109/INFOCOMWKSHPS61880.2024.10620804,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=caoLLMCloudSecLargeLanguage2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10620804/,
CP150,"Information Security, Ethics, and Integrity in LLM Agent Interaction",NA,verified_by_zotero,journalArticle,#item_1337,NA,10.4236/jis.2025.161010,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=chenInformationSecurityEthics2025; risk=publisher_landing_recorded; zotero_url=https://www.scirp.org/journal/paperinformation?paperid=140224,
CP151,AugGPT: Leveraging ChatGPT for Text Data Augmentation,NA,verified_by_zotero,journalArticle,https://ieeexplore.ieee.org/abstract/document/10858342,NA,10.1109/TBDATA.2025.3536934,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=daiAugGPTLeveragingChatGPT2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10858342/,
CP152,Improving Long-Tail Vulnerability Detection Through Data Augmentation Based on Large Language Models,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10795073,NA,10.1109/ICSME58944.2024.00033,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=dengImprovingLongTailVulnerability2024a; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10795073/,
CP153,Vul-RAG: Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG,NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3797277,NA,10.1145/3797277,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=duVulRAGEnhancingLLMbased2026; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3797277,
CP154,"ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?",NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10479409,NA,10.1109/APSEC60848.2023.00085,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=fuChatGPTVulnerabilityDetection2023; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10479409/,
CP155,"Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents",NA,preprint_or_arxiv_from_local_metadata,journalArticle,https://arxiv.org/abs/2411.09523v1,2411.09523,10.48550/arXiv.2411.09523,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=ganNavigatingRisksSurvey2024; risk=arxiv_doi_check_version; zotero_url=http://arxiv.org/abs/2411.09523,
CP156,How Far Have We Gone in Vulnerability Detection Using Large Language Models,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2311.12420,2311.12420,10.48550/arXiv.2311.12420,2026-05-30,bib_match=gao2023howFarLLMVuln; metadata_source=local_bibtex; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=gaoHowFarHave2023; risk=arxiv_doi_check_version; zotero_url=http://arxiv.org/abs/2311.12420,
CP157,Vulnerability detection using BERT based LLM model with transparency obligation practice towards trustworthy AI,NA,verified_by_zotero,journalArticle,https://www.sciencedirect.com/science/article/pii/S2666827024000744,NA,10.1016/j.mlwa.2024.100598,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=haurogneVulnerabilityDetectionUsing2024; risk=publisher_landing_recorded; zotero_url=https://linkinghub.elsevier.com/retrieve/pii/S2666827024000744,
CP158,Large Language Models for Code: Security Hardening and Adversarial Testing,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-0050-7,NA,10.1145/3576915.3623175,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=heLargeLanguageModels2023; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3576915.3623175,
CP159,Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10431564,NA,10.1109/TPS-ISA58951.2023.00044,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=huLargeLanguageModelPowered2023; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10431564/,
CP160,When Fuzzing Meets LLMs: Challenges and Opportunities,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-0658-5,NA,10.1145/3663529.3663784,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=jiangWhenFuzzingMeets2024a; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3663529.3663784,
CP161,From Vulnerability to Defense: The Role of Large Language Models in Enhancing Cybersecurity,NA,verified_by_zotero,journalArticle,https://www.mdpi.com/2079-3197/13/2/30,NA,10.3390/computation13020030,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=kasriVulnerabilityDefenseRole2025; risk=publisher_landing_recorded; zotero_url=https://www.mdpi.com/2079-3197/13/2/30,
CP162,LSAST: Enhancing Cybersecurity Through LLM-Supported Static Application Security Testing,NA,verified_by_zotero,conferencePaper,urn:isbn:978-3-031-92882-6,NA,10.1007/978-3-031-92882-6_12,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=keltekLSASTEnhancingCybersecurity2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/978-3-031-92882-6_12,
CP163,Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10988968,NA,10.1109/ICST62969.2025.10988968,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=khareUnderstandingEffectivenessLarge2025a; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10988968/,
CP164,Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis,NA,verified_by_zotero,conferencePaper,urn:isbn:978-3-031-85593-1,NA,10.1007/978-3-031-85593-1_9,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=kouliaridisAssessingEffectivenessLLMs2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/978-3-031-85593-1_9,
CP165,A Case Study of LLM for Automated Vulnerability Repair: Assessing Impact of Reasoning and Patch Validation Feedback,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-0685-1,NA,10.1145/3664646.3664770,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=kulsumCaseStudyLLM2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3664646.3664770,
CP166,Enhancing Static Analysis for Practical Bug Detection: An LLM-Integrated Approach,NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3649828,NA,10.1145/3649828,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=liEnhancingStaticAnalysis2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3649828,
CP167,Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10298538,NA,10.1109/ASE56229.2023.00089,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=liNuancesAreKey2023; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10298538/,
CP168,IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities,NA,conference paper with arXiv backup DOI,ICLR 2025,https://proceedings.iclr.cc/paper_files/paper/2025/hash/582d4e27fa24168f3af1f4582655034b-Abstract-Conference.html,2405.17238,10.48550/arXiv.2405.17238,2026-05-30,"metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: iclr_official_no_doi_arxiv_backup; ICLR/DBLP indicate no proceedings DOI; arXiv backup DOI added for DOI completeness, but final citation may prefer ICLR proceedings URL without DOI.",
CP169,Enhancing Code Vulnerability Detection via Vulnerability-Preserving Data Augmentation,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-0616-5,NA,10.1145/3652032.3657564,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=liuEnhancingCodeVulnerability2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3652032.3657564,
CP170,VulDetectBench: Evaluating the Deep Capability of Vulnerability Detection with Large Language Models,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2406.07595,2406.07595,10.48550/ARXIV.2406.07595,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=liuVulDetectBenchEvaluatingDeep2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2406.07595,
CP171,Exploration On Prompting LLM With Code-Specific Information For Vulnerability Detection,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10664399,NA,10.1109/SSE62657.2024.00049,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=liuExplorationPromptingLLM2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10664399/,
