matrix_id,record_id,coding_round,field,original_label,current_codebook_candidate_label,change_required,evidence_basis,source_location,uncertainty,author_review_status,final_harmonized_label
C31,CP209,initial_frozen_round,cross_stage_capabilities,long-horizon state management,long-horizon state management,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/v13_core_synthesis_matrix.csv:C31; data/core_coding.csv:C31,none,not_required,long-horizon state management
C31,CP209,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C31; data/core_coding.csv:C31,none,not_required,reproducible validation
C31,CP209,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C31; data/core_coding.csv:C31,none,not_required,author-reported external clue
U01,CP213,submission_update_20260715,lifecycle_coverage,candidate analysis;patch validation,candidate analysis;patch validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U01,none,not_required,candidate analysis;patch validation
U01,CP213,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U01,none,not_required_schema_normalization,candidate-analysis system
U01,CP213,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U01,none,not_required_schema_normalization,
U01,CP213,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U01,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U01,CP213,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U01,none,not_required,controlled task completion
U01,CP213,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U01,none,not_required,benchmark ground truth / public material
U02,CP214,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U02,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
U02,CP214,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U02,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U02,CP214,submission_update_20260715,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U02,none,not_required_schema_normalization,
U02,CP214,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U02,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U02,CP214,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U02,none,not_required,reproducible validation
U02,CP214,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U02,none,not_required,author-reported external clue
U03,CP215,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U03,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U03,CP215,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U03,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U03,CP215,submission_update_20260715,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U03,none,not_required_schema_normalization,
U03,CP215,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U03,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U03,CP215,submission_update_20260715,strongest_evidence_output,runtime safety signal,runtime safety signal,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U03,none,not_required,runtime safety signal
U03,CP215,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U03,none,not_required,author-reported external clue
U04,CP216,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U04,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
U04,CP216,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U04,none,not_required_schema_normalization,feedback-driven fuzzing agent
U04,CP216,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U04,none,not_required_schema_normalization,failure-memory reuse
U04,CP216,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U04,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update
U04,CP216,submission_update_20260715,strongest_evidence_output,externally traceable material,externally traceable material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U04,none,not_required,externally traceable material
U04,CP216,submission_update_20260715,external_traceability,publicly aligned external trace,publicly aligned external trace,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U04,none,not_required,publicly aligned external trace
U05,CP217,submission_update_20260715,lifecycle_coverage,candidate analysis;reporting and audit,candidate analysis;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U05,none,not_required,candidate analysis;reporting and audit
U05,CP217,submission_update_20260715,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U05,none,not_required_schema_normalization,long-horizon pentest and CRS agent
U05,CP217,submission_update_20260715,overlay_tags,long-horizon pentest and CRS agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U05,none,not_required_schema_normalization,failure-memory reuse
U05,CP217,submission_update_20260715,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U05,none,not_required,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U05,CP217,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U05,none,not_required,controlled task completion
U05,CP217,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U05,none,not_required,benchmark ground truth / public material
U06,CP218,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U06,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U06,CP218,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U06,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U06,CP218,submission_update_20260715,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U06,none,not_required_schema_normalization,
U06,CP218,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U06,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
U06,CP218,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U06,none,not_required,reproducible validation
U06,CP218,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U06,none,not_required,benchmark ground truth / public material
U07,CP219,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U07,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
U07,CP219,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U07,none,not_required_schema_normalization,candidate-analysis system
U07,CP219,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U07,none,not_required_schema_normalization,
U07,CP219,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U07,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
U07,CP219,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U07,none,not_required,reproducible validation
U07,CP219,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U07,none,not_required,author-reported external clue
U08,CP220,submission_update_20260715,lifecycle_coverage,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U08,none,not_required,candidate analysis;execution observation;patch validation
U08,CP220,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U08,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U08,CP220,submission_update_20260715,overlay_tags,PoC/PoV validation agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U08,none,not_required_schema_normalization,failure-memory reuse
U08,CP220,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U08,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U08,CP220,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U08,none,not_required,reproducible validation
U08,CP220,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U08,none,not_required,benchmark ground truth / public material
U09,CP221,submission_update_20260715,lifecycle_coverage,path and input exploration;execution observation;reporting and audit,path and input exploration;execution observation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U09,none,not_required,path and input exploration;execution observation;reporting and audit
U09,CP221,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U09,none,not_required_schema_normalization,feedback-driven fuzzing agent
U09,CP221,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U09,none,not_required_schema_normalization,
U09,CP221,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U09,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U09,CP221,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U09,none,not_required,reproducible validation
U09,CP221,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U09,none,not_required,author-reported external clue
U10,CP222,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;patch validation,candidate analysis;path and input exploration;execution observation;patch validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U10,none,not_required,candidate analysis;path and input exploration;execution observation;patch validation
U10,CP222,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U10,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U10,CP222,submission_update_20260715,overlay_tags,PoC/PoV validation agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U10,none,not_required_schema_normalization,failure-memory reuse
U10,CP222,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U10,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update
U10,CP222,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U10,none,not_required,reproducible validation
U10,CP222,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U10,none,not_required,benchmark ground truth / public material
U11,CP223,submission_update_20260715,lifecycle_coverage,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U11,none,not_required,candidate analysis;execution observation;patch validation
U11,CP223,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U11,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U11,CP223,submission_update_20260715,overlay_tags,PoC/PoV validation agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U11,none,not_required_schema_normalization,failure-memory reuse
U11,CP223,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U11,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U11,CP223,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U11,none,not_required,reproducible validation
U11,CP223,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U11,none,not_required,benchmark ground truth / public material
U12,CP224,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U12,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
U12,CP224,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U12,none,not_required_schema_normalization,candidate-analysis system
U12,CP224,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U12,none,not_required_schema_normalization,
U12,CP224,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U12,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U12,CP224,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U12,none,not_required,reproducible validation
U12,CP224,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U12,none,not_required,author-reported external clue
U13,CP225,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reporting and audit,candidate analysis;path and input exploration;execution observation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U13,none,not_required,candidate analysis;path and input exploration;execution observation;reporting and audit
U13,CP225,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U13,none,not_required_schema_normalization,feedback-driven fuzzing agent
U13,CP225,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U13,none,not_required_schema_normalization,
U13,CP225,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U13,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control
U13,CP225,submission_update_20260715,strongest_evidence_output,runtime safety signal,runtime safety signal,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U13,none,not_required,runtime safety signal
U13,CP225,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U13,none,not_required,author-reported external clue
U14,CP226,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U14,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
U14,CP226,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U14,none,not_required_schema_normalization,feedback-driven fuzzing agent
U14,CP226,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U14,none,not_required_schema_normalization,failure-memory reuse
U14,CP226,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update;governance / human gates / disclosure control,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update;governance / human gates / disclosure control,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U14,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update;governance / human gates / disclosure control
U14,CP226,submission_update_20260715,strongest_evidence_output,externally traceable material,externally traceable material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U14,none,not_required,externally traceable material
U14,CP226,submission_update_20260715,external_traceability,publicly aligned external trace,publicly aligned external trace,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U14,none,not_required,publicly aligned external trace
U15,CP227,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;patch validation,candidate analysis;path and input exploration;execution observation;patch validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U15,none,not_required,candidate analysis;path and input exploration;execution observation;patch validation
U15,CP227,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U15,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U15,CP227,submission_update_20260715,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U15,none,not_required_schema_normalization,
U15,CP227,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U15,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U15,CP227,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U15,none,not_required,reproducible validation
U15,CP227,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U15,none,not_required,benchmark ground truth / public material
U16,CP228,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U16,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
U16,CP228,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U16,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U16,CP228,submission_update_20260715,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U16,none,not_required_schema_normalization,
U16,CP228,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U16,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U16,CP228,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U16,none,not_required,reproducible validation
