matrix_id,record_id,canonical_study_id,system_alias,title,analytical_role,coding_round,lifecycle_coverage,strongest_evidence_output,external_traceability,claim_boundary,claim_boundary_original,coding_status,reliability_scope,official_url,primary_system_shape,overlay_tags,cross_stage_capabilities,harmonization_status,legacy_notes
FMS0541,FMS0541,CS_FMS0541,Directed Symbolic Execution for Vulnerability Discovery,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,runtime safety signal,benchmark ground truth / public material,Supports concrete KLEE inputs for security violations reached under the reported prioritization and targets; broader discovery claims require additional programs and independent replay.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.21676,feedback-driven fuzzing agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0598,FMS0598,CS_FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,benchmark ground truth / public material,Supports environment-grounded trajectories in the reported robotics CTF setting; it does not establish open-world vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2603.24221,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0619,FMS0619,CS_FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated ,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,reproducible validation,benchmark ground truth / public material,Supports validated repair outcomes for the evaluated vulnerable-code cases; stronger generalization claims require broader repositories and independent regression testing.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.5220/0014480400004061,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0648,FMS0648,CS_FMS0648,FalseCrashReducer,FalseCrashReducer: Mitigating False Positive Crashes in OSS-Fuzz-Gen Using Agentic AI,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation,runtime safety signal,benchmark ground truth / public material,"Supports false-crash triage for the evaluated OSS-Fuzz-Gen cases; a positive vulnerability claim still requires a reachable, reproducible project-level trigger.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.02185,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0650,FMS0650,CS_FMS0650,FaultLine,FaultLine: Automated Proof-of-Vulnerability Generation Using LLM Agents,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reporting and audit,reproducible validation,benchmark ground truth / public material,Supports buildable and executable PoV tests for the evaluated vulnerability reports; stronger claims require independent replay against aligned versions and environments.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2507.15241,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0676,FMS0676,CS_FMS0676,From Capabilities to Performance,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,benchmark ground truth / public material,Supports architecture-level comparisons on the curated penetration-testing tasks; it does not establish a general system ranking or novel vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.18653/v1/2025.emnlp-main.802,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0684,FMS0684,CS_FMS0684,From LLMs to Agents,From LLMs to Agents: A Comparative Evaluation of LLMs and LLM-based Agents in Security Patch Detection,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,Supports security-patch classification on the reported dataset; it does not by itself validate vulnerability behavior or patch effectiveness.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2511.08060,candidate-analysis system,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0698,FMS0698,CS_FMS0698,From Trace to Line,From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; reproduction and validation,candidate judgment,benchmark ground truth / public material,Supports source-line localization for the expert-verified benchmark cases; the localization alone does not establish exploitability or a reproducible trigger.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.02389,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0718,FMS0718,CS_FMS0718,GapForge,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation,candidate judgment,no external trace reported,Supports concrete compiler tests and reported violation discovery for the evaluated GCC and LLVM versions; broader claims require independent replay of each finding.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.15762,feedback-driven fuzzing agent,,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0733,FMS0733,CS_FMS0733,GoAT-X,GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; reporting and audit,candidate judgment,author-reported external clue,Supports benchmark-scoped cross-chain risk judgments and author-reported wild findings; stronger claims require item-level public validation of the reported risks.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2604.24341,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0734,FMS0734,CS_FMS0734,GPTScan,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation,candidate judgment,benchmark ground truth / public material,Supports statically confirmed logic-vulnerability candidates on the evaluated contract datasets; exploitability and runtime behavior require additional validation.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3597503.3639117,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0741,FMS0741,CS_FMS0741,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,controlled task completion,benchmark ground truth / public material,Supports successful cyberattack subtasks in the reported structured benchmark; it does not establish open-world vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.07939,long-horizon pentest and CRS agent,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0747,FMS0747,CS_FMS0747,HackSynth,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,controlled task completion,benchmark ground truth / public material,Supports autonomous completion on the reported CTF benchmark sets; stronger software-vulnerability claims require target-specific validation material.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2412.01778,long-horizon pentest and CRS agent,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0753,FMS0753,CS_FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation,controlled task completion,benchmark ground truth / public material,Supports coverage-guided seed generation and fuzzing progress on the evaluated programs; coverage improvement alone does not establish a vulnerability.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2411.18143,feedback-driven fuzzing agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0768,FMS0768,CS_FMS0768,Hound,Hound: Relation-First Knowledge Graphs for Complex-System Reasoning in Security Audits,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,Supports vulnerability-hypothesis judgments on the evaluated audit benchmark projects; stronger claims require executable or externally aligned validation.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.09633,candidate-analysis system,,validation organization / evidence packaging; long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0842,FMS0842,CS_FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation,controlled task completion,benchmark ground truth / public material,Supports credential capture and stage-transition completion on the reported Hack The Box target; it does not establish open-world vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://orcid.org/0009-0004-1073-526X,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0850,FMS0850,CS_FMS0850,Large Language Model assisted Hybrid Fuzzing,Large Language Model assisted Hybrid Fuzzing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation,controlled task completion,no external trace reported,Supports coverage-oriented hybrid-fuzzing performance on the evaluated benchmarks; coverage gains alone do not establish a vulnerability.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2412.15931,feedback-driven fuzzing agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0890,FMS0890,CS_FMS0890,LibLMFuzz,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation,controlled task completion,benchmark ground truth / public material,Supports autonomous construction and execution of fuzz targets for the evaluated black-box libraries; stronger vulnerability claims require concrete crash or replay evidence.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1109/cars67163.2025.11337309,feedback-driven fuzzing agent,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0904,FMS0904,CS_FMS0904,LLM Agents for Automated Web Vulnerability Reproduction,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,reproducible validation,benchmark ground truth / public material,Supports agent reproduction success for three reported web vulnerabilities in controlled environments; it does not establish general web-vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.14700,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0914,FMS0914,CS_FMS0914,LLM-BSCVM,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; reporting and audit,candidate judgment,benchmark ground truth / public material,Supports smart-contract vulnerability-management judgments on the reported dataset; repair and exploitability claims require executable validation.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2505.17416,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction; validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0922,FMS0922,CS_FMS0922,LLM-JDFuzz,LLM-JDFuzz: A Large Language Model-Based Automated Java Deserialization Payload Generation Framework,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supports executable Java deserialization payload generation for the evaluated ysoserial gadget chains; broader exploit claims require aligned target versions and environments.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.3390/electronics15050954,candidate-analysis system,,feedback interpretation / loop adjustment; validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0927,FMS0927,CS_FMS0927,LLM4CVE,LLM4CVE: Enabling Iterative Automated Vulnerability Repair with Large Language Models,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; patch validation,reproducible validation,benchmark ground truth / public material,Supports compiler- and test-validated repairs for the evaluated CVE cases; stronger deployment claims require independent regression and maintenance evidence.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2501.03446,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0933,FMS0933,CS_FMS0933,LLMs and Fuzzing in Tandem,LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation,candidate judgment,no external trace reported,Supports fuzzing-assisted weakest-precondition synthesis on the deterministic Java benchmark; it does not directly establish a software vulnerability.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2507.05272,candidate-analysis system,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0935,FMS0935,CS_FMS0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Model,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation,runtime safety signal,benchmark ground truth / public material,"Supports runtime bug signals and coverage gains for the evaluated MOJO environment; stronger vulnerability claims require reproducible, version-aligned triggers.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.10179,feedback-driven fuzzing agent,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0945,FMS0945,CS_FMS0945,Locus,Locus: Agentic Predicate Synthesis for Directed Fuzzing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation,runtime safety signal,benchmark ground truth / public material,Supports concrete inputs reaching reported target states under the evaluated fuzzers; vulnerability claims depend on the security meaning and replay of each target state.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3744916.3773102,feedback-driven fuzzing agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0964,FMS0964,CS_FMS0964,MARVEL,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; reporting and audit,candidate judgment,benchmark ground truth / public material,Supports RTL security-bug judgments on the evaluated OpenTitan design and benchmark; stronger hardware vulnerability claims require executable or formal item-level validation.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3832325,candidate-analysis system,,context aggregation / rule extraction; long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0966,FMS0966,CS_FMS0966,MASFuzzer,MASFuzzer: Fuzz Driver Generation and Adaptive Scheduling via Multidimensional API Sequences,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation,runtime safety signal,no external trace reported,"Supports coverage and runtime findings produced by generated drivers on the evaluated libraries; stronger vulnerability claims require replayable, security-relevant triggers.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2604.17977,feedback-driven fuzzing agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0969,FMS0969,CS_FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learni,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learning Framework Fuzzing via LLMs,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation,runtime safety signal,author-reported external clue,Supports runtime bug signals on the evaluated deep-learning frameworks; reported real-world findings require public item-level alignment for stronger claims.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2506.17642,feedback-driven fuzzing agent,,feedback interpretation / loop adjustment; validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1017,FMS1017,CS_FMS1017,Multi-Agent Penetration Testing AI for the Web,Multi-Agent Penetration Testing AI for the Web,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; reproduction and validation,candidate judgment,author-reported external clue,Supports PoC-validated findings in the evaluated web applications; the reported CVE status remains author-reported until item-level public records align.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2508.20816,long-horizon pentest and CRS agent,,validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1024,FMS1024,CS_FMS1024,Mystique,Mystique: Automated Vulnerability Patch Porting with Semantic and Syntactic-Enhanced LLM,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; patch validation,reproducible validation,benchmark ground truth / public material,Supports validated patch porting for the reported real-world vulnerability cases; deployment claims require independent regression and maintained-version evidence.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3715718,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1034,FMS1034,CS_FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,candidate judgment,author-reported external clue,Supports vulnerability-pattern generation and candidate findings on the evaluated programs; the reported new vulnerabilities require item-level public alignment or reproducible triggers for stronger claims.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2504.16057,candidate-analysis system,,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1055,FMS1055,CS_FMS1055,"One Signature, Multiple Payments","One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; reproduction and validation,candidate judgment,benchmark ground truth / public material,Supports candidate classification for signature-replay vulnerabilities in the evaluated contract datasets; runtime exploitability requires an aligned executable trigger.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3744916.3773198,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1063,FMS1063,CS_FMS1063,Orion,Orion: Fuzzing Workflow Automation,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation,reproducible validation,no external trace reported,Supports reproduced crashes and checked repairs in the evaluated fuzzing workflows; the reported zero-day outcomes require public item-level disclosure records for external alignment.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.15195,"reproduction-, validation-, and repair-centered agent",,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1083,FMS1083,CS_FMS1083,PenForge,PenForge: On-the-Fly Expert Agent Construction for Automated Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,benchmark ground truth / public material,Supports successful exploit tasks on the stated benchmark instances; broader vulnerability-discovery claims require results outside the bounded benchmark and aligned validation material.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2601.06910,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1087,FMS1087,CS_FMS1087,PentestEval,PentestEval: Benchmarking LLM-based Penetration Testing with Modular and Stage-Level Design,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation; reproduction and validation,controlled task completion,benchmark ground truth / public material,Supports stage-level and end-to-end penetration-testing performance on the benchmark environments; it does not by itself establish open-world vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2512.14233,long-horizon pentest and CRS agent,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1088,FMS1088,CS_FMS1088,PentestMCP,PentestMCP: LLM and MCP Based Multi-Agent Framework for Automated Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation,controlled task completion,benchmark ground truth / public material,Supports phase-level completion rates in the reported penetration-testing setting; vulnerability-specific claims require aligned exploit or replay material.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.21203/rs.3.rs-7582841/v1,long-horizon pentest and CRS agent,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1093,FMS1093,CS_FMS1093,PILOT,"PILOT: Command-Line Interface Fuzzing Via Path-Guided, Iterative Large Language Model Prompting",target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation,runtime safety signal,author-reported external clue,"Supports the reported fuzzing findings whose triggering cases are linked to maintainer confirmation, fixes, or CVE records; the claim remains limited to the evaluated CLI programs and disclosed items.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1109/sp63933.2026.00211,feedback-driven fuzzing agent,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1095,FMS1095,CS_FMS1095,PoCEvolve,PoCEvolve: Generating Proof-of-Concept Exploits from Security Patches with Vulnerability-Aware Prompt Evolution,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supports validated PoC generation from security patches for the evaluated CVEs; it does not establish discovery of previously unknown vulnerabilities.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.22076,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1096,FMS1096,CS_FMS1096,PoCGen,PoCGen: Generating Proof-of-Concept Exploits for Vulnerabilities in Npm Packages,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,author-reported external clue,"Supports executable PoCs for the evaluated npm vulnerabilities, including PoCs linked to public advisories; it does not establish open-world vulnerability discovery.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2506.04962,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1098,FMS1098,CS_FMS1098,PoCo,PoCo: Agentic Proof-of-Concept Exploit Generation for Smart Contracts,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supports executable PoCs for the evaluated smart-contract audit reports under the supplied project environments; stronger generalization claims require broader independent cases.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3816704,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1135,FMS1135,CS_FMS1135,QLCoder,QLCoder: A Query Synthesizer For Static Analysis of Security Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation,reproducible validation,benchmark ground truth / public material,Supports executable vulnerability queries validated across recorded vulnerable and patched versions; broader detection claims require independent variant-analysis results.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2511.08462,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1136,FMS1136,CS_FMS1136,QLPro,QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,Supports CodeQL-based candidate findings on the evaluated projects; the reported officially confirmed zero-day findings need item-level public records or triggers for a stronger external claim.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2506.23644,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1149,FMS1149,CS_FMS1149,RapidPen,RapidPen: Fully Automated IP-to-Shell Penetration Testing with LLM-based Agents,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,no external trace reported,Supports IP-to-shell completion on the reported Hack The Box target and conditions; it does not establish general vulnerability-discovery performance.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2502.16730,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1161,FMS1161,CS_FMS1161,Red-MIRROR,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,controlled task completion,benchmark ground truth / public material,Supports benchmark penetration-testing completion under the evaluated memory and reflection configuration; vulnerability-specific claims require aligned replay or disclosure material.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2603.27127,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1227,FMS1227,CS_FMS1227,SAVANT,SAVANT: Vulnerability Detection in Application Dependencies through Semantic-Guided Reachability Analysis,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,Supports dependency-vulnerability classifications for the evaluated projects and public PoV-backed cases; application exploitability requires an aligned executable trigger in the target context.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2506.17798,candidate-analysis system,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1239,FMS1239,CS_FMS1239,SEC-bench Pro,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supports dynamically validated PoC completion on the versioned SEC-bench Pro instances; it does not establish open-world discovery outside the benchmark.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.26548,long-horizon pentest and CRS agent,,validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
