matrix_id,record_id,system_alias,field,author_harmonized_label,coder2_final_label,row_jaccard,material_checked,coder2_decision_note,coder2_uncertainty_note,adjudication_status,adjudicated_label,adjudication_note
U07,CP219,NeuroLog,primary_system_shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).","NeuroLog: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U08,CP220,EvoRepair,primary_system_shape,"reproduction-, validation-, and repair-centered agent",long-horizon pentest and CRS agent,,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",EvoRepair: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U11,CP223,MemRepair,primary_system_shape,"reproduction-, validation-, and repair-centered agent",long-horizon pentest and CRS agent,,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",MemRepair: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U12,CP224,Veritas,primary_system_shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).","Veritas: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U21,CP233,Symbolic Execution Meets Multi-LLM Orchestration,primary_system_shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations).","Symbolic Execution Meets Multi-LLM Orchestration: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U29,CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,primary_system_shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).","Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U39,CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,primary_system_shape,candidate-analysis system,long-horizon pentest and CRS agent,,"Paper pp. 1–7 (VKB and five-stage pipeline), pp. 7–11 (detection/repair evaluation and limitations).",Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera: observable workflow supports long-horizon pentest and CRS agent; strongest output is candidate judgment; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C05,CP066,Mut4All,strongest_evidence_output,runtime safety signal,externally traceable material,,"Paper pp. 1–7 (design and motivating issue mappings), pp. 14–20 (RQ1–RQ3, especially bug-hunting results), and pp. 22–24 (discussion/conclusion).",Mut4All: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C08,CP072,BSFuzzer,strongest_evidence_output,runtime safety signal,reproducible validation,,"Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table).",BSFuzzer: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C11,CP076,MALF,strongest_evidence_output,runtime safety signal,externally traceable material,,"Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13).",MALF: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C12,CP077,NeTestLLM,strongest_evidence_output,runtime safety signal,controlled task completion,,"Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study).","NeTestLLM: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the central evaluated contribution is coordination from specification understanding through test generation, executable artifacts, runtime-log analysis, and corrective loops.",,not_planned,,
C17,CP083,Multi-Agent Harnesses,strongest_evidence_output,reproducible validation,externally traceable material,,"Paper pp. 1–3 (Abstract and motivating harness), pp. 5–9 (typed DSL and outer loop), and pp. 9–12 (evaluation, Table 2 and vendor-confirmed CVEs).",Multi-Agent Harnesses: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C19,CP085,LIVA,strongest_evidence_output,candidate judgment,externally traceable material,,"Paper pp. 1–3 (Abstract and contributions), pp. 5–8 (source/sink and taint-analysis agents), pp. 8–13 (evaluation), and p. 13 (vendor/device-to-CVE/CNVD table).",LIVA: observable workflow supports candidate-analysis system; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C21,CP094,PANGOLIN,strongest_evidence_output,runtime safety signal,externally traceable material,,"Paper pp. 1–5 (Abstract and design), pp. 5–10 (specification generation/correction and fuzzing), pp. 10–14 (evaluation/disclosure), and Appendix C pp. 18–20 (IDs).",PANGOLIN: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C24,CP131,BountyBench,strongest_evidence_output,controlled task completion,reproducible validation,,"Paper pp. 1–3 (Abstract/framework), pp. 3–7 (Detect/Exploit/Patch evaluators), pp. 7–10 (agent evaluation), and public benchmark/run-log description.","BountyBench: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the benchmark evaluates agent work across Detect, Exploit, and Patch tasks; invariant-checked scripts and patches support reproducible validation without implying independent production of the original bounties.",,not_planned,,
C28,CP206,FuzzingBrain V2,strongest_evidence_output,reproducible validation,externally traceable material,,"Paper pp. 1–3 (Abstract/system goals), pp. 3–8 (three-stage design and PoC pipeline), pp. 8–12 (evaluation), and pp. 12–13 (zero-day table/case study).","FuzzingBrain V2: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U02,CP214,Revelio,strongest_evidence_output,reproducible validation,externally traceable material,,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).","Revelio: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U03,CP215,OpenAnt,strongest_evidence_output,runtime safety signal,reproducible validation,,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).","OpenAnt: observable workflow supports candidate-analysis system; strongest output is reproducible validation; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: candidate-analysis is primary because repository decomposition, candidate generation, and adversarial filtering organize discovery; specified test scripts and Docker execution meet reproducible validation even though ephemeral artifacts are discarded afterward.",,not_planned,,
U04,CP216,Code-Augur,strongest_evidence_output,externally traceable material,reproducible validation,,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Code-Augur: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U05,CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,strongest_evidence_output,controlled task completion,externally traceable material,,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Transferable Self-Evolving Playbooks for Agentic Security Auditing: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U21,CP233,Symbolic Execution Meets Multi-LLM Orchestration,strongest_evidence_output,reproducible validation,controlled task completion,,"Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations).","Symbolic Execution Meets Multi-LLM Orchestration: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U26,CP238,COBALT-TLA,strongest_evidence_output,runtime safety signal,controlled task completion,,"Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results).",COBALT-TLA: observable workflow supports candidate-analysis system; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U39,CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,strongest_evidence_output,controlled task completion,candidate judgment,,"Paper pp. 1–7 (VKB and five-stage pipeline), pp. 7–11 (detection/repair evaluation and limitations).",Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera: observable workflow supports long-horizon pentest and CRS agent; strongest output is candidate judgment; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C02,CP015,ReForge,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–3 (pipeline and feedback loop), pp. 4–5 (evaluation and Listings 1–2), and p. 6 (conclusion).","ReForge: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C05,CP066,Mut4All,external_traceability,no external trace reported,publicly aligned external trace,,"Paper pp. 1–7 (design and motivating issue mappings), pp. 14–20 (RQ1–RQ3, especially bug-hunting results), and pp. 22–24 (discussion/conclusion).",Mut4All: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C10,CP075,VulAgent,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations).",VulAgent: observable workflow supports candidate-analysis system; strongest output is candidate judgment; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C11,CP076,MALF,external_traceability,author-reported external clue,publicly aligned external trace,,"Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13).",MALF: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C12,CP077,NeTestLLM,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study).","NeTestLLM: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the central evaluated contribution is coordination from specification understanding through test generation, executable artifacts, runtime-log analysis, and corrective loops.",,not_planned,,
C13,CP078,PBFuzz,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–6 (motivation, architecture and workflow state), pp. 6–10 (tools/implementation), and pp. 10–20 (evaluation, limitations and conclusion).","PBFuzz: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C14,CP080,Co-RedTeam,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–3 (Abstract and contribution), pp. 4–8 (discovery/exploitation agents, feedback and memory), and pp. 8–13 (Tables 1–3, ablations and conclusion).",Co-RedTeam: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C15,CP081,Real-world Pentest Agent Study,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–6 (failure analysis), pp. 6–9 (PentestGPTV2 design), and pp. 9–13 (evaluation, strategy case study and deployment).",Real-world Pentest Agent Study: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C16,CP082,LLMVD.js,external_traceability,no external trace reported,author-reported external clue,,"Paper pp. 1–5 (Abstract and pipeline), pp. 5–8 (system and PoC validation), pp. 8–12 (evaluation), and pp. 10–13 (new-package results/limitations).","LLMVD.js: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C17,CP083,Multi-Agent Harnesses,external_traceability,no external trace reported,publicly aligned external trace,,"Paper pp. 1–3 (Abstract and motivating harness), pp. 5–9 (typed DSL and outer loop), and pp. 9–12 (evaluation, Table 2 and vendor-confirmed CVEs).",Multi-Agent Harnesses: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C18,CP084,PentestAgent,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–5 (Abstract/background), pp. 5–8 (system overview and agents), and pp. 8–12 (evaluation and limitations).",PentestAgent: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C19,CP085,LIVA,external_traceability,author-reported external clue,publicly aligned external trace,,"Paper pp. 1–3 (Abstract and contributions), pp. 5–8 (source/sink and taint-analysis agents), pp. 8–13 (evaluation), and p. 13 (vendor/device-to-CVE/CNVD table).",LIVA: observable workflow supports candidate-analysis system; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C21,CP094,PANGOLIN,external_traceability,author-reported external clue,publicly aligned external trace,,"Paper pp. 1–5 (Abstract and design), pp. 5–10 (specification generation/correction and fuzzing), pp. 10–14 (evaluation/disclosure), and Appendix C pp. 18–20 (IDs).",PANGOLIN: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C22,CP095,TransferFuzz-Pro,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–3 (Abstract/motivation), pp. 4–9 (LLM debugging and PoC workflow), and pp. 9–14 (RQ1–RQ5 and CVE-to-binary tables).","TransferFuzz-Pro: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C23,CP130,Cybench,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–7 (Abstract, task framework and agent), pp. 7–11 (evaluation and reproducibility discussion), and task appendices (representative solution traces/scripts).",Cybench: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the evaluated agent performs multi-step tool use with retained observations across bounded CTF missions; flag capture remains controlled task completion rather than target-version vulnerability validation.,,not_planned,,
C25,CP132,SEC-bench,external_traceability,no external trace reported,benchmark ground truth / public material,,"Paper pp. 1–3 (Abstract and benchmark construction), pp. 3–6 (SECVerifier and task criteria), pp. 7–10 (agent evaluation), and released code/dataset URLs on p. 1.","SEC-bench: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C26,CP133,CyberGym,external_traceability,benchmark ground truth / public material,author-reported external clue,,"Paper pp. 1–6 (Abstract, benchmark construction and PoC oracle), pp. 6–9 (evaluation and zero-day deployment), and Appendix E pp. 34–35 (incomplete-patch/zero-day analysis).","CyberGym: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C28,CP206,FuzzingBrain V2,external_traceability,author-reported external clue,publicly aligned external trace,,"Paper pp. 1–3 (Abstract/system goals), pp. 3–8 (three-stage design and PoC pipeline), pp. 8–12 (evaluation), and pp. 12–13 (zero-day table/case study).","FuzzingBrain V2: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U02,CP214,Revelio,external_traceability,author-reported external clue,publicly aligned external trace,,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).","Revelio: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U03,CP215,OpenAnt,external_traceability,author-reported external clue,no external trace reported,,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).","OpenAnt: observable workflow supports candidate-analysis system; strongest output is reproducible validation; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: candidate-analysis is primary because repository decomposition, candidate generation, and adversarial filtering organize discovery; specified test scripts and Docker execution meet reproducible validation even though ephemeral artifacts are discarded afterward.",,not_planned,,
U05,CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,external_traceability,benchmark ground truth / public material,publicly aligned external trace,,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Transferable Self-Evolving Playbooks for Agentic Security Auditing: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U07,CP219,NeuroLog,external_traceability,author-reported external clue,benchmark ground truth / public material,,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).","NeuroLog: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U16,CP228,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,external_traceability,benchmark ground truth / public material,author-reported external clue,,"Paper pp. 1–5 (PoVSmith workflow), pp. 5–10 (evaluation and PR/CVE-request outcomes).","Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U18,CP230,APIOT,external_traceability,benchmark ground truth / public material,no external trace reported,,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).",APIOT: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U22,CP234,Automation-Exploit,external_traceability,not reported,no external trace reported,,"Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility).",Automation-Exploit: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U32,CP244,STRIATUM-CTF,external_traceability,benchmark ground truth / public material,no external trace reported,,"Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results).",STRIATUM-CTF: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
