record_id,matrix_id,title,field,coder_x_label,coder_y_label,final_label,resolution_type,brief_reason,evidence_location,unresolved,reviewer_initials,review_date,disagreement_id
FMS0284,FMS0284,BACFuzz: Exposing the Silence on Broken Access Control Vulnerabilities in Web Applications,principal reported evidence output,runtime safety signal,reproducible validation,runtime safety signal,coder_x_selected,The cited source supports the selected label runtime safety signal as the main observable result reported for the study.,https://arxiv.org/pdf/2507.15984 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.2,no,TR,2026-08-12,FMS0284__principal_evidence
FMS0284,FMS0284,BACFuzz: Exposing the Silence on Broken Access Control Vulnerabilities in Web Applications,external traceability,author-reported external clue,benchmark ground truth / public material,author-reported external clue,coder_x_selected,The cited source supports the selected label author-reported external clue under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2507.15984 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.2,no,TR,2026-08-12,FMS0284__external_traceability
FMS0288,FMS0288,Baselines Before Architecture: Evaluating Coding Agents for Autonomous Penetration Testing,lifecycle coverage,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,path and input exploration;execution observation;reporting and audit,coder_x_selected,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2607.13085 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0288__lifecycle
FMS0288,FMS0288,Baselines Before Architecture: Evaluating Coding Agents for Autonomous Penetration Testing,cross-stage capability,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2607.13085 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0288__capability
FMS0288,FMS0288,Baselines Before Architecture: Evaluating Coding Agents for Autonomous Penetration Testing,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0288,FMS0288,Baselines Before Architecture: Evaluating Coding Agents for Autonomous Penetration Testing,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0288,FMS0288,Baselines Before Architecture: Evaluating Coding Agents for Autonomous Penetration Testing,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0372,FMS0372,Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2606.26933 | role p.2; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0372__lifecycle
FMS0372,FMS0372,Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2606.26933 | role p.2; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0372__capability
FMS0372,FMS0372,Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0372,FMS0372,Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities,principal reported evidence output,reproducible validation,externally traceable material,reproducible validation,coder_x_selected,The cited source supports the selected label reproducible validation as the main observable result reported for the study.,https://arxiv.org/pdf/2606.26933 | role p.2; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0372__principal_evidence
FMS0372,FMS0372,Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities,external traceability,author-reported external clue,publicly aligned external trace,author-reported external clue,coder_x_selected,The cited source supports the selected label author-reported external clue under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2606.26933 | role p.2; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0372__external_traceability
FMS0389,FMS0389,CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs,lifecycle coverage,candidate analysis;execution observation,candidate analysis;reporting and audit,candidate analysis;execution observation,coder_x_selected,The cited source supports the selected label candidate analysis;execution observation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2512.06846 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,TR,2026-08-12,FMS0389__lifecycle
FMS0389,FMS0389,CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2512.06846 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,TR,2026-08-12,FMS0389__capability
FMS0389,FMS0389,CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0389,FMS0389,CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs,principal reported evidence output,candidate judgment,candidate judgment,candidate judgment,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0389,FMS0389,CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs,external traceability,benchmark ground truth / public material,no external trace reported,benchmark ground truth / public material,coder_x_selected,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2512.06846 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,TR,2026-08-12,FMS0389__external_traceability
FMS0401,FMS0401,Cochise: A Reference Harness for Autonomous Penetration Testing,lifecycle coverage,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,path and input exploration;execution observation;reporting and audit,coder_x_selected,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2605.11671 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0401__lifecycle
FMS0401,FMS0401,Cochise: A Reference Harness for Autonomous Penetration Testing,cross-stage capability,failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,coder_x_selected,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2605.11671 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0401__capability
FMS0401,FMS0401,Cochise: A Reference Harness for Autonomous Penetration Testing,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0401,FMS0401,Cochise: A Reference Harness for Autonomous Penetration Testing,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0401,FMS0401,Cochise: A Reference Harness for Autonomous Penetration Testing,external traceability,benchmark ground truth / public material,no external trace reported,benchmark ground truth / public material,coder_x_selected,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2605.11671 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0401__external_traceability
FMS0435,FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,lifecycle coverage,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,path and input exploration;execution observation;reporting and audit,coder_x_selected,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2502.15506 | role p.1; action p.1; feedback p.2; evaluation p.1,no,TR,2026-08-12,FMS0435__lifecycle
FMS0435,FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2502.15506 | role p.1; action p.1; feedback p.2; evaluation p.1,no,TR,2026-08-12,FMS0435__capability
FMS0435,FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0435,FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0435,FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,external traceability,benchmark ground truth / public material,no external trace reported,benchmark ground truth / public material,coder_x_selected,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2502.15506 | role p.1; action p.1; feedback p.2; evaluation p.1,no,TR,2026-08-12,FMS0435__external_traceability
FMS0489,FMS0489,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,lifecycle coverage,candidate analysis;patch validation;reporting and audit,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;patch validation;reporting and audit,coder_x_selected,The cited source supports the selected label candidate analysis;patch validation;reporting and audit; only observable workflow actions or outputs were retained.,https://aclanthology.org/2025.naacl-long.212.pdf | role p.1; action p.1; feedback p.2; validation p.3; evaluation p.1,no,TR,2026-08-12,FMS0489__lifecycle
FMS0489,FMS0489,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://aclanthology.org/2025.naacl-long.212.pdf | role p.1; action p.1; feedback p.2; validation p.3; evaluation p.1,no,TR,2026-08-12,FMS0489__capability
FMS0489,FMS0489,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0489,FMS0489,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0489,FMS0489,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0500,FMS0500,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,lifecycle coverage,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,path and input exploration;execution observation;reporting and audit,coder_x_selected,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2502.10931 | role p.1; action p.1; feedback p.1; evaluation p.1,no,TR,2026-08-12,FMS0500__lifecycle
FMS0500,FMS0500,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2502.10931 | role p.1; action p.1; feedback p.1; evaluation p.1,no,TR,2026-08-12,FMS0500__capability
FMS0500,FMS0500,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0500,FMS0500,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0500,FMS0500,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0509,FMS0509,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2606.25332 | role p.1; action p.1; feedback p.3; validation p.2; evaluation p.1,no,TR,2026-08-12,FMS0509__lifecycle
FMS0509,FMS0509,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0509,FMS0509,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0509,FMS0509,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0509,FMS0509,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0538,FMS0538,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,lifecycle coverage,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2511.12950 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0538__lifecycle
FMS0538,FMS0538,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2511.12950 | role p.3; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0538__capability
FMS0538,FMS0538,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0538,FMS0538,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0538,FMS0538,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0541,FMS0541,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2607.21676 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.3,no,TR,2026-08-12,FMS0541__lifecycle
FMS0541,FMS0541,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2607.21676 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.3,no,TR,2026-08-12,FMS0541__capability
FMS0541,FMS0541,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0541,FMS0541,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,principal reported evidence output,reproducible validation,runtime safety signal,reproducible validation,coder_x_selected,The cited source supports the selected label reproducible validation as the main observable result reported for the study.,https://arxiv.org/pdf/2607.21676 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.3,no,TR,2026-08-12,FMS0541__principal_evidence
FMS0541,FMS0541,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0598,FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,lifecycle coverage,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,path and input exploration;execution observation;reporting and audit,coder_x_selected,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2603.24221 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.2,no,TR,2026-08-12,FMS0598__lifecycle
FMS0598,FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2603.24221 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.2,no,TR,2026-08-12,FMS0598__capability
FMS0598,FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0598,FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0598,FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0619,FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,lifecycle coverage,candidate analysis;patch validation,candidate analysis;execution observation;patch validation;reproduction and validation,candidate analysis;patch validation,coder_x_selected,The cited source supports the selected label candidate analysis;patch validation; only observable workflow actions or outputs were retained.,https://www.scitepress.org/Papers/2026/144804/144804.pdf | role p.1; action p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0619__lifecycle
FMS0619,FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://www.scitepress.org/Papers/2026/144804/144804.pdf | role p.1; action p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0619__capability
FMS0619,FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0619,FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0619,FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
FMS0648,FMS0648,FalseCrashReducer: Mitigating False Positive Crashes in OSS-Fuzz-Gen Using Agentic AI,lifecycle coverage,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2510.02185 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,TR,2026-08-12,FMS0648__lifecycle
