record_id,title,year,source_type,publication_status,original_layer,analysis_layer,task_category,is_analytical_core,core_id,system_alias,a_level_original,primary_evidence_stage_original,external_evidence_profile_original,evidence_object_original,artifact_status_original,official_url,doi,inclusion_or_exclusion_reason,corpus_layer_note
CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,"三月 30, 2025",conferencePaper,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-1079-7,10.1145/3676641.3716022,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,2025,conferencePaper,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP120,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",2025/04/01,journalArticle,published_or_indexed_from_local_metadata,Background,Background Context,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://link.springer.com/article/10.1007/s10207-025-00992-7,10.1007/s10207-025-00992-7,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP121,A Contemporary Survey of Large Language Model Assisted Program Analysis,2025-02-05,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2502.18474,10.48550/arXiv.2502.18474,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP122,OSmartPro: a large language model-assisted option fuzzing approach,2026/12/01,journalArticle,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://link.springer.com/article/10.1186/s42400-026-00557-8,10.1186/s42400-026-00557-8,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,2026-01-24,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2601.17471,10.48550/ARXIV.2601.17471,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP124,Getting pwn'd by AI: Penetration Testing with Large Language Models,2023,conferencePaper,verified_by_official_source,Background,Background Context,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/3611643.3613083,10.1145/3611643.3613083,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP125,PentestGPT: An LLM-empowered Automatic Penetration Testing Tool,2023,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2308.06782,10.48550/ARXIV.2308.06782,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP126,LLM Agents can Autonomously Hack Websites,2024,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2402.06664,10.48550/ARXIV.2402.06664,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,2024,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Validation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2404.08144,10.48550/ARXIV.2404.08144,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,2024,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Validation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2406.01637,10.48550/ARXIV.2406.01637,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,2024,preprint,arXiv preprint,Background,Background Context,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2409.16165,10.48550/arXiv.2409.16165,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP130,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,2025,preprint,preprint_or_arxiv_from_local_metadata,Core,Analytical Core,Benchmark/Evaluation,yes,C23,Cybench,A4,E1,NA,任务完成,可得；论文声明code/data公开于cybench.github.io。,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3e9412a9c1d93810ef3ef7825115016b-Abstract-Conference.html,10.48550/arXiv.2408.08926,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP131,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,2025,preprint,preprint_or_arxiv_from_local_metadata,Core,Analytical Core,Benchmark/Evaluation,yes,C24,BountyBench,A4,E4b,E4b,系统输出,可得；论文声明code和run logs在bountybench.github.io。,https://bountybench.github.io/,10.48550/ARXIV.2505.15216,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,2025,preprint,preprint_or_arxiv_from_local_metadata,Core,Analytical Core,Benchmark/Evaluation,yes,C25,SEC-bench,A3,E3,NA,系统输出,可得；论文给出GitHub、HuggingFace dataset和leaderboard。,https://arxiv.org/abs/2506.11791,10.48550/ARXIV.2506.11791,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,2025,preprint,preprint/project page,Core,Analytical Core,Benchmark/Evaluation,yes,C26,CyberGym,A3 + A4 + A5,E4b,E4b,系统输出,项目页可追溯；specific artifact status not assigned in public metadata; public metadata status recorded; ,https://www.cybergym.io/,10.48550/arXiv.2506.02548,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP134,PATCHAGENT: A Practical Program Repair Agent Mimicking Human Expertise,2025,conferencePaper,verified_by_official_source,Supporting,Supporting,Remediation,no,NA,NA,NA,NA,NA,NA,NA,https://www.usenix.org/conference/usenixsecurity25/presentation/yu-zheng,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,2025,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2507.21113,10.48550/ARXIV.2507.21113,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP136,SIVA: Self Improving Vulnerability Agent,2025,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://research.ibm.com/publications/siva-self-improving-vulnerability-agent,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP137,LLM-Boofuzz: Generation-Based Black-Box Fuzzing for Network Protocols via LLMs,2025,journalArticle,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/electronics14234550,10.3390/electronics14234550,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,2026,journalArticle,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11227-026-08439-z,10.1007/s11227-026-08439-z,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,2026,journalArticle,verified_by_official_source,Supporting,Supporting,Validation,no,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s10664-025-10758-3,10.1007/s10664-025-10758-3,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,2025,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2510.15994,10.48550/ARXIV.2510.15994,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP141,Cybersecurity AI Benchmark (CAIBench): A Meta-Benchmark for Evaluating Cybersecurity AI Agents,2025,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2510.24317,10.48550/ARXIV.2510.24317,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP142,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,2024,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2410.02644,10.48550/ARXIV.2410.02644,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP143,Detection Made Easy: Potentials of Large Language Models for Solidity Vulnerabilities,09/2024,journalArticle,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ui.adsabs.harvard.edu/abs/2024arXiv240910574T/abstract,10.48550/ARXIV.2409.10574,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP144,LLM-based Vulnerability Sourcing from Unstructured Data,2024-07,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10628694,10.1109/EuroSPW61312.2024.00077,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP145,From Generalist to Specialist: Exploring CWE-Specific Vulnerability Detection,2024-08-05,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2408.02329,10.48550/ARXIV.2408.02329,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP146,Smart Contract Vulnerability Detection: The Role of Large Language Model (LLM),"August 6, 2024",journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3687251.3687253,10.1145/3687251.3687253,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP147,VulnHunt-GPT: a Smart Contract vulnerabilities detector based on OpenAI chatGPT,2024-04-08,bookSection,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0243-3,10.1145/3605098.3636003,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP148,RealVul: Can We Detect Vulnerabilities in Web Applications with LLM?,2024-11,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://aclanthology.org/2024.emnlp-main.472/,10.18653/v1/2024.emnlp-main.472,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP149,LLM-CloudSec: Large Language Model Empowered Automatic and Deep Vulnerability Analysis for Intelligent Clouds,2024-05,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10620804,10.1109/INFOCOMWKSHPS61880.2024.10620804,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP150,"Information Security, Ethics, and Integrity in LLM Agent Interaction",2025-01-01,journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,#item_1337,10.4236/jis.2025.161010,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP151,AugGPT: Leveraging ChatGPT for Text Data Augmentation,2025-06,journalArticle,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10858342,10.1109/TBDATA.2025.3536934,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP152,Improving Long-Tail Vulnerability Detection Through Data Augmentation Based on Large Language Models,2024-10,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10795073,10.1109/ICSME58944.2024.00033,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP153,Vul-RAG: Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG,"二月 20, 2026",journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3797277,10.1145/3797277,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP154,"ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?",2023-12,conferencePaper,verified_by_official_source,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10479409,10.1109/APSEC60848.2023.00085,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP155,"Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents",2024/11/14,journalArticle,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2411.09523v1,10.48550/arXiv.2411.09523,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP156,How Far Have We Gone in Vulnerability Detection Using Large Language Models,2023/11/21,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2311.12420,10.48550/arXiv.2311.12420,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP157,Vulnerability detection using BERT based LLM model with transparency obligation practice towards trustworthy AI,2024-12-01,journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://www.sciencedirect.com/science/article/pii/S2666827024000744,10.1016/j.mlwa.2024.100598,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP158,Large Language Models for Code: Security Hardening and Adversarial Testing,"十一月 21, 2023",conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0050-7,10.1145/3576915.3623175,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP159,Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives,2023-11,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10431564,10.1109/TPS-ISA58951.2023.00044,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP160,When Fuzzing Meets LLMs: Challenges and Opportunities,"七月 10, 2024",conferencePaper,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0658-5,10.1145/3663529.3663784,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP161,From Vulnerability to Defense: The Role of Large Language Models in Enhancing Cybersecurity,2025/2,journalArticle,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://www.mdpi.com/2079-3197/13/2/30,10.3390/computation13020030,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP162,LSAST: Enhancing Cybersecurity Through LLM-Supported Static Application Security Testing,2025,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:978-3-031-92882-6,10.1007/978-3-031-92882-6_12,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP163,Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities,2025-03,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10988968,10.1109/ICST62969.2025.10988968,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP164,Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis,2025,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:978-3-031-85593-1,10.1007/978-3-031-85593-1_9,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP165,A Case Study of LLM for Automated Vulnerability Repair: Assessing Impact of Reasoning and Patch Validation Feedback,"七月 10, 2024",conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0685-1,10.1145/3664646.3664770,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP166,Enhancing Static Analysis for Practical Bug Detection: An LLM-Integrated Approach,"四月 29, 2024",journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3649828,10.1145/3649828,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP167,Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting,2023-09,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10298538,10.1109/ASE56229.2023.00089,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP168,IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities,2025-05-01,journalArticle,conference paper with arXiv backup DOI,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://proceedings.iclr.cc/paper_files/paper/2025/hash/582d4e27fa24168f3af1f4582655034b-Abstract-Conference.html,10.48550/arXiv.2405.17238,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP169,Enhancing Code Vulnerability Detection via Vulnerability-Preserving Data Augmentation,"六月 20, 2024",conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0616-5,10.1145/3652032.3657564,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP170,VulDetectBench: Evaluating the Deep Capability of Vulnerability Detection with Large Language Models,2024-08-21,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2406.07595,10.48550/ARXIV.2406.07595,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP171,Exploration On Prompting LLM With Code-Specific Information For Vulnerability Detection,2024-07,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10664399,10.1109/SSE62657.2024.00049,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP172,GRACE: Empowering LLM-based software vulnerability detection with graph structure and in-context learning,2024-06-01,journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://www.sciencedirect.com/science/article/pii/S0164121224000748,10.1016/j.jss.2024.112031,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP173,FELLMVP: An Ensemble LLM Framework for Classifying Smart Contract Vulnerabilities,2024-08,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10664408,10.1109/Blockchain62396.2024.00021,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP174,Prompt Fuzzing for Fuzz Driver Generation,"十二月 9, 2024",conferencePaper,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0636-3,10.1145/3658644.3670396,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP175,Combining Fine-Tuning and LLM-Based Agents for Intuitive Smart Contract Auditing with Justifications,2025-04,conferencePaper,verified_by_official_source,Supporting,Supporting,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/11029966,10.1109/ICSE55347.2025.00027,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP176,Harnessing the Power of LLMs in Source Code Vulnerability Detection,2024-10,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10774025,10.1109/MILCOM61039.2024.10774025,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
