record_id,title,year,authors,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,exclusion_reason,note
CP206,FuzzingBrain V2: A Multi-Agent LLM System for Automated Vulnerability Discovery and Reproduction,2026,Ze Sheng; Zhicheng Chen; Qingxiao Xu; Kewen Zhu; Jeff Huang,arXiv,arXiv preprint,https://arxiv.org/abs/2605.21779,Core,automated vulnerability discovery and reproduction; OSS-Fuzz/AIxCC,NA,Included in current unified corpus; source-limited maintainer/CVE claims do not assign E4c.
CP207,Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,2026,Haoyu Li; Xijia Che; Yanhao Wang; Xiaojing Liao; Luyi Xing,arXiv,arXiv preprint,https://arxiv.org/abs/2602.13574,Core,PoV generation on SEC-bench,NA,"Included in current unified corpus; benchmark ground truth is recorded as E4b, not E4c."
CP208,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,Andrew Chin; Dongkwan Kim; Yu-Fu Fu; Fabian Fleischer; Youngjoon Kim; HyungSeok Han; Cen Zhang; Brian Junekyu Lee; Hanqing Zhao; Taesoo Kim,arXiv,arXiv preprint / HTML,https://arxiv.org/abs/2603.08566,Core,cyber reasoning system / OSS-Fuzz deployment,NA,Included in current unified corpus; unknown-bug claims remain source-limited and do not assign E4c.
CP209,Contextualizing Sink Knowledge for Java Vulnerability Discovery,2026,Fabian Fleischer; Cen Zhang; Joonun Jang; Jeongin Cho; Meng Xu; Taesoo Kim,arXiv,arXiv preprint,https://arxiv.org/abs/2604.01645,Core,Java vulnerability discovery with sink knowledge and fuzzing/CRS context,NA,Included in current unified corpus; source-limited zero-day claims do not assign E4c.
CP210,Cottontail: Large Language Model-Driven Concolic Execution for Highly Structured Test Input Generation,2025,Haoxin Tu; Seongmin Lee; Yuxian Li; Peng Chen; Lingxiao Jiang; Marcel B?hme,arXiv,arXiv preprint; IEEE S&P 2026 according to arXiv,https://arxiv.org/abs/2504.17542,Supporting,LLM-driven concolic execution / structured test generation,NA,Included in current unified corpus as Supporting boundary case.
CP211,"SoK: DARPA's AI Cyber Challenge (AIxCC): Competition Design, Architectures, and Lessons Learned",2026,Cen Zhang et al.,arXiv,arXiv preprint,https://arxiv.org/abs/2602.07666,Background,AIxCC competition/CRS SoK,NA,Included in current unified corpus as Related Work / Background reference.
CP212,Large language models-driven fuzzing: A systematic survey,2026,Yuxian Wan; Minhuan Huang; Xiang Li; Yuanping Nie; Wenyu Zhen,ScienceDirect,Engineering Applications of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197626014090,Background,related survey on LLM-driven fuzzing,NA,Included in current unified corpus as Related Work / Background reference.
CP213,RAVEN: Agentic RAG for Automated Vulnerability Repair,2026,Varun Gadey; Zijie Liu; Alexandra Dmitrienko,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.22647,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP214,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,2026,Yiwei Hou; Hao Wang; Muxi Lyu; Marius Momeu; Eric Nguyen; Taige Yang; Koushik Sen; Dawn Song; David Wagner,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.22263,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP215,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",2026,Nahum Korda; Gadi Evron,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.19149,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP216,Code-Augur: Agentic Vulnerability Detection via Specification Inference,2026,Zhengxiong Luo; Mehtab Zafar; Dylan Wolff; Abhik Roychoudhury,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.18619,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,2026,Ziyue Wang; Cheuk Wang Maurice Ng; Chenchen Yu; Strick Sheng; Kaihua Qin; Liyi Zhou,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.16420,Core,Pentest / CRS / long-horizon workflow,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP218,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,2026,Andrew Bao; Haochen Zeng; Peng Chen; Stephen McCamant; Pen-Chung Yew,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.13037,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP219,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",2026,Sanjay Rawat,preprint,arXiv submission-time update,https://arxiv.org/abs/2606.00669,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP220,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,2026,Haichuan Hu; Guoqing Xie; Quanjun Zhang; Jiawei Liu; Shengcheng Yu; Chunrong Fang; Zhenyu Chen; Liang Xiao,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.30105,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP221,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,2026,Ze Sheng; Dmitrijs Trizna; Luigino Camastra; Zhicheng Chen; Qingxiao Xu; Jeff Huang,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.21824,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP222,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,2026,Simiao Liu; Fang Liu; Peiding Wang; Taichuan Li; Yinghao Zhu; Xiaoli Lian; Li Zhang,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.17450,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP223,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,2026,Simiao Liu; Li Zhang; Fang Liu; Xiaoli Lian; Yang Liu; Yinghao Zhu,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.17444,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP224,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,2026,Xinran Zheng; Alfredo Pesoli; Marco Valleri; Suman Jana; Lorenzo Cavallaro,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.15097,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP225,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,2026,Yunlong Lyu; Peng Chen; Fengyi Wu; Junzhe Yu; Kit Long Hon; Hao Chen,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.14431,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP226,Agentic Fuzzing: Opportunities and Challenges,2026,Junyoung Park; Insu Yun,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.10074,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP227,Root-Cause-Driven Automated Vulnerability Repair,2026,Hulin Wang; Zion Leonahenahe Basque; Jie Hu; Ati Priya Bajaj; Yibo Liu; Samuel Zhu; Giorgi Kobakhia; Nikhil Chapre; Will Rosenberg; Siddharth Mishra; Aditya Maheshbhai Gabani; Moritz Schloegel; Adam Doupé; Yan Shoshitaishvili; Ruoyu Wang; Tiffany Bao,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.04251,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP228,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,2026,Shravya Kanchi; Xiaoyan Zang; Ying Zhang; Danfeng Yao; Na Meng,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.03956,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP229,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,2026,Mario Rodríguez Béjar; B. Romera-Paredes; Jose L. Hernández-Ramos,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.02789,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP230,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,2026,Adel ElZemity; Budi Arief; Shujun Li; Calvin Brierley; Yichao Wang; Yuxiang Huang; James Pope; Haoxiang Li; George Oikonomou,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.02346,Core,Pentest / CRS / long-horizon workflow,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP231,QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing,2026,Mohd Ruhul Ameen; Md Takrim Ul Alam; Akif Islam,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.01885,Supporting,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP232,AgenticVM: Agentic AI for Adaptive Software Vulnerability Management,2026,Asrul Arifin; Hussain Ahmad; Yiyao Zhang; Diksha Goel,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.01739,Supporting,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP233,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,2026,Zeyad Abdelrazek; Young Lee,preprint,arXiv submission-time update,https://arxiv.org/abs/2605.00034,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP234,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,2026,Biagio Andreucci; Arcangelo Castiglione,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.22427,Core,Pentest / CRS / long-horizon workflow,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP235,Towards Optimal Agentic Architectures for Offensive Security Tasks,2026,Isaac David; Arthur Gervais,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.18718,Core,Pentest / CRS / long-horizon workflow,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP236,SynthFix: Adaptive Neuro-Symbolic Code Vulnerability Repair,2026,Yifan Zhang; Jieyu Li; Kexin Pei; Yu Huang; Kevin Leach,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.17184,Supporting,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP237,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,2026,Jingwen Zhang; Yuhong Nan; Kaiwen Ning; Mingxi Ye; Wei Li; Yuming Xiao; Yuming Feng; Weizhe Zhang; Zibin Zheng,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.13611,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP238,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,2026,Dominik Blain,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.12172,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP239,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,2026,Zi Liang; Qipeng Xie; Jun He; Bohuan Xue; Weizheng Wang; Yuandao Cai; Fei Luo; Boxian Zhang; Haibo Hu; Kaishun Wu,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.06633,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP240,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,2026,Phan The Duy; Khoa Ngo-Khanh; Nguyen Huu Quyen; Van-Hau Pham,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.06618,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,2026,Md Shafiuzzaman; Achintya Desai; Wenbo Guo; Tevfik Bultan,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.06506,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP242,RuleForge: Automated Generation and Validation for Web Vulnerability Detection at Scale,2026,Ayush Garg; Sophia Hager; Jacob Montiel; Aditya Tiwari; Michael Gentile; Zach Reavis; David Magnotti; Wayne Fullen,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.01977,Supporting,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP243,Fuzzing with Agents? Generators Are All You Need,2026,Vasudev Vikram; Rohan Padhye,preprint,arXiv submission-time update,https://arxiv.org/abs/2604.01442,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP244,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,2026,James Hugglestone; Samuel Jacob Chacko; Dawson Stoller; Ryan Schmidt; Xiuwen Liu,preprint,arXiv submission-time update,https://arxiv.org/abs/2603.22577,Core,Pentest / CRS / long-horizon workflow,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP245,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,2026,Renwei Meng; Haoyi Wu; Jingming Wang,preprint,arXiv submission-time update,https://arxiv.org/abs/2603.13384,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP246,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,2026,Nils Loose; Nico Winkel; Kristoffer Hempel; Felix Mächtle; Julian Hans; Thomas Eisenbarth,conference,SBFT 2026 / arXiv version,https://doi.org/10.1145/3786155.3788582,Core,Fuzzing / input exploration,NA,Formal SBFT 2026 version reconciled with the 2026-07-15 arXiv update record; analytical coding is unchanged.
CP247,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,2026,Mingcheng Jiang; Jiancheng Huang; Jiangfei Wang; Zhengzhu Xie; Nan Fang; Guang Cheng; Xiaoyan Hu; Hua Wu,preprint,arXiv submission-time update,https://arxiv.org/abs/2603.01154,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP248,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,2026,Yongxin Chen; Zhiyuan Jiang; Chao Zhang; Haoran Xu; Shenglin Xu; Jianping Tang; Zheming Li; Peidai Xie; Yongjun Wang,preprint,arXiv submission-time update,https://arxiv.org/abs/2602.19490,Core,Fuzzing / input exploration,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP249,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,2026,George Tsigkourakos; Constantinos Patsakis,preprint,arXiv submission-time update,https://arxiv.org/abs/2602.09774,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP250,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,2026,Bin Liu; Yanjie Zhao; Zhenpeng Chen; Guoai Xu; Haoyu Wang,preprint,arXiv submission-time update,https://arxiv.org/abs/2602.05721,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,2026,Zelong Zheng; Jiayuan Zhou; Xing Hu; Yi Gao; Shengyi Pan,preprint,arXiv submission-time update,https://arxiv.org/abs/2601.17762,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP252,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,2026,Mingming Zhang; Xu Wang; Jian Zhang; Xiangxin Meng; Jiayi Zhang; Chunming Hu,preprint,arXiv submission-time update,https://arxiv.org/abs/2601.13933,Core,PoC/PoV validation,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
CP253,Multi-Agent Taint Specification Extraction for Vulnerability Detection,2026,Jonah Ghebremichael; Saastha Vasan; Saad Ullah; Greg Tystahl; David Adei; Christopher Kruegel; Giovanni Vigna; William Enck; Alexandros Kapravelos,preprint,arXiv submission-time update,https://arxiv.org/abs/2601.10865,Core,Candidate analysis,NA,Author-confirmed 2026-07-15 update cohort; current analytical layer is recorded in the canonical crosswalk.
