record_id,title,year,source_bucket,source_name,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,screening_decision,deduplication_status,source_trace_note
CP151,AugGPT: Leveraging ChatGPT for Text Data Augmentation,2025-06,ieee,IEEE Xplore,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10858342,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP152,Improving Long-Tail Vulnerability Detection Through Data Augmentation Based on Large Language Models,2024-10,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10795073,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP153,Vul-RAG: Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG,"二月 20, 2026",acm,ACM Digital Library,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3797277,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP154,"ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?",2023-12,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10479409,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP155,"Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents",2024/11/14,arxiv,arXiv / CoRR,journalArticle,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2411.09523v1,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP156,How Far Have We Gone in Vulnerability Detection Using Large Language Models,2023/11/21,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2311.12420v3,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP157,Vulnerability detection using BERT based LLM model with transparency obligation practice towards trustworthy AI,2024-12-01,sciencedirect,ScienceDirect / Elsevier,journalArticle,Zotero/FuLei518/project merged candidate,https://www.sciencedirect.com/science/article/pii/S2666827024000744,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP158,Large Language Models for Code: Security Hardening and Adversarial Testing,"十一月 21, 2023",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0050-7,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP159,Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives,2023-11,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10431564,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP160,When Fuzzing Meets LLMs: Challenges and Opportunities,"七月 10, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0658-5,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP161,From Vulnerability to Defense: The Role of Large Language Models in Enhancing Cybersecurity,2025/2,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,https://www.mdpi.com/2079-3197/13/2/30,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP162,LSAST: Enhancing Cybersecurity Through LLM-Supported Static Application Security Testing,2025,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-92882-6,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP163,Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities,2025-03,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10988968,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP164,Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis,2025,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-85593-1,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP165,A Case Study of LLM for Automated Vulnerability Repair: Assessing Impact of Reasoning and Patch Validation Feedback,"七月 10, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0685-1,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP166,Enhancing Static Analysis for Practical Bug Detection: An LLM-Integrated Approach,"四月 29, 2024",acm,ACM Digital Library,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3649828,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP167,Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting,2023-09,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10298538,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP168,IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities,2025-05-01,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,https://proceedings.iclr.cc/paper_files/paper/2025/hash/582d4e27fa24168f3af1f4582655034b-Abstract-Conference.html,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP169,Enhancing Code Vulnerability Detection via Vulnerability-Preserving Data Augmentation,"六月 20, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0616-5,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP170,VulDetectBench: Evaluating the Deep Capability of Vulnerability Detection with Large Language Models,2024-08-21,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2406.07595,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP171,Exploration On Prompting LLM With Code-Specific Information For Vulnerability Detection,2024-07,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10664399,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP172,GRACE: Empowering LLM-based software vulnerability detection with graph structure and in-context learning,2024-06-01,sciencedirect,ScienceDirect / Elsevier,journalArticle,Zotero/FuLei518/project merged candidate,https://www.sciencedirect.com/science/article/pii/S0164121224000748,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP173,FELLMVP: An Ensemble LLM Framework for Classifying Smart Contract Vulnerabilities,2024-08,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10664408,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP174,Prompt Fuzzing for Fuzz Driver Generation,"十二月 9, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0636-3,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP175,Combining Fine-Tuning and LLM-Based Agents for Intuitive Smart Contract Auditing with Justifications,2025-04,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11029966,Supporting,Candidate,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP176,Harnessing the Power of LLMs in Source Code Vulnerability Detection,2024-10,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10774025,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP177,Multi-Role Consensus Through LLMs Discussions for Vulnerability Detection,2024-07,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10726971,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP178,Evaluation of ChatGPT Model for Vulnerability Detection,2023-04-12,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2304.07232,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP179,An Analysis of the Automatic Bug Fixing Performance of ChatGPT,2023-05,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10189263,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP180,"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring, Requirements Elicitation, and Software Design",2024,zotero,Local Zotero / seed / snowball metadata,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-55642-5,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP181,Prompt-Enhanced Software Vulnerability Detection Using ChatGPT,"五月 23, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0502-1,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP182,Unifying Large Language Models and Knowledge Graphs: A Roadmap,2024-07,ieee,IEEE Xplore,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10387715,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP183,Software Vulnerability Detection using Large Language Models,2023-10,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10301302,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP184,Code Llama: Open Foundation Models for Code,2024-01-31,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2308.12950,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP185,"Risks, Causes, and Mitigations of Widespread Deployments of Large Language Models (LLMs): A Survey",2024-09,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10863356,Background,Survey/Background,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP186,Finetuning Large Language Models for Vulnerability Detection,2025,ieee,IEEE Xplore,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10908394,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP187,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,2025-06-07,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2401.16185,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP188,"LLMs Cannot Reliably Identify and Reason About Security Vulnerabilities (Yet?): A Comprehensive Evaluation, Framework, and Benchmarks",2024-05,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10646663,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP189,How Much Data is Enough Data? Fine-Tuning Large Language Models for In-House Translation: Performance Evaluation Across Multiple Dataset Sizes,2024-09,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,https://aclanthology.org/2024.amta-research.20/,Excluded,Benchmark/Evaluation,excluded_near_neighbor,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP190,DefectHunter: A Novel LLM-Driven Boosted-Conformer-based Code Vulnerability Detection Mechanism,2023-09-27,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2309.15324,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP191,A survey on large language model based autonomous agents,2024-03-22,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s11704-024-40231-1,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP192,Fuzz4All: Universal Fuzzing with Large Language Models,"四月 12, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0217-4,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP193,Large Language Models for Cyber Security: A Systematic Literature Review,"九月 29, 2025",acm,ACM Digital Library,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3769676,Background,Survey/Background,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP194,Large Language Models for Test-Free Fault Localization,"二月 6, 2024",acm,ACM Digital Library,conferencePaper,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3597503.3623342,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP195,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,"十月 8, 2024",acm,ACM Digital Library,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3689736,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP196,Evaluating the Impact of Conventional Code Analysis Against Large Language Models in API Vulnerability Detection,"June 5, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1651-5,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP197,Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability,2024-11,ieee,IEEE Xplore,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10706805,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP198,VTT-LLM: Advancing Vulnerability-to-Tactic-and-Technique Mapping through Fine-Tuning of Large Language Model,2024/1,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,https://www.mdpi.com/2227-7390/12/9/1286,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP199,How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation,"September 11, 2024",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0612-7,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP200,Evaluating Large Language Models for Line-Level Vulnerability Localization,03/2024,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,https://ui.adsabs.harvard.edu/abs/2024arXiv240400287Z/abstract,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP201,A Survey of Large Language Models,2026-03-18,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2303.18223,Background,Survey/Background,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP202,Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection,2024-07-23,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2407.16235,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP203,Large Language Model for Vulnerability Detection: Emerging Results and Future Directions,2024-04-14,zotero,Local Zotero / seed / snowball metadata,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0500-7,Background,Survey/Background,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP204,VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching,2024-09-16,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2409.10756,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP205,VulDetect: A novel technique for detecting software vulnerabilities using Language Models,2023-07,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10224924,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP206,FuzzingBrain V2: A Multi-Agent LLM System for Automated Vulnerability Discovery and Reproduction,2026,arxiv,arXiv / CoRR,arXiv,arXiv preprint,https://arxiv.org/abs/2605.21779,Core,automated vulnerability discovery and reproduction; OSS-Fuzz/AIxCC,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP207,Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,2026,arxiv,arXiv / CoRR,arXiv,arXiv preprint,https://arxiv.org/abs/2602.13574,Core,PoV generation on SEC-bench,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP208,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,arxiv,arXiv / CoRR,arXiv,arXiv preprint / HTML,https://arxiv.org/abs/2603.08566,Core,cyber reasoning system / OSS-Fuzz deployment,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP209,Contextualizing Sink Knowledge for Java Vulnerability Discovery,2026,arxiv,arXiv / CoRR,arXiv,arXiv preprint,https://arxiv.org/abs/2604.01645,Core,Java vulnerability discovery with sink knowledge and fuzzing/CRS context,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP210,Cottontail: Large Language Model-Driven Concolic Execution for Highly Structured Test Input Generation,2025,arxiv,arXiv / CoRR,arXiv,arXiv preprint; IEEE S&P 2026 according to arXiv,https://arxiv.org/abs/2504.17542,Supporting,LLM-driven concolic execution / structured test generation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP211,"SoK: DARPA's AI Cyber Challenge (AIxCC): Competition Design, Architectures, and Lessons Learned",2026,arxiv,arXiv / CoRR,arXiv,arXiv preprint,https://arxiv.org/abs/2602.07666,Background,AIxCC competition/CRS SoK,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP212,Large language models-driven fuzzing: A systematic survey,2026,sciencedirect,ScienceDirect / Elsevier,ScienceDirect,Engineering Applications of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197626014090,Background,related survey on LLM-driven fuzzing,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
